dataset,sample,hierarchy_bin,mal_status,n_cells,n_high_error
GSE185381,GSM5613745_2019-07-01-count-2,LMPP_GMP,normal,1791,155
GSE185381,GSM5613745_2019-07-01-count-2,Mono_DC,malignant,524,3
GSE185381,GSM5613745_2019-07-01-count-2,T_NK,malignant,88,7
GSE185381,GSM5613745_2019-07-01-count-2,LMPP_GMP,malignant,116,16
GSE185381,GSM5613745_2019-07-01-count-2,B_Plasma,normal,117,0
GSE185381,GSM5613745_2019-07-01-count-2,HSC_MPP,malignant,120,24
GSE185381,GSM5613745_2019-07-01-count-2,Megakaryocyte,normal,17,0
GSE185381,GSM5613745_2019-07-01-count-2,Erythroid,malignant,21,0
GSE185381,GSM5613745_2019-07-01-count-2,Megakaryocyte,malignant,3,0
GSE185381,GSM5613745_2019-07-01-count-2,B_Plasma,malignant,3,0
GSE185381,GSM5613746_2019-07-01-count-3,Mono_DC,normal,1771,11
GSE185381,GSM5613746_2019-07-01-count-3,LMPP_GMP,normal,1851,179
GSE185381,GSM5613746_2019-07-01-count-3,HSC_MPP,normal,2081,467
GSE185381,GSM5613746_2019-07-01-count-3,T_NK,normal,1130,97
GSE185381,GSM5613746_2019-07-01-count-3,T_NK,malignant,80,8
GSE185381,GSM5613746_2019-07-01-count-3,Erythroid,normal,314,12
GSE185381,GSM5613746_2019-07-01-count-3,B_Plasma,normal,122,0
GSE185381,GSM5613746_2019-07-01-count-3,Mono_DC,malignant,428,1
GSE185381,GSM5613746_2019-07-01-count-3,LMPP_GMP,malignant,77,9
GSE185381,GSM5613746_2019-07-01-count-3,Erythroid,malignant,11,0
GSE185381,GSM5613746_2019-07-01-count-3,HSC_MPP,malignant,100,17
GSE185381,GSM5613746_2019-07-01-count-3,Megakaryocyte,normal,15,0
GSE185381,GSM5613746_2019-07-01-count-3,B_Plasma,malignant,4,1
GSE185381,GSM5613746_2019-07-01-count-3,Megakaryocyte,malignant,5,0
GSE185381,GSM5613748_2019-08-01-count-2,T_NK,normal,1548,128
GSE185381,GSM5613748_2019-08-01-count-2,Mono_DC,malignant,225,0
GSE185381,GSM5613748_2019-08-01-count-2,Mono_DC,normal,1928,13
GSE185381,GSM5613748_2019-08-01-count-2,B_Plasma,normal,1004,7
GSE185381,GSM5613748_2019-08-01-count-2,LMPP_GMP,normal,68,2
GSE185381,GSM5613748_2019-08-01-count-2,B_Plasma,malignant,75,5
GSE185381,GSM5613748_2019-08-01-count-2,T_NK,malignant,77,4
GSE185381,GSM5613748_2019-08-01-count-2,HSC_MPP,normal,61,5
GSE185381,GSM5613748_2019-08-01-count-2,Megakaryocyte,normal,2,0
GSE185381,GSM5613748_2019-08-01-count-2,Erythroid,normal,30,0
GSE185381,GSM5613749_2019-08-01-count-3,Mono_DC,normal,1779,11
GSE185381,GSM5613749_2019-08-01-count-3,T_NK,normal,1236,104
GSE185381,GSM5613749_2019-08-01-count-3,B_Plasma,normal,858,8
GSE185381,GSM5613749_2019-08-01-count-3,Mono_DC,malignant,176,0
GSE185381,GSM5613749_2019-08-01-count-3,B_Plasma,malignant,44,2
GSE185381,GSM5613749_2019-08-01-count-3,T_NK,malignant,75,5
GSE185381,GSM5613749_2019-08-01-count-3,LMPP_GMP,normal,61,4
GSE185381,GSM5613749_2019-08-01-count-3,Erythroid,normal,34,0
GSE185381,GSM5613749_2019-08-01-count-3,HSC_MPP,normal,50,2
GSE185381,GSM5613749_2019-08-01-count-3,Megakaryocyte,normal,5,0
GSE185381,GSM5613749_2019-08-01-count-3,Megakaryocyte,malignant,2,0
GSE185381,GSM5613750_2019-08-01-count-4,Mono_DC,normal,2033,12
GSE185381,GSM5613750_2019-08-01-count-4,HSC_MPP,normal,45,4
GSE185381,GSM5613750_2019-08-01-count-4,B_Plasma,normal,782,7
GSE185381,GSM5613750_2019-08-01-count-4,T_NK,malignant,77,1
GSE185381,GSM5613750_2019-08-01-count-4,T_NK,normal,1183,85
GSE185381,GSM5613750_2019-08-01-count-4,B_Plasma,malignant,59,1
GSE185381,GSM5613750_2019-08-01-count-4,LMPP_GMP,normal,28,1
GSE185381,GSM5613750_2019-08-01-count-4,Mono_DC,malignant,155,0
GSE185381,GSM5613750_2019-08-01-count-4,Erythroid,normal,31,0
GSE185381,GSM5613750_2019-08-01-count-4,Megakaryocyte,normal,3,0
GSE185381,GSM5613751_2019-08-29-count-1,Mono_DC,normal,2618,31
GSE185381,GSM5613751_2019-08-29-count-1,T_NK,normal,559,46
GSE185381,GSM5613751_2019-08-29-count-1,HSC_MPP,normal,225,39
GSE185381,GSM5613751_2019-08-29-count-1,LMPP_GMP,normal,361,20
GSE185381,GSM5613751_2019-08-29-count-1,Mono_DC,malignant,474,1
GSE185381,GSM5613751_2019-08-29-count-1,B_Plasma,normal,226,0
GSE185381,GSM5613751_2019-08-29-count-1,Erythroid,normal,16,0
GSE185381,GSM5613751_2019-08-29-count-1,LMPP_GMP,malignant,67,0
GSE185381,GSM5613751_2019-08-29-count-1,T_NK,malignant,29,1
GSE185381,GSM5613751_2019-08-29-count-1,Megakaryocyte,normal,1,0
GSE185381,GSM5613751_2019-08-29-count-1,B_Plasma,malignant,7,0
GSE185381,GSM5613751_2019-08-29-count-1,HSC_MPP,malignant,3,0
GSE185381,GSM5613752_2019-08-29-count-2,Mono_DC,normal,2780,30
GSE185381,GSM5613752_2019-08-29-count-2,LMPP_GMP,normal,363,21
GSE185381,GSM5613752_2019-08-29-count-2,HSC_MPP,normal,201,40
GSE185381,GSM5613752_2019-08-29-count-2,Mono_DC,malignant,352,3
GSE185381,GSM5613752_2019-08-29-count-2,T_NK,normal,574,48
GSE185381,GSM5613752_2019-08-29-count-2,B_Plasma,normal,217,2
GSE185381,GSM5613752_2019-08-29-count-2,LMPP_GMP,malignant,60,3
GSE185381,GSM5613752_2019-08-29-count-2,Megakaryocyte,malignant,2,0
GSE185381,GSM5613752_2019-08-29-count-2,Erythroid,normal,20,3
GSE185381,GSM5613752_2019-08-29-count-2,T_NK,malignant,23,1
GSE185381,GSM5613752_2019-08-29-count-2,B_Plasma,malignant,6,0
GSE185381,GSM5613752_2019-08-29-count-2,Megakaryocyte,normal,2,0
GSE185381,GSM5613756_2019-10-25-count-5,Mono_DC,normal,2455,30
GSE185381,GSM5613756_2019-10-25-count-5,T_NK,normal,889,95
GSE185381,GSM5613756_2019-10-25-count-5,Mono_DC,malignant,554,1
GSE185381,GSM5613756_2019-10-25-count-5,LMPP_GMP,normal,188,26
GSE185381,GSM5613756_2019-10-25-count-5,T_NK,malignant,381,13
GSE185381,GSM5613756_2019-10-25-count-5,B_Plasma,normal,167,0
GSE185381,GSM5613756_2019-10-25-count-5,Erythroid,normal,33,2
GSE185381,GSM5613756_2019-10-25-count-5,HSC_MPP,normal,70,17
GSE185381,GSM5613756_2019-10-25-count-5,LMPP_GMP,malignant,9,0
GSE185381,GSM5613756_2019-10-25-count-5,B_Plasma,malignant,2,0
GSE185381,GSM5613756_2019-10-25-count-5,Megakaryocyte,normal,1,0
GSE185381,GSM5613757_2019-11-04-count-1,T_NK,normal,1169,129
GSE185381,GSM5613757_2019-11-04-count-1,Mono_DC,malignant,393,9
GSE185381,GSM5613757_2019-11-04-count-1,B_Plasma,normal,736,3
GSE185381,GSM5613757_2019-11-04-count-1,LMPP_GMP,normal,837,78
GSE185381,GSM5613757_2019-11-04-count-1,T_NK,malignant,128,13
GSE185381,GSM5613757_2019-11-04-count-1,Mono_DC,normal,521,22
GSE185381,GSM5613757_2019-11-04-count-1,HSC_MPP,normal,129,34
GSE185381,GSM5613757_2019-11-04-count-1,LMPP_GMP,malignant,46,4
GSE185381,GSM5613757_2019-11-04-count-1,HSC_MPP,malignant,21,7
GSE185381,GSM5613757_2019-11-04-count-1,Erythroid,normal,23,1
GSE185381,GSM5613757_2019-11-04-count-1,Erythroid,malignant,3,0
GSE185381,GSM5613757_2019-11-04-count-1,B_Plasma,malignant,2,0
GSE185381,GSM5613758_2019-11-04-count-2,T_NK,normal,783,75
GSE185381,GSM5613758_2019-11-04-count-2,LMPP_GMP,normal,651,46
GSE185381,GSM5613758_2019-11-04-count-2,Mono_DC,malignant,282,2
GSE185381,GSM5613758_2019-11-04-count-2,B_Plasma,normal,374,1
GSE185381,GSM5613758_2019-11-04-count-2,Mono_DC,normal,393,14
GSE185381,GSM5613758_2019-11-04-count-2,T_NK,malignant,181,7
GSE185381,GSM5613758_2019-11-04-count-2,LMPP_GMP,malignant,72,10
GSE185381,GSM5613758_2019-11-04-count-2,HSC_MPP,normal,79,15
GSE185381,GSM5613758_2019-11-04-count-2,Erythroid,normal,13,1
GSE185381,GSM5613758_2019-11-04-count-2,HSC_MPP,malignant,26,9
GSE185381,GSM5613758_2019-11-04-count-2,B_Plasma,malignant,3,0
GSE185381,GSM5613758_2019-11-04-count-2,Erythroid,malignant,2,0
GSE185381,GSM5613758_2019-11-04-count-2,Megakaryocyte,malignant,1,0
GSE185381,GSM5613759_2019-11-04-count-3,LMPP_GMP,normal,965,98
GSE185381,GSM5613759_2019-11-04-count-3,T_NK,normal,658,87
GSE185381,GSM5613759_2019-11-04-count-3,Mono_DC,normal,748,16
GSE185381,GSM5613759_2019-11-04-count-3,T_NK,malignant,79,2
GSE185381,GSM5613759_2019-11-04-count-3,B_Plasma,normal,378,1
GSE185381,GSM5613759_2019-11-04-count-3,Mono_DC,malignant,361,3
GSE185381,GSM5613759_2019-11-04-count-3,HSC_MPP,normal,144,46
GSE185381,GSM5613759_2019-11-04-count-3,Erythroid,normal,33,5
GSE185381,GSM5613759_2019-11-04-count-3,HSC_MPP,malignant,14,3
GSE185381,GSM5613759_2019-11-04-count-3,LMPP_GMP,malignant,29,4
GSE185381,GSM5613759_2019-11-04-count-3,B_Plasma,malignant,3,0
GSE185381,GSM5613759_2019-11-04-count-3,Erythroid,malignant,5,0
GSE185381,GSM5613760_2019-11-19-count-1,Mono_DC,normal,2732,153
GSE185381,GSM5613760_2019-11-19-count-1,B_Plasma,normal,876,3
GSE185381,GSM5613760_2019-11-19-count-1,Mono_DC,malignant,2736,24
GSE185381,GSM5613760_2019-11-19-count-1,LMPP_GMP,normal,315,23
GSE185381,GSM5613760_2019-11-19-count-1,HSC_MPP,normal,75,9
GSE185381,GSM5613760_2019-11-19-count-1,T_NK,normal,290,26
GSE185381,GSM5613760_2019-11-19-count-1,T_NK,malignant,66,4
GSE185381,GSM5613760_2019-11-19-count-1,Erythroid,normal,33,3
GSE185381,GSM5613760_2019-11-19-count-1,B_Plasma,malignant,5,0
GSE185381,GSM5613760_2019-11-19-count-1,LMPP_GMP,malignant,9,1
GSE185381,GSM5613760_2019-11-19-count-1,Megakaryocyte,malignant,2,0
GSE185381,GSM5613760_2019-11-19-count-1,Megakaryocyte,normal,2,0
GSE185381,GSM5613760_2019-11-19-count-1,Erythroid,malignant,2,0
GSE185381,GSM5613761_2019-11-19-count-2,Mono_DC,normal,4142,156
GSE185381,GSM5613761_2019-11-19-count-2,Mono_DC,malignant,1221,4
GSE185381,GSM5613761_2019-11-19-count-2,B_Plasma,normal,786,5
GSE185381,GSM5613761_2019-11-19-count-2,LMPP_GMP,normal,298,18
GSE185381,GSM5613761_2019-11-19-count-2,Erythroid,malignant,1,0
GSE185381,GSM5613761_2019-11-19-count-2,Erythroid,normal,62,3
GSE185381,GSM5613761_2019-11-19-count-2,HSC_MPP,normal,92,20
GSE185381,GSM5613761_2019-11-19-count-2,T_NK,normal,352,30
GSE185381,GSM5613761_2019-11-19-count-2,T_NK,malignant,46,3
GSE185381,GSM5613761_2019-11-19-count-2,Megakaryocyte,normal,3,0
GSE185381,GSM5613761_2019-11-19-count-2,B_Plasma,malignant,11,0
GSE185381,GSM5613761_2019-11-19-count-2,LMPP_GMP,malignant,3,1
GSE185381,GSM5613761_2019-11-19-count-2,HSC_MPP,malignant,2,1
GSE185381,GSM5613762_2019-11-26-count-1,T_NK,normal,1039,100
GSE185381,GSM5613762_2019-11-26-count-1,B_Plasma,normal,1448,0
GSE185381,GSM5613762_2019-11-26-count-1,LMPP_GMP,normal,1500,77
GSE185381,GSM5613762_2019-11-26-count-1,Mono_DC,normal,2790,83
GSE185381,GSM5613762_2019-11-26-count-1,Erythroid,normal,195,7
GSE185381,GSM5613762_2019-11-26-count-1,Mono_DC,malignant,577,3
GSE185381,GSM5613762_2019-11-26-count-1,HSC_MPP,normal,327,51
GSE185381,GSM5613762_2019-11-26-count-1,T_NK,malignant,112,13
GSE185381,GSM5613762_2019-11-26-count-1,LMPP_GMP,malignant,78,6
GSE185381,GSM5613762_2019-11-26-count-1,HSC_MPP,malignant,22,2
GSE185381,GSM5613762_2019-11-26-count-1,Megakaryocyte,malignant,12,0
GSE185381,GSM5613762_2019-11-26-count-1,B_Plasma,malignant,12,0
GSE185381,GSM5613762_2019-11-26-count-1,Erythroid,malignant,11,1
GSE185381,GSM5613762_2019-11-26-count-1,Megakaryocyte,normal,4,0
GSE185381,GSM5613763_2019-11-26-count-2,B_Plasma,normal,1417,2
GSE185381,GSM5613763_2019-11-26-count-2,T_NK,normal,886,80
GSE185381,GSM5613763_2019-11-26-count-2,LMPP_GMP,normal,1413,90
GSE185381,GSM5613763_2019-11-26-count-2,Mono_DC,normal,2691,67
GSE185381,GSM5613763_2019-11-26-count-2,Mono_DC,malignant,593,1
GSE185381,GSM5613763_2019-11-26-count-2,Erythroid,normal,199,11
GSE185381,GSM5613763_2019-11-26-count-2,HSC_MPP,normal,274,48
GSE185381,GSM5613763_2019-11-26-count-2,LMPP_GMP,malignant,54,4
GSE185381,GSM5613763_2019-11-26-count-2,T_NK,malignant,60,10
GSE185381,GSM5613763_2019-11-26-count-2,Erythroid,malignant,8,0
GSE185381,GSM5613763_2019-11-26-count-2,HSC_MPP,malignant,11,2
GSE185381,GSM5613763_2019-11-26-count-2,Megakaryocyte,normal,2,0
GSE185381,GSM5613763_2019-11-26-count-2,B_Plasma,malignant,7,1
GSE185381,GSM5613763_2019-11-26-count-2,Megakaryocyte,malignant,1,0
GSE185381,GSM5613764_2020-01-03-count-1,Mono_DC,normal,1685,43
GSE185381,GSM5613764_2020-01-03-count-1,HSC_MPP,normal,258,54
GSE185381,GSM5613764_2020-01-03-count-1,Mono_DC,malignant,535,6
GSE185381,GSM5613764_2020-01-03-count-1,LMPP_GMP,normal,2430,139
GSE185381,GSM5613764_2020-01-03-count-1,B_Plasma,normal,524,13
GSE185381,GSM5613764_2020-01-03-count-1,Erythroid,normal,504,26
GSE185381,GSM5613764_2020-01-03-count-1,T_NK,normal,792,61
GSE185381,GSM5613764_2020-01-03-count-1,LMPP_GMP,malignant,145,5
GSE185381,GSM5613764_2020-01-03-count-1,HSC_MPP,malignant,11,2
GSE185381,GSM5613764_2020-01-03-count-1,T_NK,malignant,39,2
GSE185381,GSM5613764_2020-01-03-count-1,B_Plasma,malignant,13,0
GSE185381,GSM5613764_2020-01-03-count-1,Erythroid,malignant,7,1
GSE185381,GSM5613764_2020-01-03-count-1,Megakaryocyte,normal,1,0
GSE185381,GSM5613765_2020-01-03-count-2,T_NK,normal,827,68
GSE185381,GSM5613765_2020-01-03-count-2,LMPP_GMP,normal,2622,140
GSE185381,GSM5613765_2020-01-03-count-2,Mono_DC,normal,1809,45
GSE185381,GSM5613765_2020-01-03-count-2,B_Plasma,normal,591,11
GSE185381,GSM5613765_2020-01-03-count-2,Mono_DC,malignant,685,2
GSE185381,GSM5613765_2020-01-03-count-2,LMPP_GMP,malignant,200,1
GSE185381,GSM5613765_2020-01-03-count-2,Erythroid,normal,548,27
GSE185381,GSM5613765_2020-01-03-count-2,T_NK,malignant,41,1
GSE185381,GSM5613765_2020-01-03-count-2,HSC_MPP,normal,210,49
GSE185381,GSM5613765_2020-01-03-count-2,Erythroid,malignant,11,1
GSE185381,GSM5613765_2020-01-03-count-2,B_Plasma,malignant,12,1
GSE185381,GSM5613765_2020-01-03-count-2,HSC_MPP,malignant,11,5
GSE185381,GSM5613765_2020-01-03-count-2,Megakaryocyte,normal,3,0
GSE185381,GSM5613766_2020-03-18-AML0048-c1,Mono_DC,malignant,952,1
GSE185381,GSM5613766_2020-03-18-AML0048-c1,Erythroid,normal,177,5
GSE185381,GSM5613766_2020-03-18-AML0048-c1,Mono_DC,normal,314,5
GSE185381,GSM5613766_2020-03-18-AML0048-c1,T_NK,normal,203,24
GSE185381,GSM5613766_2020-03-18-AML0048-c1,LMPP_GMP,normal,68,8
GSE185381,GSM5613766_2020-03-18-AML0048-c1,B_Plasma,normal,14,0
GSE185381,GSM5613766_2020-03-18-AML0048-c1,Megakaryocyte,normal,6,0
GSE185381,GSM5613766_2020-03-18-AML0048-c1,HSC_MPP,normal,40,11
GSE185381,GSM5613766_2020-03-18-AML0048-c1,T_NK,malignant,25,1
GSE185381,GSM5613766_2020-03-18-AML0048-c1,Megakaryocyte,malignant,5,0
GSE185381,GSM5613766_2020-03-18-AML0048-c1,LMPP_GMP,malignant,3,0
GSE185381,GSM5613767_2020-03-18-AML0048-c2,Mono_DC,malignant,1156,7
GSE185381,GSM5613767_2020-03-18-AML0048-c2,Mono_DC,normal,146,5
GSE185381,GSM5613767_2020-03-18-AML0048-c2,T_NK,normal,207,28
GSE185381,GSM5613767_2020-03-18-AML0048-c2,Erythroid,normal,221,9
GSE185381,GSM5613767_2020-03-18-AML0048-c2,B_Plasma,normal,32,0
GSE185381,GSM5613767_2020-03-18-AML0048-c2,LMPP_GMP,normal,85,9
GSE185381,GSM5613767_2020-03-18-AML0048-c2,T_NK,malignant,20,2
GSE185381,GSM5613767_2020-03-18-AML0048-c2,HSC_MPP,normal,45,17
GSE185381,GSM5613767_2020-03-18-AML0048-c2,Erythroid,malignant,4,1
GSE185381,GSM5613767_2020-03-18-AML0048-c2,Megakaryocyte,normal,11,0
GSE185381,GSM5613767_2020-03-18-AML0048-c2,LMPP_GMP,malignant,1,0
GSE185381,GSM5613767_2020-03-18-AML0048-c2,Megakaryocyte,malignant,1,0
GSE185381,GSM5613768_2020-03-18-AML3266,Mono_DC,normal,470,24
GSE185381,GSM5613768_2020-03-18-AML3266,T_NK,normal,348,11
GSE185381,GSM5613768_2020-03-18-AML3266,LMPP_GMP,normal,244,9
GSE185381,GSM5613768_2020-03-18-AML3266,Mono_DC,malignant,67,8
GSE185381,GSM5613768_2020-03-18-AML3266,LMPP_GMP,malignant,32,4
GSE185381,GSM5613768_2020-03-18-AML3266,T_NK,malignant,31,6
GSE185381,GSM5613768_2020-03-18-AML3266,B_Plasma,malignant,11,1
GSE185381,GSM5613768_2020-03-18-AML3266,B_Plasma,normal,65,0
GSE185381,GSM5613768_2020-03-18-AML3266,HSC_MPP,malignant,3,2
GSE185381,GSM5613769_2020-03-18-count-1,LMPP_GMP,normal,85,4
GSE185381,GSM5613769_2020-03-18-count-1,Mono_DC,malignant,899,2
GSE185381,GSM5613769_2020-03-18-count-1,Megakaryocyte,malignant,507,1
GSE185381,GSM5613769_2020-03-18-count-1,Megakaryocyte,normal,1435,3
GSE185381,GSM5613769_2020-03-18-count-1,T_NK,normal,420,34
GSE185381,GSM5613769_2020-03-18-count-1,B_Plasma,normal,1193,4
GSE185381,GSM5613769_2020-03-18-count-1,Mono_DC,normal,526,7
GSE185381,GSM5613769_2020-03-18-count-1,Erythroid,normal,139,7
GSE185381,GSM5613769_2020-03-18-count-1,T_NK,malignant,114,4
GSE185381,GSM5613769_2020-03-18-count-1,HSC_MPP,normal,9,0
GSE185381,GSM5613769_2020-03-18-count-1,Erythroid,malignant,31,2
GSE185381,GSM5613769_2020-03-18-count-1,B_Plasma,malignant,1,0
GSE185381,GSM5613769_2020-03-18-count-1,LMPP_GMP,malignant,2,0
GSE185381,GSM5613770_2020-03-18-count-2,B_Plasma,normal,1020,7
GSE185381,GSM5613770_2020-03-18-count-2,Megakaryocyte,malignant,422,1
GSE185381,GSM5613770_2020-03-18-count-2,Mono_DC,normal,570,6
GSE185381,GSM5613770_2020-03-18-count-2,Megakaryocyte,normal,1378,3
GSE185381,GSM5613770_2020-03-18-count-2,Mono_DC,malignant,844,1
GSE185381,GSM5613770_2020-03-18-count-2,T_NK,normal,383,51
GSE185381,GSM5613770_2020-03-18-count-2,Erythroid,malignant,35,2
GSE185381,GSM5613770_2020-03-18-count-2,Erythroid,normal,146,10
GSE185381,GSM5613770_2020-03-18-count-2,T_NK,malignant,86,2
GSE185381,GSM5613770_2020-03-18-count-2,LMPP_GMP,normal,103,7
GSE185381,GSM5613770_2020-03-18-count-2,LMPP_GMP,malignant,4,0
GSE185381,GSM5613770_2020-03-18-count-2,HSC_MPP,normal,7,2
GSE185381,GSM5613770_2020-03-18-count-2,B_Plasma,malignant,5,0
GSE185381,GSM5613771_2020-03-18-count-3,Megakaryocyte,malignant,308,0
GSE185381,GSM5613771_2020-03-18-count-3,Mono_DC,normal,681,3
GSE185381,GSM5613771_2020-03-18-count-3,Megakaryocyte,normal,1262,4
GSE185381,GSM5613771_2020-03-18-count-3,B_Plasma,normal,1099,8
GSE185381,GSM5613771_2020-03-18-count-3,Mono_DC,malignant,702,3
GSE185381,GSM5613771_2020-03-18-count-3,T_NK,normal,448,43
GSE185381,GSM5613771_2020-03-18-count-3,Erythroid,malignant,20,4
GSE185381,GSM5613771_2020-03-18-count-3,HSC_MPP,normal,5,1
GSE185381,GSM5613771_2020-03-18-count-3,Erythroid,normal,136,5
GSE185381,GSM5613771_2020-03-18-count-3,T_NK,malignant,91,8
GSE185381,GSM5613771_2020-03-18-count-3,LMPP_GMP,normal,71,7
GSE185381,GSM5613771_2020-03-18-count-3,B_Plasma,malignant,4,0
GSE185381,GSM5613774_2020-08-26-Control4003-c1,T_NK,normal,522,37
GSE185381,GSM5613774_2020-08-26-Control4003-c1,Mono_DC,malignant,89,0
GSE185381,GSM5613774_2020-08-26-Control4003-c1,Mono_DC,normal,225,0
GSE185381,GSM5613774_2020-08-26-Control4003-c1,B_Plasma,normal,74,0
GSE185381,GSM5613774_2020-08-26-Control4003-c1,HSC_MPP,normal,11,2
GSE185381,GSM5613774_2020-08-26-Control4003-c1,T_NK,malignant,51,2
GSE185381,GSM5613774_2020-08-26-Control4003-c1,Erythroid,normal,3,0
GSE185381,GSM5613774_2020-08-26-Control4003-c1,LMPP_GMP,normal,8,0
GSE185381,GSM5613775_2020-08-26-Control4003-c2,T_NK,normal,859,59
GSE185381,GSM5613775_2020-08-26-Control4003-c2,Mono_DC,malignant,286,0
GSE185381,GSM5613775_2020-08-26-Control4003-c2,B_Plasma,normal,122,0
GSE185381,GSM5613775_2020-08-26-Control4003-c2,Mono_DC,normal,783,3
GSE185381,GSM5613775_2020-08-26-Control4003-c2,T_NK,malignant,63,2
GSE185381,GSM5613775_2020-08-26-Control4003-c2,HSC_MPP,normal,10,0
GSE185381,GSM5613775_2020-08-26-Control4003-c2,LMPP_GMP,normal,13,1
GSE185381,GSM5613775_2020-08-26-Control4003-c2,B_Plasma,malignant,1,0
GSE185381,GSM5613775_2020-08-26-Control4003-c2,Erythroid,normal,5,0
GSE185381,GSM5613775_2020-08-26-Control4003-c2,Megakaryocyte,normal,1,0
GSE185381,GSM5613776_2020-08-26-Control4003-c3,Mono_DC,normal,736,1
GSE185381,GSM5613776_2020-08-26-Control4003-c3,T_NK,normal,757,56
GSE185381,GSM5613776_2020-08-26-Control4003-c3,B_Plasma,normal,125,0
GSE185381,GSM5613776_2020-08-26-Control4003-c3,T_NK,malignant,42,0
GSE185381,GSM5613776_2020-08-26-Control4003-c3,Mono_DC,malignant,217,0
GSE185381,GSM5613776_2020-08-26-Control4003-c3,HSC_MPP,normal,8,0
GSE185381,GSM5613776_2020-08-26-Control4003-c3,Erythroid,normal,5,0
GSE185381,GSM5613776_2020-08-26-Control4003-c3,LMPP_GMP,normal,9,0
GSE185381,GSM5613776_2020-08-26-Control4003-c3,B_Plasma,malignant,2,0
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,T_NK,normal,1941,203
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,Mono_DC,normal,140,4
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,Mono_DC,malignant,156,4
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,LMPP_GMP,normal,47,11
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,T_NK,malignant,70,2
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,B_Plasma,normal,134,0
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,HSC_MPP,normal,54,12
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,LMPP_GMP,malignant,8,2
GSE185381,GSM5613777_2020-09-11-AML4340_AML1371-c1,Erythroid,normal,2,0
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,T_NK,normal,1984,148
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,B_Plasma,normal,125,0
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,Mono_DC,malignant,190,2
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,Mono_DC,normal,134,5
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,LMPP_GMP,normal,31,5
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,HSC_MPP,normal,29,11
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,T_NK,malignant,74,3
GSE185381,GSM5613778_2020-09-11-AML4340_AML1371-c2,LMPP_GMP,malignant,4,1
GSE185381,GSM5613779_2020-09-15-AML0024,Mono_DC,normal,4335,7
GSE185381,GSM5613779_2020-09-15-AML0024,Mono_DC,malignant,499,1
GSE185381,GSM5613779_2020-09-15-AML0024,LMPP_GMP,normal,9,0
GSE185381,GSM5613779_2020-09-15-AML0024,T_NK,normal,6,0
GSE185381,GSM5613779_2020-09-15-AML0024,B_Plasma,normal,6,0
GSE185381,GSM5613780_2020-10-06-AML4897,B_Plasma,normal,473,0
GSE185381,GSM5613780_2020-10-06-AML4897,T_NK,malignant,83,11
GSE185381,GSM5613780_2020-10-06-AML4897,T_NK,normal,1598,163
GSE185381,GSM5613780_2020-10-06-AML4897,Mono_DC,normal,166,0
GSE185381,GSM5613780_2020-10-06-AML4897,Mono_DC,malignant,51,1
GSE185381,GSM5613780_2020-10-06-AML4897,HSC_MPP,normal,9,4
GSE185381,GSM5613780_2020-10-06-AML4897,Erythroid,normal,12,0
GSE185381,GSM5613780_2020-10-06-AML4897,Erythroid,malignant,1,0
GSE185381,GSM5613780_2020-10-06-AML4897,LMPP_GMP,normal,16,3
GSE185381,GSM5613780_2020-10-06-AML4897,Megakaryocyte,normal,4,0
GSE185381,GSM5613781_2020-10-06-count2,T_NK,normal,1438,152
GSE185381,GSM5613781_2020-10-06-count2,LMPP_GMP,malignant,84,21
GSE185381,GSM5613781_2020-10-06-count2,Mono_DC,normal,604,7
GSE185381,GSM5613781_2020-10-06-count2,LMPP_GMP,normal,291,60
GSE185381,GSM5613781_2020-10-06-count2,T_NK,malignant,395,36
GSE185381,GSM5613781_2020-10-06-count2,B_Plasma,normal,482,4
GSE185381,GSM5613781_2020-10-06-count2,Mono_DC,malignant,176,2
GSE185381,GSM5613781_2020-10-06-count2,HSC_MPP,malignant,96,37
GSE185381,GSM5613781_2020-10-06-count2,HSC_MPP,normal,147,50
GSE185381,GSM5613781_2020-10-06-count2,B_Plasma,malignant,32,10
GSE185381,GSM5613781_2020-10-06-count2,Erythroid,normal,21,2
GSE185381,GSM5613781_2020-10-06-count2,Megakaryocyte,normal,1,0
GSE185381,GSM5613781_2020-10-06-count2,Erythroid,malignant,5,2
GSE185381,GSM5613782_2020-10-06-count4_0.95,B_Plasma,normal,420,4
GSE185381,GSM5613782_2020-10-06-count4_0.95,Mono_DC,normal,699,57
