dataset,sample,hierarchy_bin,mal_status,n_cells,n_high_error
GSE289435,GSM8791441_MLL_29532,Erythroid,normal,16,0
GSE289435,GSM8791441_MLL_29532,Megakaryocyte,normal,1,0
GSE289435,GSM8791442_MLL_29538,Mono_DC,normal,2840,86
GSE289435,GSM8791442_MLL_29538,Mono_DC,malignant,691,44
GSE289435,GSM8791442_MLL_29538,B_Plasma,normal,336,0
GSE289435,GSM8791442_MLL_29538,LMPP_GMP,malignant,80,22
GSE289435,GSM8791442_MLL_29538,LMPP_GMP,normal,246,19
GSE289435,GSM8791442_MLL_29538,T_NK,normal,74,10
GSE289435,GSM8791442_MLL_29538,Erythroid,normal,33,1
GSE289435,GSM8791442_MLL_29538,Megakaryocyte,normal,14,0
GSE289435,GSM8791442_MLL_29538,HSC_MPP,normal,25,1
GSE289435,GSM8791442_MLL_29538,Erythroid,malignant,6,0
GSE289435,GSM8791442_MLL_29538,B_Plasma,malignant,9,1
GSE289435,GSM8791442_MLL_29538,T_NK,malignant,9,1
GSE289435,GSM8791442_MLL_29538,HSC_MPP,malignant,4,3
GSE289435,GSM8791443_MLL_30862,Mono_DC,normal,1542,29
GSE289435,GSM8791443_MLL_30862,Mono_DC,malignant,1403,27
GSE289435,GSM8791443_MLL_30862,LMPP_GMP,normal,41,9
GSE289435,GSM8791443_MLL_30862,Megakaryocyte,malignant,1,0
GSE289435,GSM8791443_MLL_30862,B_Plasma,normal,9,0
GSE289435,GSM8791443_MLL_30862,Erythroid,normal,4,1
GSE289435,GSM8791443_MLL_30862,B_Plasma,malignant,5,0
GSE289435,GSM8791443_MLL_30862,HSC_MPP,normal,10,2
GSE289435,GSM8791443_MLL_30862,T_NK,normal,2,0
GSE289435,GSM8791443_MLL_30862,Erythroid,malignant,4,1
GSE289435,GSM8791443_MLL_30862,HSC_MPP,malignant,3,0
GSE289435,GSM8791443_MLL_30862,LMPP_GMP,malignant,4,0
GSE289435,GSM8791444_MLL_30886,T_NK,normal,897,160
GSE289435,GSM8791444_MLL_30886,Erythroid,normal,6559,735
GSE289435,GSM8791444_MLL_30886,LMPP_GMP,normal,1066,98
GSE289435,GSM8791444_MLL_30886,Mono_DC,normal,1440,42
GSE289435,GSM8791444_MLL_30886,HSC_MPP,normal,850,193
GSE289435,GSM8791444_MLL_30886,B_Plasma,normal,267,15
GSE289435,GSM8791444_MLL_30886,Megakaryocyte,malignant,60,0
GSE289435,GSM8791444_MLL_30886,Erythroid,malignant,231,21
GSE289435,GSM8791444_MLL_30886,Megakaryocyte,normal,328,8
GSE289435,GSM8791444_MLL_30886,Mono_DC,malignant,94,5
GSE289435,GSM8791444_MLL_30886,HSC_MPP,malignant,34,11
GSE289435,GSM8791444_MLL_30886,LMPP_GMP,malignant,24,2
GSE289435,GSM8791444_MLL_30886,T_NK,malignant,17,7
GSE289435,GSM8791444_MLL_30886,B_Plasma,malignant,5,0
Petti2019,508084,Mono_DC,normal,3633,212
Petti2019,508084,LMPP_GMP,normal,3526,321
Petti2019,508084,T_NK,normal,440,55
Petti2019,508084,Mono_DC,malignant,613,8
Petti2019,508084,HSC_MPP,normal,871,217
Petti2019,508084,LMPP_GMP,malignant,72,8
Petti2019,508084,B_Plasma,normal,33,0
Petti2019,508084,HSC_MPP,malignant,21,5
Petti2019,508084,Erythroid,normal,15,3
Petti2019,508084,T_NK,malignant,11,1
Petti2019,548327,T_NK,normal,1080,46
Petti2019,548327,LMPP_GMP,normal,5547,496
Petti2019,548327,LMPP_GMP,malignant,673,51
Petti2019,548327,HSC_MPP,malignant,43,2
Petti2019,548327,HSC_MPP,normal,210,16
Petti2019,548327,B_Plasma,normal,260,0
Petti2019,548327,B_Plasma,malignant,92,0
Petti2019,548327,Mono_DC,normal,289,9
Petti2019,548327,Erythroid,normal,96,10
Petti2019,548327,T_NK,malignant,13,0
Petti2019,548327,Mono_DC,malignant,66,2
Petti2019,548327,Erythroid,malignant,9,2
Petti2019,721214,HSC_MPP,normal,6382,1485
Petti2019,721214,LMPP_GMP,normal,3941,437
Petti2019,721214,Erythroid,normal,1818,61
Petti2019,721214,T_NK,normal,97,9
Petti2019,721214,Mono_DC,normal,26,1
Petti2019,721214,Erythroid,malignant,55,2
Petti2019,721214,HSC_MPP,malignant,77,15
Petti2019,721214,LMPP_GMP,malignant,39,8
Petti2019,721214,B_Plasma,normal,29,0
Petti2019,721214,Megakaryocyte,normal,48,2
Petti2019,721214,Mono_DC,malignant,2,0
Petti2019,721214,T_NK,malignant,5,0
Petti2019,721214,Megakaryocyte,malignant,3,0
Petti2019,782328,Mono_DC,malignant,4721,19
Petti2019,782328,LMPP_GMP,normal,1211,93
Petti2019,782328,Mono_DC,normal,7525,169
Petti2019,782328,HSC_MPP,normal,575,88
Petti2019,782328,T_NK,normal,408,44
Petti2019,782328,T_NK,malignant,13,1
Petti2019,782328,LMPP_GMP,malignant,64,2
Petti2019,782328,B_Plasma,normal,48,1
Petti2019,782328,HSC_MPP,malignant,10,1
Petti2019,782328,Erythroid,normal,23,2
Petti2019,782328,Megakaryocyte,normal,2,0
Petti2019,809653,Mono_DC,normal,224,11
Petti2019,809653,T_NK,normal,9155,553
Petti2019,809653,HSC_MPP,normal,728,143
Petti2019,809653,HSC_MPP,malignant,367,68
Petti2019,809653,Mono_DC,malignant,1228,14
Petti2019,809653,LMPP_GMP,normal,1037,62
Petti2019,809653,B_Plasma,normal,758,0
Petti2019,809653,Megakaryocyte,malignant,11,0
Petti2019,809653,Erythroid,malignant,45,1
Petti2019,809653,LMPP_GMP,malignant,312,34
Petti2019,809653,Erythroid,normal,66,3
Petti2019,809653,B_Plasma,malignant,37,0
Petti2019,809653,Megakaryocyte,normal,4,0
Petti2019,809653,T_NK,malignant,112,6
Petti2019,ND_083017,T_NK,normal,2805,186
Petti2019,ND_083017,Mono_DC,normal,416,7
Petti2019,ND_083017,Mono_DC,malignant,346,0
Petti2019,ND_083017,LMPP_GMP,normal,80,2
Petti2019,ND_083017,T_NK,malignant,165,6
Petti2019,ND_083017,B_Plasma,normal,426,1
Petti2019,ND_083017,Erythroid,normal,47,0
Petti2019,ND_083017,HSC_MPP,normal,51,6
Petti2019,ND_083017,B_Plasma,malignant,19,1
Petti2019,ND_083017,Megakaryocyte,normal,2,0
Petti2019,ND_083017,LMPP_GMP,malignant,13,1
Petti2019,ND_083017,Erythroid,malignant,1,0
Petti2019,ND_083017,Megakaryocyte,malignant,4,0
Petti2019,ND_090617,Mono_DC,normal,648,3
Petti2019,ND_090617,T_NK,normal,2864,186
Petti2019,ND_090617,B_Plasma,normal,878,2
Petti2019,ND_090617,LMPP_GMP,normal,46,1
Petti2019,ND_090617,Mono_DC,malignant,476,0
Petti2019,ND_090617,T_NK,malignant,226,3
Petti2019,ND_090617,B_Plasma,malignant,72,2
Petti2019,ND_090617,HSC_MPP,normal,9,1
Petti2019,ND_090617,LMPP_GMP,malignant,3,0
Petti2019,ND_090617,Erythroid,normal,13,0
Petti2019,ND_090617,Erythroid,malignant,1,0
Petti2019,Normal_sorted_170531,T_NK,malignant,77,1
Petti2019,Normal_sorted_170531,B_Plasma,malignant,82,3
Petti2019,Normal_sorted_170531,T_NK,normal,1238,74
Petti2019,Normal_sorted_170531,HSC_MPP,malignant,2,0
Petti2019,Normal_sorted_170531,Mono_DC,normal,311,2
Petti2019,Normal_sorted_170531,LMPP_GMP,normal,95,3
Petti2019,Normal_sorted_170531,HSC_MPP,normal,74,10
Petti2019,Normal_sorted_170531,B_Plasma,normal,215,0
Petti2019,Normal_sorted_170531,Mono_DC,malignant,293,0
Petti2019,Normal_sorted_170531,Erythroid,normal,18,0
Petti2019,Normal_sorted_170531,LMPP_GMP,malignant,37,0
Petti2019,Normal_sorted_170531,Megakaryocyte,normal,1,0
Petti2019,Normal_sorted_170607,Mono_DC,malignant,483,1
Petti2019,Normal_sorted_170607,T_NK,normal,893,36
Petti2019,Normal_sorted_170607,Mono_DC,normal,136,1
Petti2019,Normal_sorted_170607,B_Plasma,normal,110,0
Petti2019,Normal_sorted_170607,B_Plasma,malignant,10,0
Petti2019,Normal_sorted_170607,HSC_MPP,normal,41,5
Petti2019,Normal_sorted_170607,T_NK,malignant,73,2
Petti2019,Normal_sorted_170607,LMPP_GMP,normal,42,3
Petti2019,Normal_sorted_170607,LMPP_GMP,malignant,36,2
Petti2019,Normal_sorted_170607,Erythroid,normal,2,0
