dataset,sample,sender_bin,receiver_bin,reach,C_geo
Chen2023,AML320,Erythroid,T_NK,0.03765525092431601,3.27928286767952
Chen2023,AML320,Erythroid,B_Plasma,0.2123619599250327,1.5494631020521794
Chen2023,AML320,Megakaryocyte,HSC_MPP,0.2952783686858467,1.2198367449104193
Chen2023,AML320,Megakaryocyte,LMPP_GMP,0.10757105915151129,2.2296036344259518
Chen2023,AML320,Megakaryocyte,Mono_DC,0.02418704821660182,3.721937986749967
Chen2023,AML320,Megakaryocyte,Erythroid,0.19612115923487092,1.6290226513718309
Chen2023,AML320,Megakaryocyte,Megakaryocyte,0.16713267698844486,1.7889673090072897
Chen2023,AML320,Megakaryocyte,T_NK,0.03288441532148378,3.414756431876502
Chen2023,AML320,Megakaryocyte,B_Plasma,0.17682527240123966,1.7325931955481093
Chen2023,AML320,T_NK,HSC_MPP,0.3038348446490044,1.19127099938371
Chen2023,AML320,T_NK,LMPP_GMP,0.10001760108672209,2.30240909761492
Chen2023,AML320,T_NK,Mono_DC,0.024407800234933847,3.7128525160107233
Chen2023,AML320,T_NK,Erythroid,0.17221368278462088,1.7590192314656166
Chen2023,AML320,T_NK,Megakaryocyte,0.011479642220560157,4.467180054032802
Chen2023,AML320,T_NK,T_NK,0.18502473597166844,1.6872657548869596
Chen2023,AML320,T_NK,B_Plasma,0.2030216930524893,1.594442443322188
Chen2023,AML320,B_Plasma,HSC_MPP,0.30730443077152725,1.17991639155873
Chen2023,AML320,B_Plasma,LMPP_GMP,0.08721316765969245,2.439399954195649
Chen2023,AML320,B_Plasma,Mono_DC,0.029208233053268397,3.533304655570371
Chen2023,AML320,B_Plasma,Erythroid,0.20420103987623486,1.5886502808246026
Chen2023,AML320,B_Plasma,Megakaryocyte,0.011318502179732154,4.48131653123975
Chen2023,AML320,B_Plasma,T_NK,0.03300438067826856,3.41111497849955
Chen2023,AML320,B_Plasma,B_Plasma,0.3277502457812753,1.115503406433879
Chen2023,NBM1,HSC_MPP,HSC_MPP,0.28602647749251614,1.2516708938022614
Chen2023,NBM1,HSC_MPP,LMPP_GMP,0.25504729434609674,1.3663062829968697
Chen2023,NBM1,HSC_MPP,Mono_DC,0.21947311914925377,1.5165255179787518
Chen2023,NBM1,HSC_MPP,Erythroid,0.06340582081688428,2.758199610761462
Chen2023,NBM1,HSC_MPP,Megakaryocyte,0.03134584260384704,3.462673633014477
Chen2023,NBM1,HSC_MPP,T_NK,0.0658519062002135,2.7203469036003782
Chen2023,NBM1,HSC_MPP,B_Plasma,0.07884953939118806,2.540213807173055
Chen2023,NBM1,LMPP_GMP,HSC_MPP,0.13958276224447563,1.9690975759022014
Chen2023,NBM1,LMPP_GMP,LMPP_GMP,0.4018660380364617,0.9116364846147443
Chen2023,NBM1,LMPP_GMP,Mono_DC,0.2200335275250357,1.5139753464000756
Chen2023,NBM1,LMPP_GMP,Erythroid,0.06062686892259336,2.803017102610481
Chen2023,NBM1,LMPP_GMP,Megakaryocyte,0.028951091607077647,3.5421473690392036
Chen2023,NBM1,LMPP_GMP,T_NK,0.0691876108014761,2.670933467047881
Chen2023,NBM1,LMPP_GMP,B_Plasma,0.0797521008628796,2.5288321945559487
Chen2023,NBM1,Mono_DC,HSC_MPP,0.13587770698865,1.9960000110996583
Chen2023,NBM1,Mono_DC,LMPP_GMP,0.25319089204711626,1.3736115607369994
Chen2023,NBM1,Mono_DC,Mono_DC,0.3661124915125394,1.004814638944895
