dataset,sample,timepoint,hierarchy_bin,has_graph,n_cells,n_evaluable,n_malignant,frac_malignant,n_vg_eval,n_vg_mal,frac_malignant_vg,mean_cnv_burden,mean_stemness,mean_stemness_normal,mean_stemness_malignant,mean_cytotrace,mean_cytotrace_normal,mean_cytotrace_malignant,stemness_sig,stemness_available,vg_available,cytotrace_available,burden_available,n_vg_scored,n_vg_pos
GSE185381,Control2,Healthy,Megakaryocyte,TRUE,3,3,0,0,,,,0.000190435089211372,0.150511058570162,0.150511058570162,,0.447487176162721,0.447487176162721,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control2,Healthy,Mono_DC,TRUE,1622,1622,6,0.00369913686806412,,,,0.000461896683566127,0.00368354872980557,0.00369722527211921,0,0.115224897179045,0.115288196473025,0.0981762873340216,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control2,Healthy,T_NK,TRUE,169,169,11,0.0650887573964497,,,,0.0007451733966084,0.004379720420967,0.00411472216820953,0.00818605896057432,0.0722741624260827,0.0710617674043761,0.0896885636469597,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control3,Healthy,B_Plasma,TRUE,519,519,2,0.00385356454720617,,,,0.000471412638667776,0.0354869058651026,0.0351653352138234,0.118612919220786,0.131010680098915,0.130830143604988,0.177679363778935,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control3,Healthy,Erythroid,TRUE,4,4,0,0,,,,5.72024422385277e-05,0.106935495267026,0.106935495267026,,0.514768688060561,0.514768688060561,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control3,Healthy,HSC_MPP,TRUE,31,31,0,0,31,1,0.032258064516129,8.81257235531167e-05,0.180464726759077,0.180464726759077,,0.572670720910298,0.572670720910298,,LSC17,TRUE,TRUE,TRUE,TRUE,31,31
GSE185381,Control3,Healthy,LMPP_GMP,TRUE,15,15,1,0.0666666666666667,,,,0.000490218460753092,0.0172586368673325,0.0184913966435705,0,0.33978655319354,0.359938288818751,0.0576622544405822,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control3,Healthy,Megakaryocyte,TRUE,10,10,2,0.2,,,,0.000910663044578225,0.0224736308164687,0.022750823000049,0.0213648620821477,0.132132216947915,0.130863562980329,0.137206832818259,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control3,Healthy,Mono_DC,TRUE,1026,1026,19,0.0185185185185185,,,,0.000375049407062639,0.000210214510699911,0.000240438233994013,-0.00139164282388752,0.117082712284096,0.117931255750983,0.072109908539103,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control3,Healthy,T_NK,TRUE,1803,1803,102,0.0565723793677205,,,,0.000614816341889807,0.00818557850099435,0.00741628479226147,0.0210146824083926,0.070779237146534,0.0721289772161356,0.0482703365740599,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4,Healthy,B_Plasma,TRUE,1675,1675,99,0.0591044776119403,,,,0.000638555132242119,0.0459528066995569,0.0459899327480379,0.0453617900085868,0.119572317683025,0.112522977763897,0.231792112759254,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4,Healthy,Erythroid,TRUE,5,5,0,0,,,,5.54417071948554e-05,0.112117412908634,0.112117412908634,,0.542258046063828,0.542258046063828,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4,Healthy,HSC_MPP,TRUE,37,37,0,0,37,2,0.0540540540540541,9.24287781024551e-05,0.151221948390793,0.151221948390793,,0.559130523789062,0.559130523789062,,LSC17,TRUE,TRUE,TRUE,TRUE,37,37
GSE185381,Control4,Healthy,LMPP_GMP,TRUE,29,29,2,0.0689655172413793,,,,0.000307530602861411,0.0454300965400328,0.0470504507858118,0.0235553142220161,0.506048589999309,0.508599632480931,0.47160951649742,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4,Healthy,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4,Healthy,Mono_DC,TRUE,1891,1891,28,0.014806980433633,,,,0.000437734242070511,-6.99971454781036e-05,-5.54938932143156e-05,-0.00103498139431514,0.191079947935836,0.192485219741363,0.0975791845895664,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4,Healthy,T_NK,TRUE,1309,1309,66,0.0504201680672269,,,,0.0005590214479532,0.00584584313136542,0.00602503564039168,0.00247105087803752,0.0704714171827544,0.0697762640167711,0.0835634684754401,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4003,Healthy,B_Plasma,TRUE,324,324,3,0.00925925925925926,,,,0.000482595251719287,0.0343977883927832,0.0347192630506597,0,0.123833602908236,0.123841756626867,0.122961155014791,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4003,Healthy,Erythroid,TRUE,10,10,0,0,,,,0.000125983278528558,-0.00600826381951879,-0.00600826381951879,,0.531801640567281,0.531801640567281,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4003,Healthy,HSC_MPP,TRUE,23,23,0,0,23,0,0,0.00025039399551619,0.138677546292003,0.138677546292003,,0.502279664633916,0.502279664633916,,LSC17,TRUE,TRUE,TRUE,TRUE,23,23
GSE185381,Control4003,Healthy,LMPP_GMP,TRUE,7,7,0,0,,,,0.000363796503338944,-0.0112725276410861,-0.0112725276410861,,0.496586831949138,0.496586831949138,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4003,Healthy,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4003,Healthy,Mono_DC,TRUE,2184,2184,42,0.0192307692307692,,,,0.000492912320604062,0.000199370572246944,-2.5803467616885e-05,0.0116832466053022,0.110201346563592,0.111162556649338,0.0611796321905443,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control4003,Healthy,T_NK,TRUE,2075,2075,174,0.083855421686747,,,,0.0006503683985601,0.0177437395911331,0.0158893113440545,0.038003901072148,0.082190969036435,0.083131211377291,0.0719185512780023,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control5,Healthy,B_Plasma,TRUE,329,329,16,0.0486322188449848,,,,0.000643871272536174,0.0199843093018795,0.0210267783390271,-0.000408991237321805,0.144380699429925,0.143321546063687,0.165100387156958,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control5,Healthy,Erythroid,TRUE,4,4,0,0,,,,0.000187748813592248,0.0604798728923728,0.0604798728923728,,0.439250529814478,0.439250529814478,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control5,Healthy,HSC_MPP,TRUE,16,16,0,0,16,0,0,0.000147735720028267,0.0982038835230318,0.0982038835230318,,0.415449862373675,0.415449862373675,,LSC17,TRUE,TRUE,TRUE,TRUE,16,16
GSE185381,Control5,Healthy,LMPP_GMP,TRUE,13,13,0,0,,,,0.000304291682566698,0.0325891987974626,0.0325891987974626,,0.455225717006266,0.455225717006266,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control5,Healthy,Megakaryocyte,TRUE,3,3,1,0.333333333333333,,,,0.000618548488556551,0.072424057381403,0.0124850788897145,0.19230201436478,0.405347192103217,0.429187158777429,0.357667258754792,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control5,Healthy,Mono_DC,TRUE,1239,1239,190,0.153349475383374,,,,0.000691633004434012,0.000348099757163921,0.000302628835446725,0.000599147109170965,0.0967734450861981,0.0980503840637247,0.0897233977839591,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,Control5,Healthy,T_NK,TRUE,838,838,74,0.0883054892601432,,,,0.000723401256609725,0.0103779212250734,0.00829279806662845,0.0319054089690186,0.0797163645910703,0.0789068177163288,0.0880743890816454,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAUMTZ,Diagnosis,B_Plasma,TRUE,181,181,4,0.0220994475138122,,,,0.000969960645009397,0.0217386754291063,0.0200760706599453,0.0953089364644777,0.0887036492802567,0.0854025438960314,0.234777562532229,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAUMTZ,Diagnosis,Erythroid,TRUE,61,61,7,0.114754098360656,,,,0.00113535862578006,0.0119554227814759,0.0135461131835611,-0.000315617463181471,0.398618502596062,0.413152763911706,0.286497058161088,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAUMTZ,Diagnosis,HSC_MPP,TRUE,283,283,40,0.141342756183746,283,41,0.144876325088339,0.000932716472720262,0.0197085773138192,0.0185292809069585,0.026872802985498,0.436646212472786,0.439524960321911,0.419157819289352,LSC17,TRUE,TRUE,TRUE,TRUE,283,283
GSE185381,PAUMTZ,Diagnosis,LMPP_GMP,TRUE,2194,2194,79,0.0360072926162261,,,,0.000678739208549606,-0.00728575789266442,-0.0076814079327955,0.00330664508046499,0.416861521003132,0.419501148219088,0.346193020221518,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAUMTZ,Diagnosis,Megakaryocyte,TRUE,1,1,1,1,,,,0.00202948841531007,-0.0427504693426301,,-0.0427504693426301,0.414704071605136,,0.414704071605136,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAUMTZ,Diagnosis,Mono_DC,TRUE,945,945,79,0.0835978835978836,,,,0.000895347224269054,-0.00207096814243625,-0.0025676357959226,0.00337351524894576,0.260517374035471,0.268318560278748,0.175000572938281,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAUMTZ,Diagnosis,T_NK,TRUE,38,38,5,0.131578947368421,,,,0.00122636028279288,0.0088615693086996,0.0102042313251692,0,0.103596581090477,0.106585762224185,0.0838679856080063,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAXMIJ,Diagnosis,B_Plasma,TRUE,45,45,0,0,,,,0.0009766653792874,0.0269472528183179,0.0269472528183179,,0.017510693769365,0.017510693769365,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAXMIJ,Diagnosis,Erythroid,TRUE,6,6,3,0.5,,,,0.00115612214664282,0.0828633128534769,0.0700851624138644,0.0956414632930893,0.423514904511824,0.466901409980668,0.38012839904298,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAXMIJ,Diagnosis,HSC_MPP,TRUE,2,2,0,0,2,0,0,0.000604745897399782,0.198630023871717,0.198630023871717,,0.443160445894822,0.443160445894822,,LSC17,TRUE,TRUE,TRUE,TRUE,2,2
GSE185381,PAXMIJ,Diagnosis,LMPP_GMP,TRUE,88,88,31,0.352272727272727,,,,0.00130351286357302,0.0244077005488623,0.0291652326765372,0.0156599801850729,0.33389328785667,0.341726990966085,0.319489382139358,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAXMIJ,Diagnosis,Megakaryocyte,TRUE,1,1,0,0,,,,0.00042875449994304,0.270126652663364,0.270126652663364,,0.462069090790028,0.462069090790028,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAXMIJ,Diagnosis,Mono_DC,TRUE,728,728,349,0.479395604395604,,,,0.00139215018770202,0.0237308182951301,0.0226718913475924,0.0248807704817112,0.168473774396901,0.18310943419536,0.152580034959607,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE185381,PAXMIJ,Diagnosis,T_NK,TRUE,32,32,10,0.3125,,,,0.00118621995615882,0.014353428667266,0.00634911753912376,0.0319629131491788,0.0197782250229825,0.0203599363129648,0.0184984601850214,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085177_AML01M4_P,Diagnosis,B_Plasma,TRUE,15,15,0,0,,,,0.000470495695607238,-0.00197772739207941,-0.00197772739207941,,0.0773308550839596,0.0773308550839596,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085177_AML01M4_P,Diagnosis,Erythroid,TRUE,103,103,21,0.203883495145631,,,,0.000967570829069425,-0.0183318742821038,-0.0159760473602363,-0.0275308175008245,0.239376381982574,0.249499980216276,0.199846141260501,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085177_AML01M4_P,Diagnosis,HSC_MPP,TRUE,47,47,0,0,47,13,0.276595744680851,0.000336695279612284,-0.00358331872356425,-0.00358331872356425,,0.455964418221749,0.455964418221749,,LSC17,TRUE,TRUE,TRUE,TRUE,47,47
GSE201966,GSM6085177_AML01M4_P,Diagnosis,LMPP_GMP,TRUE,601,601,10,0.0166389351081531,,,,0.000456979425417846,-0.0191468938055719,-0.0193599493117484,-0.00655531339054132,0.421973949355698,0.4248753298844,0.250502360109397,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085177_AML01M4_P,Diagnosis,Megakaryocyte,TRUE,2,2,0,0,,,,0.000221531691121422,-0.007873537518721,-0.007873537518721,,0.481456865069464,0.481456865069464,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085177_AML01M4_P,Diagnosis,Mono_DC,TRUE,1156,1156,69,0.0596885813148789,,,,0.000805234538610127,-0.00271834603175512,-0.00279629292410958,-0.00149040006089581,0.30892692159029,0.313899915477193,0.230584249777769,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085177_AML01M4_P,Diagnosis,T_NK,TRUE,58,58,4,0.0689655172413793,,,,0.00101321150901923,0.0050509464485824,0.00292546646221698,0.0337449262645155,0.0301988095775275,0.029433672053613,0.0405281661503736,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085178_AML01M4_RE,Relapse,B_Plasma,TRUE,72,72,1,0.0138888888888889,,,,0.000304113482133699,0.000512340443025397,0.00051955650560322,0,0.199727041416676,0.200832759682044,0.121221044575494,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085178_AML01M4_RE,Relapse,Erythroid,TRUE,82,82,1,0.0121951219512195,,,,0.000225028512512522,-0.0265050357521853,-0.0263597212871438,-0.0382755074205533,0.399811741850635,0.400273152030797,0.36243751725751,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085178_AML01M4_RE,Relapse,HSC_MPP,TRUE,659,659,16,0.0242792109256449,659,121,0.18361153262519,0.000302795134270831,-0.0102250847593156,-0.0096444430720954,-0.0335596225644758,0.378469954724946,0.380338763043073,0.303367220440205,LSC17,TRUE,TRUE,TRUE,TRUE,659,659
GSE201966,GSM6085178_AML01M4_RE,Relapse,LMPP_GMP,TRUE,1353,1353,28,0.0206947524020695,,,,0.000193069103236435,-0.0218911165717304,-0.0221943235530759,-0.00754292906163172,0.425161550789464,0.424302824116272,0.465797723717302,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085178_AML01M4_RE,Relapse,Megakaryocyte,TRUE,6,6,0,0,,,,0.000199017389611036,0.00694840257933981,0.00694840257933981,,0.400909439322374,0.400909439322374,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085178_AML01M4_RE,Relapse,Mono_DC,TRUE,1960,1960,236,0.120408163265306,,,,0.000583329907774653,-0.00313060873768587,-0.00347329436145387,-0.000627261214906078,0.302086730572479,0.307961036408444,0.259174428618224,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085178_AML01M4_RE,Relapse,T_NK,TRUE,1983,1983,94,0.0474029248613212,,,,0.000470609736727629,0.000119682418677463,-4.03006428799286e-05,0.00333466117699569,0.0613115985536104,0.0617262777681111,0.0529783109345476,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085180_AML02M5_RE,Relapse,B_Plasma,TRUE,17,17,0,0,,,,0.000362514459011205,0.00539289085965668,0.00539289085965668,,0.231737038213715,0.231737038213715,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085180_AML02M5_RE,Relapse,Erythroid,TRUE,7379,7379,1,0.000135519718118986,,,,0.000561156682930054,-0.013164908825066,-0.013171398110862,0.0347130417777061,0.390558075806993,0.39055942086658,0.380634226171808,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085180_AML02M5_RE,Relapse,HSC_MPP,TRUE,332,332,0,0,332,104,0.313253012048193,0.000626499499443378,-0.00824700043055376,-0.00824700043055376,,0.456886641715627,0.456886641715627,,LSC17,TRUE,TRUE,TRUE,TRUE,332,332
GSE201966,GSM6085180_AML02M5_RE,Relapse,LMPP_GMP,TRUE,526,526,0,0,,,,0.000528618639640596,-0.011933646819421,-0.011933646819421,,0.469078122045486,0.469078122045486,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085180_AML02M5_RE,Relapse,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085180_AML02M5_RE,Relapse,Mono_DC,TRUE,70,70,0,0,,,,0.000884956525665836,-0.0127976481875076,-0.0127976481875076,,0.420194559703448,0.420194559703448,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085180_AML02M5_RE,Relapse,T_NK,TRUE,88,88,1,0.0113636363636364,,,,0.000761472398445359,-0.00373924432859789,-0.00378222414846683,0,0.396626707306388,0.399124732637985,0.17929850345744,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085181_AML03M5_P,Diagnosis,B_Plasma,TRUE,31,31,0,0,,,,0.00028226232460265,0.00207217729962253,0.00207217729962253,,0.120562266658185,0.120562266658185,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085181_AML03M5_P,Diagnosis,Erythroid,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085181_AML03M5_P,Diagnosis,HSC_MPP,TRUE,22,22,11,0.5,22,5,0.227272727272727,0.000973335144299847,0.0211580220487752,0.0200808503901367,0.0222351937074137,0.14904030135768,0.209669967506504,0.0884106352088562,LSC17,TRUE,TRUE,TRUE,TRUE,22,22
GSE201966,GSM6085181_AML03M5_P,Diagnosis,LMPP_GMP,TRUE,125,125,0,0,,,,0.000230793383704565,0.0114110188338072,0.0114110188338072,,0.431792731963567,0.431792731963567,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085181_AML03M5_P,Diagnosis,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085181_AML03M5_P,Diagnosis,Mono_DC,TRUE,6418,6418,1012,0.157681520722967,,,,0.000700212317235273,0.0154678536845284,0.0162902096693106,0.0110749125247133,0.151782295697287,0.164452119603995,0.0841013984248942,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085181_AML03M5_P,Diagnosis,T_NK,TRUE,177,177,1,0.00564971751412429,,,,0.000415275908227683,0.0211368768140637,0.0212569727050527,0,0.120452177569218,0.120606078996212,0.0933655264181091,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085182_AML03M5_RE,Relapse,B_Plasma,TRUE,50,50,2,0.04,,,,0.000660511857035001,0.000776005901942155,0.00190425161720961,-0.0263018912644768,0.174049223701837,0.175236015197743,0.145566227800092,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085182_AML03M5_RE,Relapse,Erythroid,TRUE,3,3,0,0,,,,3.59578405533821e-05,0.05117220746413,0.05117220746413,,0.412998620528673,0.412998620528673,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085182_AML03M5_RE,Relapse,HSC_MPP,TRUE,4,4,0,0,4,2,0.5,0.000152519063241274,0.0168580346508185,0.0168580346508185,,0.44507103921022,0.44507103921022,,LSC17,TRUE,TRUE,TRUE,TRUE,4,4
GSE201966,GSM6085182_AML03M5_RE,Relapse,LMPP_GMP,TRUE,97,97,0,0,,,,0.000194990405364969,0.01364837610316,0.01364837610316,,0.416924864174473,0.416924864174473,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085182_AML03M5_RE,Relapse,Megakaryocyte,TRUE,0,0,0,,,,,,,,,,,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085182_AML03M5_RE,Relapse,Mono_DC,TRUE,59,59,2,0.0338983050847458,,,,0.000433420999633397,0.00212850289607903,0.00220318720822215,0,0.221419789114734,0.221999590403153,0.204895452394796,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE201966,GSM6085182_AML03M5_RE,Relapse,T_NK,TRUE,2015,2015,44,0.0218362282878412,,,,0.000438282606910053,0.0148245039657174,0.0149867214637731,0.00755789740508707,0.0811768715705344,0.0814274591882761,0.0699516853303326,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284912_TS173_04_Sample_D,Refractory,B_Plasma,TRUE,584,584,0,0,,,,0.000687653914930875,0.0285930710027974,0.0285930710027974,,0.107145695202907,0.107145695202907,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284912_TS173_04_Sample_D,Refractory,Erythroid,TRUE,76,76,0,0,,,,0.000207826428961703,0.0731689980954401,0.0731689980954401,,0.483234656463232,0.483234656463232,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284912_TS173_04_Sample_D,Refractory,HSC_MPP,TRUE,2542,2542,1,0.0003933910306845,2542,1613,0.634539732494099,0.000178034325718475,0.152824899119636,0.152845148138575,0.101372141997963,0.562583799117377,0.562713006850377,0.234266949564585,LSC17,TRUE,TRUE,TRUE,TRUE,2542,2542
GSE207356,GSM6284912_TS173_04_Sample_D,Refractory,LMPP_GMP,TRUE,817,817,7,0.00856793145654835,,,,0.000159956833872272,0.140230461944433,0.141555216499531,-0.0130625651454978,0.54320694766373,0.544891883555127,0.348235794516445,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284912_TS173_04_Sample_D,Refractory,Megakaryocyte,TRUE,4,4,0,0,,,,0.000186816522440278,0.110150557356941,0.110150557356941,,0.490525214716512,0.490525214716512,,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284912_TS173_04_Sample_D,Refractory,Mono_DC,TRUE,271,271,136,0.501845018450185,,,,0.00144693723088072,0.0336324279150093,0.0616791475604881,0.00579193414927655,0.209256079284985,0.262870205677126,0.156036174410435,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284912_TS173_04_Sample_D,Refractory,T_NK,TRUE,3825,3825,156,0.0407843137254902,,,,0.00062475111282442,0.00509050909692369,0.00424672840453752,0.0249355819197755,0.0775370175070275,0.0771947458841612,0.0855869827909788,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284913_TS173_05_Sample_E,On_treatment,B_Plasma,TRUE,78,78,1,0.0128205128205128,,,,0.000616330160789767,0.0114260625026742,0.0115744529247869,0,0.0942391939556498,0.0948235191622256,0.0492461530493122,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284913_TS173_05_Sample_E,On_treatment,Erythroid,TRUE,101,101,3,0.0297029702970297,,,,0.000295334965910845,0.0435488962334634,0.0455798407918005,-0.022795292672215,0.417522144140781,0.41970688557451,0.346153923972269,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284913_TS173_05_Sample_E,On_treatment,HSC_MPP,TRUE,1629,1629,12,0.00736648250460405,1629,483,0.296500920810313,0.000151583361742101,0.149253918559512,0.149857942537781,0.0678616874876617,0.547666518144911,0.549836942369476,0.255201853884713,LSC17,TRUE,TRUE,TRUE,TRUE,1629,1629
GSE207356,GSM6284913_TS173_05_Sample_E,On_treatment,LMPP_GMP,TRUE,557,557,32,0.0574506283662478,,,,0.000565800786306016,0.0401359858768756,0.0426007192047791,-0.000301045284040816,0.464546152722437,0.471014922665669,0.358417895841285,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284913_TS173_05_Sample_E,On_treatment,Megakaryocyte,TRUE,10,10,2,0.2,,,,0.00105217029272167,0.112081792091579,0.143467621435313,-0.0134615252833549,0.307599605221774,0.349132757928965,0.141466994393011,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284913_TS173_05_Sample_E,On_treatment,Mono_DC,TRUE,1946,1946,1020,0.52415210688592,,,,0.00179109362865504,0.00124726199453862,0.0014399971528018,0.00107228870380166,0.110596571957763,0.14085091476411,0.0831303744688648,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284913_TS173_05_Sample_E,On_treatment,T_NK,TRUE,344,344,18,0.0523255813953488,,,,0.000716552035177712,0.00898071263333032,0.00950121416365357,-0.000446148415857367,0.0929098748550607,0.092976735153747,0.091698960556632,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284914_TS173_06_Sample_F,On_treatment,B_Plasma,TRUE,90,90,2,0.0222222222222222,,,,0.000545667850175051,0.0265091581478551,0.0271116390148518,0,0.117287145632769,0.117788076276453,0.0952461973106685,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284914_TS173_06_Sample_F,On_treatment,Erythroid,TRUE,227,227,145,0.638766519823789,,,,0.00179431943186931,0.0171363902510579,0.043527681791456,0.00221165986269488,0.218468315103144,0.419554758039586,0.10475046461495,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284914_TS173_06_Sample_F,On_treatment,HSC_MPP,TRUE,1193,1193,1,0.000838222967309304,1193,676,0.56663872590109,0.000146931825745806,0.143748136604093,0.143849310262253,0.0231491360774705,0.522162291717513,0.522253582983904,0.413343102178728,LSC17,TRUE,TRUE,TRUE,TRUE,1193,1193
GSE207356,GSM6284914_TS173_06_Sample_F,On_treatment,LMPP_GMP,TRUE,1249,1249,52,0.0416333066453163,,,,0.000473069329488341,0.0503829498931195,0.0523356993157871,0.0054321602982527,0.463212651383021,0.466477205111293,0.388065135753352,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284914_TS173_06_Sample_F,On_treatment,Megakaryocyte,TRUE,10,10,2,0.2,,,,0.00065785740158943,0.119857413682131,0.119446855304595,0.121499647192276,0.420021328193569,0.43040995330663,0.378466827741325,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284914_TS173_06_Sample_F,On_treatment,Mono_DC,TRUE,2843,2843,987,0.347168483995779,,,,0.00126905401508328,0.00269734876609909,0.00409795263146323,6.35891165389774e-05,0.158294328046616,0.191888834791317,0.0951216790920398,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE207356,GSM6284914_TS173_06_Sample_F,On_treatment,T_NK,TRUE,575,575,14,0.0243478260869565,,,,0.00070117389719045,0.0139367922886309,0.0127162846631439,0.062844276424218,0.0513627154416497,0.0515717574777988,0.0429861024216724,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE227903,1216_Dg,Diagnosis,B_Plasma,TRUE,33,33,5,0.151515151515152,,,,0.000753430251799307,0.0139122655829662,0.0141032628567717,0.0128426808496553,0.0969299400621472,0.0934427066644797,0.116458447089085,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
GSE227903,1216_Dg,Diagnosis,Erythroid,TRUE,37,37,32,0.864864864864865,,,,0.0018179315879178,-0.0267241208830152,-0.0356412741448317,-0.0253308156858564,0.307957766881186,0.386218903028162,0.295729464358221,LSC17,TRUE,TRUE,TRUE,TRUE,0,0
