dataset,sample,hierarchy_bin,n_cells,present,occupied
GSE185381,AML028,LMPP_GMP,34,TRUE,TRUE
GSE185381,AML028,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML028,Mono_DC,3342,TRUE,TRUE
GSE185381,AML028,T_NK,92,TRUE,TRUE
GSE185381,AML0310,B_Plasma,27,TRUE,FALSE
GSE185381,AML0310,Erythroid,0,FALSE,FALSE
GSE185381,AML0310,HSC_MPP,1,FALSE,FALSE
GSE185381,AML0310,LMPP_GMP,0,FALSE,FALSE
GSE185381,AML0310,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML0310,Mono_DC,3989,TRUE,TRUE
GSE185381,AML0310,T_NK,20,TRUE,FALSE
GSE185381,AML0361,B_Plasma,8,FALSE,FALSE
GSE185381,AML0361,Erythroid,15,TRUE,FALSE
GSE185381,AML0361,HSC_MPP,42,TRUE,TRUE
GSE185381,AML0361,LMPP_GMP,67,TRUE,TRUE
GSE185381,AML0361,Megakaryocyte,1,FALSE,FALSE
GSE185381,AML0361,Mono_DC,958,TRUE,TRUE
GSE185381,AML0361,T_NK,18,TRUE,FALSE
GSE185381,AML038,B_Plasma,32,TRUE,TRUE
GSE185381,AML038,Erythroid,49,TRUE,TRUE
GSE185381,AML038,HSC_MPP,118,TRUE,TRUE
GSE185381,AML038,LMPP_GMP,438,TRUE,TRUE
GSE185381,AML038,Megakaryocyte,5,FALSE,FALSE
GSE185381,AML038,Mono_DC,2148,TRUE,TRUE
GSE185381,AML038,T_NK,64,TRUE,TRUE
GSE185381,AML043,B_Plasma,237,TRUE,TRUE
GSE185381,AML043,Erythroid,22,TRUE,FALSE
GSE185381,AML043,HSC_MPP,13,TRUE,FALSE
GSE185381,AML043,LMPP_GMP,31,TRUE,TRUE
GSE185381,AML043,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML043,Mono_DC,694,TRUE,TRUE
GSE185381,AML043,T_NK,144,TRUE,TRUE
GSE185381,AML048,B_Plasma,291,TRUE,TRUE
GSE185381,AML048,Erythroid,0,FALSE,FALSE
GSE185381,AML048,HSC_MPP,5,FALSE,FALSE
GSE185381,AML048,LMPP_GMP,253,TRUE,TRUE
GSE185381,AML048,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML048,Mono_DC,1110,TRUE,TRUE
GSE185381,AML048,T_NK,246,TRUE,TRUE
GSE185381,AML051,B_Plasma,362,TRUE,TRUE
GSE185381,AML051,Erythroid,20,TRUE,FALSE
GSE185381,AML051,HSC_MPP,16,TRUE,FALSE
GSE185381,AML051,LMPP_GMP,25,TRUE,FALSE
GSE185381,AML051,Megakaryocyte,1,FALSE,FALSE
GSE185381,AML051,Mono_DC,69,TRUE,TRUE
GSE185381,AML051,T_NK,781,TRUE,TRUE
GSE185381,AML052,B_Plasma,247,TRUE,TRUE
GSE185381,AML052,Erythroid,543,TRUE,TRUE
GSE185381,AML052,HSC_MPP,1,FALSE,FALSE
GSE185381,AML052,LMPP_GMP,4,FALSE,FALSE
GSE185381,AML052,Megakaryocyte,5152,TRUE,TRUE
GSE185381,AML052,Mono_DC,245,TRUE,TRUE
GSE185381,AML052,T_NK,126,TRUE,TRUE
GSE185381,AML055,B_Plasma,108,TRUE,TRUE
GSE185381,AML055,Erythroid,808,TRUE,TRUE
GSE185381,AML055,HSC_MPP,80,TRUE,TRUE
GSE185381,AML055,LMPP_GMP,2462,TRUE,TRUE
GSE185381,AML055,Megakaryocyte,1,FALSE,FALSE
GSE185381,AML055,Mono_DC,9,FALSE,FALSE
GSE185381,AML055,T_NK,944,TRUE,TRUE
GSE185381,AML056,B_Plasma,893,TRUE,TRUE
GSE185381,AML056,Erythroid,6,FALSE,FALSE
GSE185381,AML056,HSC_MPP,3,FALSE,FALSE
GSE185381,AML056,LMPP_GMP,10,TRUE,FALSE
GSE185381,AML056,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML056,Mono_DC,493,TRUE,TRUE
GSE185381,AML056,T_NK,340,TRUE,TRUE
GSE185381,AML0612,B_Plasma,37,TRUE,TRUE
GSE185381,AML0612,Erythroid,201,TRUE,TRUE
GSE185381,AML0612,HSC_MPP,1645,TRUE,TRUE
GSE185381,AML0612,LMPP_GMP,3213,TRUE,TRUE
GSE185381,AML0612,Megakaryocyte,2,FALSE,FALSE
GSE185381,AML0612,Mono_DC,13,TRUE,FALSE
GSE185381,AML0612,T_NK,1586,TRUE,TRUE
GSE185381,AML0693,B_Plasma,844,TRUE,TRUE
GSE185381,AML0693,Erythroid,31,TRUE,TRUE
GSE185381,AML0693,HSC_MPP,334,TRUE,TRUE
GSE185381,AML0693,LMPP_GMP,396,TRUE,TRUE
GSE185381,AML0693,Megakaryocyte,12,TRUE,FALSE
GSE185381,AML0693,Mono_DC,313,TRUE,TRUE
GSE185381,AML0693,T_NK,348,TRUE,TRUE
GSE185381,AML073,B_Plasma,1533,TRUE,TRUE
GSE185381,AML073,Erythroid,92,TRUE,TRUE
GSE185381,AML073,HSC_MPP,134,TRUE,TRUE
GSE185381,AML073,LMPP_GMP,361,TRUE,TRUE
GSE185381,AML073,Megakaryocyte,1,FALSE,FALSE
GSE185381,AML073,Mono_DC,1208,TRUE,TRUE
GSE185381,AML073,T_NK,829,TRUE,TRUE
GSE185381,AML1371,B_Plasma,77,TRUE,TRUE
GSE185381,AML1371,Erythroid,0,FALSE,FALSE
GSE185381,AML1371,HSC_MPP,0,FALSE,FALSE
GSE185381,AML1371,LMPP_GMP,5,FALSE,FALSE
GSE185381,AML1371,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML1371,Mono_DC,147,TRUE,TRUE
GSE185381,AML1371,T_NK,1137,TRUE,TRUE
GSE185381,AML2123,B_Plasma,83,TRUE,TRUE
GSE185381,AML2123,Erythroid,33,TRUE,TRUE
GSE185381,AML2123,HSC_MPP,100,TRUE,TRUE
GSE185381,AML2123,LMPP_GMP,177,TRUE,TRUE
GSE185381,AML2123,Megakaryocyte,8,FALSE,FALSE
GSE185381,AML2123,Mono_DC,17,TRUE,FALSE
GSE185381,AML2123,T_NK,261,TRUE,TRUE
GSE185381,AML2451,B_Plasma,40,TRUE,TRUE
GSE185381,AML2451,Erythroid,14,TRUE,FALSE
GSE185381,AML2451,HSC_MPP,38,TRUE,TRUE
GSE185381,AML2451,LMPP_GMP,151,TRUE,TRUE
GSE185381,AML2451,Megakaryocyte,1,FALSE,FALSE
GSE185381,AML2451,Mono_DC,2095,TRUE,TRUE
GSE185381,AML2451,T_NK,63,TRUE,TRUE
GSE185381,AML2910,B_Plasma,51,TRUE,TRUE
GSE185381,AML2910,Erythroid,6,FALSE,FALSE
GSE185381,AML2910,HSC_MPP,266,TRUE,TRUE
GSE185381,AML2910,LMPP_GMP,390,TRUE,TRUE
GSE185381,AML2910,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML2910,Mono_DC,2998,TRUE,TRUE
GSE185381,AML2910,T_NK,139,TRUE,TRUE
GSE185381,AML3050,B_Plasma,7,FALSE,FALSE
GSE185381,AML3050,Erythroid,15,TRUE,FALSE
GSE185381,AML3050,HSC_MPP,8,FALSE,FALSE
GSE185381,AML3050,LMPP_GMP,593,TRUE,TRUE
GSE185381,AML3050,Megakaryocyte,1,FALSE,FALSE
GSE185381,AML3050,Mono_DC,1048,TRUE,TRUE
GSE185381,AML3050,T_NK,0,FALSE,FALSE
GSE185381,AML3133,B_Plasma,248,TRUE,TRUE
GSE185381,AML3133,Erythroid,14,TRUE,FALSE
GSE185381,AML3133,HSC_MPP,26,TRUE,FALSE
GSE185381,AML3133,LMPP_GMP,104,TRUE,TRUE
GSE185381,AML3133,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML3133,Mono_DC,352,TRUE,TRUE
GSE185381,AML3133,T_NK,1173,TRUE,TRUE
GSE185381,AML3266,B_Plasma,56,TRUE,TRUE
GSE185381,AML3266,Erythroid,0,FALSE,FALSE
GSE185381,AML3266,HSC_MPP,1,FALSE,FALSE
GSE185381,AML3266,LMPP_GMP,257,TRUE,TRUE
GSE185381,AML3266,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML3266,Mono_DC,480,TRUE,TRUE
GSE185381,AML3266,T_NK,362,TRUE,TRUE
GSE185381,AML3730,B_Plasma,139,TRUE,TRUE
GSE185381,AML3730,Erythroid,4,FALSE,FALSE
GSE185381,AML3730,HSC_MPP,185,TRUE,TRUE
GSE185381,AML3730,LMPP_GMP,249,TRUE,TRUE
GSE185381,AML3730,Megakaryocyte,2,FALSE,FALSE
GSE185381,AML3730,Mono_DC,3282,TRUE,TRUE
GSE185381,AML3730,T_NK,226,TRUE,TRUE
GSE185381,AML3762,B_Plasma,27,TRUE,FALSE
GSE185381,AML3762,Erythroid,654,TRUE,TRUE
GSE185381,AML3762,HSC_MPP,2299,TRUE,TRUE
GSE185381,AML3762,LMPP_GMP,745,TRUE,TRUE
GSE185381,AML3762,Megakaryocyte,68,TRUE,TRUE
GSE185381,AML3762,Mono_DC,34,TRUE,TRUE
GSE185381,AML3762,T_NK,587,TRUE,TRUE
GSE185381,AML3948,B_Plasma,161,TRUE,TRUE
GSE185381,AML3948,Erythroid,112,TRUE,TRUE
GSE185381,AML3948,HSC_MPP,266,TRUE,TRUE
GSE185381,AML3948,LMPP_GMP,4002,TRUE,TRUE
GSE185381,AML3948,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML3948,Mono_DC,930,TRUE,TRUE
GSE185381,AML3948,T_NK,226,TRUE,TRUE
GSE185381,AML4340,B_Plasma,126,TRUE,TRUE
GSE185381,AML4340,Erythroid,3,FALSE,FALSE
GSE185381,AML4340,HSC_MPP,66,TRUE,TRUE
GSE185381,AML4340,LMPP_GMP,103,TRUE,TRUE
GSE185381,AML4340,Megakaryocyte,0,FALSE,FALSE
GSE185381,AML4340,Mono_DC,204,TRUE,TRUE
GSE185381,AML4340,T_NK,1762,TRUE,TRUE
GSE185381,AML4897,B_Plasma,472,TRUE,TRUE
GSE185381,AML4897,Erythroid,13,TRUE,FALSE
GSE185381,AML4897,HSC_MPP,5,FALSE,FALSE
GSE185381,AML4897,LMPP_GMP,13,TRUE,FALSE
GSE185381,AML4897,Megakaryocyte,4,FALSE,FALSE
GSE185381,AML4897,Mono_DC,173,TRUE,TRUE
GSE185381,AML4897,T_NK,1473,TRUE,TRUE
GSE185381,Control0004,B_Plasma,62,TRUE,TRUE
GSE185381,Control0004,Erythroid,1,FALSE,FALSE
GSE185381,Control0004,HSC_MPP,7,FALSE,FALSE
GSE185381,Control0004,LMPP_GMP,1,FALSE,FALSE
GSE185381,Control0004,Megakaryocyte,0,FALSE,FALSE
GSE185381,Control0004,Mono_DC,359,TRUE,TRUE
GSE185381,Control0004,T_NK,709,TRUE,TRUE
GSE185381,Control0005,B_Plasma,590,TRUE,TRUE
GSE185381,Control0005,Erythroid,4,FALSE,FALSE
GSE185381,Control0005,HSC_MPP,34,TRUE,TRUE
GSE185381,Control0005,LMPP_GMP,30,TRUE,TRUE
GSE185381,Control0005,Megakaryocyte,1,FALSE,FALSE
GSE185381,Control0005,Mono_DC,1322,TRUE,TRUE
GSE185381,Control0005,T_NK,1168,TRUE,TRUE
GSE185381,Control0058,B_Plasma,1256,TRUE,TRUE
GSE185381,Control0058,Erythroid,3,FALSE,FALSE
GSE185381,Control0058,HSC_MPP,3,FALSE,FALSE
GSE185381,Control0058,LMPP_GMP,1,FALSE,FALSE
GSE185381,Control0058,Megakaryocyte,0,FALSE,FALSE
GSE185381,Control0058,Mono_DC,982,TRUE,TRUE
GSE185381,Control0058,T_NK,2535,TRUE,TRUE
GSE185381,Control0082,B_Plasma,2579,TRUE,TRUE
GSE185381,Control0082,Erythroid,3,FALSE,FALSE
GSE185381,Control0082,HSC_MPP,2,FALSE,FALSE
GSE185381,Control0082,LMPP_GMP,6,FALSE,FALSE
GSE185381,Control0082,Megakaryocyte,1,FALSE,FALSE
GSE185381,Control0082,Mono_DC,3094,TRUE,TRUE
GSE185381,Control0082,T_NK,1042,TRUE,TRUE
GSE185381,Control1,B_Plasma,360,TRUE,TRUE
GSE185381,Control1,Erythroid,30,TRUE,TRUE
GSE185381,Control1,HSC_MPP,26,TRUE,FALSE
GSE185381,Control1,LMPP_GMP,41,TRUE,TRUE
GSE185381,Control1,Megakaryocyte,3,FALSE,FALSE
GSE185381,Control1,Mono_DC,1421,TRUE,TRUE
GSE185381,Control1,T_NK,627,TRUE,TRUE
GSE185381,Control2,B_Plasma,104,TRUE,TRUE
GSE185381,Control2,Erythroid,17,TRUE,FALSE
GSE185381,Control2,HSC_MPP,25,TRUE,FALSE
GSE185381,Control2,LMPP_GMP,22,TRUE,FALSE
GSE185381,Control2,Megakaryocyte,3,FALSE,FALSE
GSE185381,Control2,Mono_DC,1597,TRUE,TRUE
GSE185381,Control2,T_NK,142,TRUE,TRUE
GSE185381,Control3,B_Plasma,510,TRUE,TRUE
GSE185381,Control3,Erythroid,4,FALSE,FALSE
GSE185381,Control3,HSC_MPP,30,TRUE,TRUE
GSE185381,Control3,LMPP_GMP,3,FALSE,FALSE
GSE185381,Control3,Megakaryocyte,2,FALSE,FALSE
GSE185381,Control3,Mono_DC,993,TRUE,TRUE
GSE185381,Control3,T_NK,1766,TRUE,TRUE
GSE185381,Control4,B_Plasma,1627,TRUE,TRUE
GSE185381,Control4,Erythroid,5,FALSE,FALSE
GSE185381,Control4,HSC_MPP,36,TRUE,TRUE
GSE185381,Control4,LMPP_GMP,23,TRUE,FALSE
GSE185381,Control4,Megakaryocyte,0,FALSE,FALSE
GSE185381,Control4,Mono_DC,1877,TRUE,TRUE
GSE185381,Control4,T_NK,1259,TRUE,TRUE
GSE185381,Control4003,B_Plasma,319,TRUE,TRUE
GSE185381,Control4003,Erythroid,10,TRUE,FALSE
GSE185381,Control4003,HSC_MPP,18,TRUE,FALSE
GSE185381,Control4003,LMPP_GMP,7,FALSE,FALSE
GSE185381,Control4003,Megakaryocyte,0,FALSE,FALSE
GSE185381,Control4003,Mono_DC,2130,TRUE,TRUE
GSE185381,Control4003,T_NK,2031,TRUE,TRUE
GSE185381,Control5,B_Plasma,327,TRUE,TRUE
GSE185381,Control5,Erythroid,4,FALSE,FALSE
GSE185381,Control5,HSC_MPP,15,TRUE,FALSE
GSE185381,Control5,LMPP_GMP,13,TRUE,FALSE
GSE185381,Control5,Megakaryocyte,3,FALSE,FALSE
GSE185381,Control5,Mono_DC,1194,TRUE,TRUE
GSE185381,Control5,T_NK,815,TRUE,TRUE
GSE185381,PAUMTZ,B_Plasma,181,TRUE,TRUE
GSE185381,PAUMTZ,Erythroid,61,TRUE,TRUE
GSE185381,PAUMTZ,HSC_MPP,279,TRUE,TRUE
GSE185381,PAUMTZ,LMPP_GMP,2190,TRUE,TRUE
GSE185381,PAUMTZ,Megakaryocyte,0,FALSE,FALSE
GSE185381,PAUMTZ,Mono_DC,898,TRUE,TRUE
GSE185381,PAUMTZ,T_NK,42,TRUE,TRUE
GSE185381,PAWWEE,B_Plasma,19,TRUE,FALSE
GSE185381,PAWWEE,Erythroid,117,TRUE,TRUE
GSE185381,PAWWEE,HSC_MPP,21,TRUE,FALSE
GSE185381,PAWWEE,LMPP_GMP,225,TRUE,TRUE
GSE185381,PAWWEE,Megakaryocyte,0,FALSE,FALSE
GSE185381,PAWWEE,Mono_DC,24,TRUE,FALSE
GSE185381,PAWWEE,T_NK,5,FALSE,FALSE
GSE185381,PAXMIJ,B_Plasma,44,TRUE,TRUE
GSE185381,PAXMIJ,Erythroid,6,FALSE,FALSE
GSE185381,PAXMIJ,HSC_MPP,2,FALSE,FALSE
GSE185381,PAXMIJ,LMPP_GMP,88,TRUE,TRUE
GSE185381,PAXMIJ,Megakaryocyte,1,FALSE,FALSE
GSE185381,PAXMIJ,Mono_DC,694,TRUE,TRUE
GSE185381,PAXMIJ,T_NK,31,TRUE,TRUE
GSE185991,GSM5628163_M03,B_Plasma,2,FALSE,FALSE
GSE185991,GSM5628163_M03,Erythroid,81,TRUE,TRUE
GSE185991,GSM5628163_M03,HSC_MPP,174,TRUE,TRUE
GSE185991,GSM5628163_M03,LMPP_GMP,521,TRUE,TRUE
GSE185991,GSM5628163_M03,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628163_M03,Mono_DC,215,TRUE,TRUE
GSE185991,GSM5628163_M03,T_NK,13,TRUE,FALSE
GSE185991,GSM5628164_M04,B_Plasma,6,FALSE,FALSE
GSE185991,GSM5628164_M04,Erythroid,3,FALSE,FALSE
GSE185991,GSM5628164_M04,HSC_MPP,416,TRUE,TRUE
GSE185991,GSM5628164_M04,LMPP_GMP,348,TRUE,TRUE
GSE185991,GSM5628164_M04,Megakaryocyte,1,FALSE,FALSE
GSE185991,GSM5628164_M04,Mono_DC,23,TRUE,FALSE
GSE185991,GSM5628164_M04,T_NK,167,TRUE,TRUE
GSE185991,GSM5628167_M07,B_Plasma,0,FALSE,FALSE
GSE185991,GSM5628167_M07,Erythroid,180,TRUE,TRUE
GSE185991,GSM5628167_M07,HSC_MPP,3,FALSE,FALSE
GSE185991,GSM5628167_M07,LMPP_GMP,846,TRUE,TRUE
GSE185991,GSM5628167_M07,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628167_M07,Mono_DC,20,TRUE,FALSE
GSE185991,GSM5628167_M07,T_NK,10,TRUE,FALSE
GSE185991,GSM5628168_M08,B_Plasma,0,FALSE,FALSE
GSE185991,GSM5628168_M08,Erythroid,18,TRUE,FALSE
GSE185991,GSM5628168_M08,HSC_MPP,1068,TRUE,TRUE
GSE185991,GSM5628168_M08,LMPP_GMP,26,TRUE,FALSE
GSE185991,GSM5628168_M08,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628168_M08,Mono_DC,0,FALSE,FALSE
GSE185991,GSM5628168_M08,T_NK,4,FALSE,FALSE
GSE185991,GSM5628172_M22,B_Plasma,191,TRUE,TRUE
GSE185991,GSM5628172_M22,Erythroid,0,FALSE,FALSE
GSE185991,GSM5628172_M22,HSC_MPP,0,FALSE,FALSE
GSE185991,GSM5628172_M22,LMPP_GMP,149,TRUE,TRUE
GSE185991,GSM5628172_M22,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628172_M22,Mono_DC,2602,TRUE,TRUE
GSE185991,GSM5628172_M22,T_NK,12,TRUE,FALSE
GSE185991,GSM5628174_M24,B_Plasma,32,TRUE,TRUE
GSE185991,GSM5628174_M24,Erythroid,0,FALSE,FALSE
GSE185991,GSM5628174_M24,HSC_MPP,0,FALSE,FALSE
GSE185991,GSM5628174_M24,LMPP_GMP,0,FALSE,FALSE
GSE185991,GSM5628174_M24,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628174_M24,Mono_DC,0,FALSE,FALSE
GSE185991,GSM5628174_M24,T_NK,4600,TRUE,TRUE
GSE185991,GSM5628175_M25,B_Plasma,12,TRUE,FALSE
GSE185991,GSM5628175_M25,Erythroid,47,TRUE,TRUE
GSE185991,GSM5628175_M25,HSC_MPP,105,TRUE,TRUE
GSE185991,GSM5628175_M25,LMPP_GMP,470,TRUE,TRUE
GSE185991,GSM5628175_M25,Megakaryocyte,1,FALSE,FALSE
GSE185991,GSM5628175_M25,Mono_DC,66,TRUE,TRUE
GSE185991,GSM5628175_M25,T_NK,83,TRUE,TRUE
GSE185991,GSM5628176_M26,B_Plasma,1,FALSE,FALSE
GSE185991,GSM5628176_M26,Erythroid,42,TRUE,TRUE
GSE185991,GSM5628176_M26,HSC_MPP,143,TRUE,TRUE
GSE185991,GSM5628176_M26,LMPP_GMP,591,TRUE,TRUE
GSE185991,GSM5628176_M26,Megakaryocyte,8,FALSE,FALSE
GSE185991,GSM5628176_M26,Mono_DC,489,TRUE,TRUE
GSE185991,GSM5628176_M26,T_NK,80,TRUE,TRUE
GSE185991,GSM5628177_M27,B_Plasma,3,FALSE,FALSE
GSE185991,GSM5628177_M27,Erythroid,1,FALSE,FALSE
GSE185991,GSM5628177_M27,HSC_MPP,74,TRUE,TRUE
GSE185991,GSM5628177_M27,LMPP_GMP,8,FALSE,FALSE
GSE185991,GSM5628177_M27,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628177_M27,Mono_DC,0,FALSE,FALSE
GSE185991,GSM5628177_M27,T_NK,810,TRUE,TRUE
GSE185991,GSM5628178_M28,B_Plasma,2,FALSE,FALSE
GSE185991,GSM5628178_M28,Erythroid,19,TRUE,FALSE
GSE185991,GSM5628178_M28,HSC_MPP,124,TRUE,TRUE
GSE185991,GSM5628178_M28,LMPP_GMP,1263,TRUE,TRUE
GSE185991,GSM5628178_M28,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628178_M28,Mono_DC,296,TRUE,TRUE
GSE185991,GSM5628178_M28,T_NK,77,TRUE,TRUE
GSE185991,GSM5628180_M30,B_Plasma,53,TRUE,TRUE
GSE185991,GSM5628180_M30,Erythroid,10,TRUE,FALSE
GSE185991,GSM5628180_M30,HSC_MPP,129,TRUE,TRUE
GSE185991,GSM5628180_M30,LMPP_GMP,974,TRUE,TRUE
GSE185991,GSM5628180_M30,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628180_M30,Mono_DC,377,TRUE,TRUE
GSE185991,GSM5628180_M30,T_NK,773,TRUE,TRUE
GSE185991,GSM5628181_M31,B_Plasma,5,FALSE,FALSE
GSE185991,GSM5628181_M31,Erythroid,9,FALSE,FALSE
GSE185991,GSM5628181_M31,HSC_MPP,293,TRUE,TRUE
GSE185991,GSM5628181_M31,LMPP_GMP,1310,TRUE,TRUE
GSE185991,GSM5628181_M31,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628181_M31,Mono_DC,5,FALSE,FALSE
GSE185991,GSM5628181_M31,T_NK,211,TRUE,TRUE
GSE185991,GSM5628182_M32,B_Plasma,11,TRUE,FALSE
GSE185991,GSM5628182_M32,Erythroid,255,TRUE,TRUE
GSE185991,GSM5628182_M32,HSC_MPP,369,TRUE,TRUE
GSE185991,GSM5628182_M32,LMPP_GMP,1132,TRUE,TRUE
GSE185991,GSM5628182_M32,Megakaryocyte,3,FALSE,FALSE
GSE185991,GSM5628182_M32,Mono_DC,1115,TRUE,TRUE
GSE185991,GSM5628182_M32,T_NK,240,TRUE,TRUE
GSE185991,GSM5628183_M33,B_Plasma,7,FALSE,FALSE
GSE185991,GSM5628183_M33,Erythroid,13,TRUE,FALSE
GSE185991,GSM5628183_M33,HSC_MPP,155,TRUE,TRUE
GSE185991,GSM5628183_M33,LMPP_GMP,937,TRUE,TRUE
GSE185991,GSM5628183_M33,Megakaryocyte,2,FALSE,FALSE
GSE185991,GSM5628183_M33,Mono_DC,556,TRUE,TRUE
GSE185991,GSM5628183_M33,T_NK,66,TRUE,TRUE
GSE185991,GSM5628186_M39,B_Plasma,0,FALSE,FALSE
GSE185991,GSM5628186_M39,Erythroid,16,TRUE,FALSE
GSE185991,GSM5628186_M39,HSC_MPP,20,TRUE,FALSE
GSE185991,GSM5628186_M39,LMPP_GMP,19,TRUE,FALSE
GSE185991,GSM5628186_M39,Megakaryocyte,3,FALSE,FALSE
GSE185991,GSM5628186_M39,Mono_DC,94,TRUE,TRUE
GSE185991,GSM5628186_M39,T_NK,1021,TRUE,TRUE
GSE185991,GSM5628187_M40,B_Plasma,0,FALSE,FALSE
GSE185991,GSM5628187_M40,Erythroid,59,TRUE,TRUE
GSE185991,GSM5628187_M40,HSC_MPP,119,TRUE,TRUE
GSE185991,GSM5628187_M40,LMPP_GMP,1014,TRUE,TRUE
GSE185991,GSM5628187_M40,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628187_M40,Mono_DC,566,TRUE,TRUE
GSE185991,GSM5628187_M40,T_NK,1,FALSE,FALSE
GSE185991,GSM5628188_M41,B_Plasma,0,FALSE,FALSE
GSE185991,GSM5628188_M41,Erythroid,89,TRUE,TRUE
GSE185991,GSM5628188_M41,HSC_MPP,195,TRUE,TRUE
GSE185991,GSM5628188_M41,LMPP_GMP,1268,TRUE,TRUE
GSE185991,GSM5628188_M41,Megakaryocyte,1,FALSE,FALSE
GSE185991,GSM5628188_M41,Mono_DC,58,TRUE,TRUE
GSE185991,GSM5628188_M41,T_NK,48,TRUE,TRUE
GSE185991,GSM5628190_M43,B_Plasma,15,TRUE,FALSE
GSE185991,GSM5628190_M43,Erythroid,12,TRUE,FALSE
GSE185991,GSM5628190_M43,HSC_MPP,90,TRUE,TRUE
GSE185991,GSM5628190_M43,LMPP_GMP,97,TRUE,TRUE
GSE185991,GSM5628190_M43,Megakaryocyte,2,FALSE,FALSE
GSE185991,GSM5628190_M43,Mono_DC,116,TRUE,TRUE
GSE185991,GSM5628190_M43,T_NK,77,TRUE,TRUE
GSE185991,GSM5628191_M44,B_Plasma,10,TRUE,FALSE
GSE185991,GSM5628191_M44,Erythroid,262,TRUE,TRUE
GSE185991,GSM5628191_M44,HSC_MPP,20,TRUE,FALSE
GSE185991,GSM5628191_M44,LMPP_GMP,31,TRUE,TRUE
GSE185991,GSM5628191_M44,Megakaryocyte,8,FALSE,FALSE
GSE185991,GSM5628191_M44,Mono_DC,21,TRUE,FALSE
GSE185991,GSM5628191_M44,T_NK,167,TRUE,TRUE
GSE185991,GSM5628192_M45,B_Plasma,160,TRUE,TRUE
GSE185991,GSM5628192_M45,Erythroid,81,TRUE,TRUE
GSE185991,GSM5628192_M45,HSC_MPP,187,TRUE,TRUE
GSE185991,GSM5628192_M45,LMPP_GMP,178,TRUE,TRUE
GSE185991,GSM5628192_M45,Megakaryocyte,9,FALSE,FALSE
GSE185991,GSM5628192_M45,Mono_DC,110,TRUE,TRUE
GSE185991,GSM5628192_M45,T_NK,186,TRUE,TRUE
GSE185991,GSM5628195_M48,B_Plasma,7,FALSE,FALSE
GSE185991,GSM5628195_M48,Erythroid,48,TRUE,TRUE
GSE185991,GSM5628195_M48,HSC_MPP,253,TRUE,TRUE
GSE185991,GSM5628195_M48,LMPP_GMP,790,TRUE,TRUE
GSE185991,GSM5628195_M48,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM5628195_M48,Mono_DC,1371,TRUE,TRUE
GSE185991,GSM5628195_M48,T_NK,36,TRUE,TRUE
GSE185991,GSM5628196_M49,B_Plasma,10,TRUE,FALSE
GSE185991,GSM5628196_M49,Erythroid,154,TRUE,TRUE
GSE185991,GSM5628196_M49,HSC_MPP,623,TRUE,TRUE
GSE185991,GSM5628196_M49,LMPP_GMP,1535,TRUE,TRUE
GSE185991,GSM5628196_M49,Megakaryocyte,2,FALSE,FALSE
GSE185991,GSM5628196_M49,Mono_DC,33,TRUE,TRUE
GSE185991,GSM5628196_M49,T_NK,41,TRUE,TRUE
GSE185991,GSM6412447_M36,B_Plasma,1,FALSE,FALSE
GSE185991,GSM6412447_M36,Erythroid,7,FALSE,FALSE
GSE185991,GSM6412447_M36,HSC_MPP,1858,TRUE,TRUE
GSE185991,GSM6412447_M36,LMPP_GMP,381,TRUE,TRUE
GSE185991,GSM6412447_M36,Megakaryocyte,0,FALSE,FALSE
GSE185991,GSM6412447_M36,Mono_DC,8,FALSE,FALSE
GSE185991,GSM6412447_M36,T_NK,31,TRUE,TRUE
GSE185991,GSM6412448_M38,B_Plasma,30,TRUE,TRUE
GSE185991,GSM6412448_M38,Erythroid,218,TRUE,TRUE
GSE185991,GSM6412448_M38,HSC_MPP,1744,TRUE,TRUE
GSE185991,GSM6412448_M38,LMPP_GMP,764,TRUE,TRUE
GSE185991,GSM6412448_M38,Megakaryocyte,35,TRUE,TRUE
GSE185991,GSM6412448_M38,Mono_DC,1077,TRUE,TRUE
GSE185991,GSM6412448_M38,T_NK,723,TRUE,TRUE
GSE185991,GSM6412449_M84,B_Plasma,0,FALSE,FALSE
