dataset,sample,hierarchy_bin,n_cells,present,occupied
GSE239721,PT30A,Mono_DC,237,TRUE,TRUE
GSE239721,PT30A,T_NK,1,FALSE,FALSE
GSE239721,PT32A,B_Plasma,0,FALSE,FALSE
GSE239721,PT32A,Erythroid,4,FALSE,FALSE
GSE239721,PT32A,HSC_MPP,1,FALSE,FALSE
GSE239721,PT32A,LMPP_GMP,154,TRUE,TRUE
GSE239721,PT32A,Megakaryocyte,1,FALSE,FALSE
GSE239721,PT32A,Mono_DC,1450,TRUE,TRUE
GSE239721,PT32A,T_NK,0,FALSE,FALSE
GSE253355,GSM8019212_H14_MACS,B_Plasma,1558,TRUE,TRUE
GSE253355,GSM8019212_H14_MACS,Erythroid,71,TRUE,TRUE
GSE253355,GSM8019212_H14_MACS,HSC_MPP,24,TRUE,FALSE
GSE253355,GSM8019212_H14_MACS,LMPP_GMP,20,TRUE,FALSE
GSE253355,GSM8019212_H14_MACS,Megakaryocyte,9,FALSE,FALSE
GSE253355,GSM8019212_H14_MACS,Mono_DC,120,TRUE,TRUE
GSE253355,GSM8019212_H14_MACS,T_NK,41,TRUE,TRUE
GSE253355,GSM8019213_H21,B_Plasma,784,TRUE,TRUE
GSE253355,GSM8019213_H21,Erythroid,42,TRUE,TRUE
GSE253355,GSM8019213_H21,HSC_MPP,112,TRUE,TRUE
GSE253355,GSM8019213_H21,LMPP_GMP,207,TRUE,TRUE
GSE253355,GSM8019213_H21,Megakaryocyte,8,FALSE,FALSE
GSE253355,GSM8019213_H21,Mono_DC,441,TRUE,TRUE
GSE253355,GSM8019213_H21,T_NK,201,TRUE,TRUE
GSE253355,GSM8019214_H23,B_Plasma,512,TRUE,TRUE
GSE253355,GSM8019214_H23,Erythroid,11,TRUE,FALSE
GSE253355,GSM8019214_H23,HSC_MPP,20,TRUE,FALSE
GSE253355,GSM8019214_H23,LMPP_GMP,52,TRUE,TRUE
GSE253355,GSM8019214_H23,Megakaryocyte,2,FALSE,FALSE
GSE253355,GSM8019214_H23,Mono_DC,369,TRUE,TRUE
GSE253355,GSM8019214_H23,T_NK,224,TRUE,TRUE
GSE253355,GSM8019215_H24,B_Plasma,1103,TRUE,TRUE
GSE253355,GSM8019215_H24,Erythroid,29,TRUE,FALSE
GSE253355,GSM8019215_H24,HSC_MPP,7,FALSE,FALSE
GSE253355,GSM8019215_H24,LMPP_GMP,76,TRUE,TRUE
GSE253355,GSM8019215_H24,Megakaryocyte,17,TRUE,FALSE
GSE253355,GSM8019215_H24,Mono_DC,886,TRUE,TRUE
GSE253355,GSM8019215_H24,T_NK,354,TRUE,TRUE
GSE253355,GSM8019216_H32,B_Plasma,523,TRUE,TRUE
GSE253355,GSM8019216_H32,Erythroid,151,TRUE,TRUE
GSE253355,GSM8019216_H32,HSC_MPP,190,TRUE,TRUE
GSE253355,GSM8019216_H32,LMPP_GMP,344,TRUE,TRUE
GSE253355,GSM8019216_H32,Megakaryocyte,34,TRUE,TRUE
GSE253355,GSM8019216_H32,Mono_DC,548,TRUE,TRUE
GSE253355,GSM8019216_H32,T_NK,555,TRUE,TRUE
GSE253355,GSM8019217_H33,B_Plasma,1053,TRUE,TRUE
GSE253355,GSM8019217_H33,Erythroid,282,TRUE,TRUE
GSE253355,GSM8019217_H33,HSC_MPP,716,TRUE,TRUE
GSE253355,GSM8019217_H33,LMPP_GMP,652,TRUE,TRUE
GSE253355,GSM8019217_H33,Megakaryocyte,49,TRUE,TRUE
GSE253355,GSM8019217_H33,Mono_DC,1517,TRUE,TRUE
GSE253355,GSM8019217_H33,T_NK,248,TRUE,TRUE
GSE253355,GSM8019218_H34,B_Plasma,608,TRUE,TRUE
GSE253355,GSM8019218_H34,Erythroid,21,TRUE,FALSE
GSE253355,GSM8019218_H34,HSC_MPP,10,TRUE,FALSE
GSE253355,GSM8019218_H34,LMPP_GMP,103,TRUE,TRUE
GSE253355,GSM8019218_H34,Megakaryocyte,2,FALSE,FALSE
GSE253355,GSM8019218_H34,Mono_DC,1192,TRUE,TRUE
GSE253355,GSM8019218_H34,T_NK,227,TRUE,TRUE
GSE253355,GSM8019219_H35,B_Plasma,1622,TRUE,TRUE
GSE253355,GSM8019219_H35,Erythroid,112,TRUE,TRUE
GSE253355,GSM8019219_H35,HSC_MPP,128,TRUE,TRUE
GSE253355,GSM8019219_H35,LMPP_GMP,245,TRUE,TRUE
GSE253355,GSM8019219_H35,Megakaryocyte,15,TRUE,FALSE
GSE253355,GSM8019219_H35,Mono_DC,1669,TRUE,TRUE
GSE253355,GSM8019219_H35,T_NK,277,TRUE,TRUE
GSE253355,GSM8019220_H36,B_Plasma,2347,TRUE,TRUE
GSE253355,GSM8019220_H36,Erythroid,129,TRUE,TRUE
GSE253355,GSM8019220_H36,HSC_MPP,393,TRUE,TRUE
GSE253355,GSM8019220_H36,LMPP_GMP,272,TRUE,TRUE
GSE253355,GSM8019220_H36,Megakaryocyte,19,TRUE,FALSE
GSE253355,GSM8019220_H36,Mono_DC,584,TRUE,TRUE
GSE253355,GSM8019220_H36,T_NK,306,TRUE,TRUE
GSE253355,GSM8019221_H38,B_Plasma,2496,TRUE,TRUE
GSE253355,GSM8019221_H38,Erythroid,114,TRUE,TRUE
GSE253355,GSM8019221_H38,HSC_MPP,249,TRUE,TRUE
GSE253355,GSM8019221_H38,LMPP_GMP,328,TRUE,TRUE
GSE253355,GSM8019221_H38,Megakaryocyte,36,TRUE,TRUE
GSE253355,GSM8019221_H38,Mono_DC,793,TRUE,TRUE
GSE253355,GSM8019221_H38,T_NK,348,TRUE,TRUE
GSE253355,GSM8019222_H39,B_Plasma,2891,TRUE,TRUE
GSE253355,GSM8019222_H39,Erythroid,151,TRUE,TRUE
GSE253355,GSM8019222_H39,HSC_MPP,450,TRUE,TRUE
GSE253355,GSM8019222_H39,LMPP_GMP,376,TRUE,TRUE
GSE253355,GSM8019222_H39,Megakaryocyte,24,TRUE,FALSE
GSE253355,GSM8019222_H39,Mono_DC,789,TRUE,TRUE
GSE253355,GSM8019222_H39,T_NK,377,TRUE,TRUE
GSE253355,GSM8019223_H41,B_Plasma,1868,TRUE,TRUE
GSE253355,GSM8019223_H41,Erythroid,110,TRUE,TRUE
GSE253355,GSM8019223_H41,HSC_MPP,236,TRUE,TRUE
GSE253355,GSM8019223_H41,LMPP_GMP,202,TRUE,TRUE
GSE253355,GSM8019223_H41,Megakaryocyte,14,TRUE,FALSE
GSE253355,GSM8019223_H41,Mono_DC,411,TRUE,TRUE
GSE253355,GSM8019223_H41,T_NK,309,TRUE,TRUE
GSE289435,GSM8791432_MLL_14666,B_Plasma,463,TRUE,TRUE
GSE289435,GSM8791432_MLL_14666,Erythroid,9,FALSE,FALSE
GSE289435,GSM8791432_MLL_14666,HSC_MPP,308,TRUE,TRUE
GSE289435,GSM8791432_MLL_14666,LMPP_GMP,1776,TRUE,TRUE
GSE289435,GSM8791432_MLL_14666,Megakaryocyte,1,FALSE,FALSE
GSE289435,GSM8791432_MLL_14666,Mono_DC,4186,TRUE,TRUE
GSE289435,GSM8791432_MLL_14666,T_NK,616,TRUE,TRUE
GSE289435,GSM8791433_MLL_16703,B_Plasma,302,TRUE,TRUE
GSE289435,GSM8791433_MLL_16703,Erythroid,915,TRUE,TRUE
GSE289435,GSM8791433_MLL_16703,HSC_MPP,438,TRUE,TRUE
GSE289435,GSM8791433_MLL_16703,LMPP_GMP,3611,TRUE,TRUE
GSE289435,GSM8791433_MLL_16703,Megakaryocyte,25,TRUE,FALSE
GSE289435,GSM8791433_MLL_16703,Mono_DC,0,FALSE,FALSE
GSE289435,GSM8791433_MLL_16703,T_NK,579,TRUE,TRUE
GSE289435,GSM8791434_MLL_17746,B_Plasma,6,FALSE,FALSE
GSE289435,GSM8791434_MLL_17746,Erythroid,109,TRUE,TRUE
GSE289435,GSM8791434_MLL_17746,HSC_MPP,106,TRUE,TRUE
GSE289435,GSM8791434_MLL_17746,LMPP_GMP,3509,TRUE,TRUE
GSE289435,GSM8791434_MLL_17746,Megakaryocyte,0,FALSE,FALSE
GSE289435,GSM8791434_MLL_17746,Mono_DC,382,TRUE,TRUE
GSE289435,GSM8791434_MLL_17746,T_NK,81,TRUE,TRUE
GSE289435,GSM8791435_MLL_17843,B_Plasma,65,TRUE,TRUE
GSE289435,GSM8791435_MLL_17843,Erythroid,3365,TRUE,TRUE
GSE289435,GSM8791435_MLL_17843,HSC_MPP,2792,TRUE,TRUE
GSE289435,GSM8791435_MLL_17843,LMPP_GMP,3192,TRUE,TRUE
GSE289435,GSM8791435_MLL_17843,Megakaryocyte,0,FALSE,FALSE
GSE289435,GSM8791435_MLL_17843,Mono_DC,1,FALSE,FALSE
GSE289435,GSM8791435_MLL_17843,T_NK,415,TRUE,TRUE
GSE289435,GSM8791436_MLL_17844,B_Plasma,5,FALSE,FALSE
GSE289435,GSM8791436_MLL_17844,Erythroid,37,TRUE,TRUE
GSE289435,GSM8791436_MLL_17844,HSC_MPP,2,FALSE,FALSE
GSE289435,GSM8791436_MLL_17844,LMPP_GMP,896,TRUE,TRUE
GSE289435,GSM8791436_MLL_17844,Megakaryocyte,1,FALSE,FALSE
GSE289435,GSM8791436_MLL_17844,Mono_DC,7383,TRUE,TRUE
GSE289435,GSM8791436_MLL_17844,T_NK,3,FALSE,FALSE
GSE289435,GSM8791437_MLL_28824,B_Plasma,207,TRUE,TRUE
GSE289435,GSM8791437_MLL_28824,Erythroid,147,TRUE,TRUE
GSE289435,GSM8791437_MLL_28824,HSC_MPP,43,TRUE,TRUE
GSE289435,GSM8791437_MLL_28824,LMPP_GMP,2411,TRUE,TRUE
GSE289435,GSM8791437_MLL_28824,Megakaryocyte,10,TRUE,FALSE
GSE289435,GSM8791437_MLL_28824,Mono_DC,14,TRUE,FALSE
GSE289435,GSM8791437_MLL_28824,T_NK,809,TRUE,TRUE
GSE289435,GSM8791438_MLL_28830,B_Plasma,93,TRUE,TRUE
GSE289435,GSM8791438_MLL_28830,Erythroid,61,TRUE,TRUE
GSE289435,GSM8791438_MLL_28830,HSC_MPP,205,TRUE,TRUE
GSE289435,GSM8791438_MLL_28830,LMPP_GMP,534,TRUE,TRUE
GSE289435,GSM8791438_MLL_28830,Megakaryocyte,0,FALSE,FALSE
GSE289435,GSM8791438_MLL_28830,Mono_DC,2534,TRUE,TRUE
GSE289435,GSM8791438_MLL_28830,T_NK,205,TRUE,TRUE
GSE289435,GSM8791439_MLL_28855,B_Plasma,129,TRUE,TRUE
GSE289435,GSM8791439_MLL_28855,Erythroid,2129,TRUE,TRUE
GSE289435,GSM8791439_MLL_28855,HSC_MPP,125,TRUE,TRUE
GSE289435,GSM8791439_MLL_28855,LMPP_GMP,71,TRUE,TRUE
GSE289435,GSM8791439_MLL_28855,Megakaryocyte,15,TRUE,FALSE
GSE289435,GSM8791439_MLL_28855,Mono_DC,1584,TRUE,TRUE
GSE289435,GSM8791439_MLL_28855,T_NK,131,TRUE,TRUE
GSE289435,GSM8791441_MLL_29532,B_Plasma,3686,TRUE,TRUE
GSE289435,GSM8791441_MLL_29532,Erythroid,14,TRUE,FALSE
GSE289435,GSM8791441_MLL_29532,HSC_MPP,88,TRUE,TRUE
GSE289435,GSM8791441_MLL_29532,LMPP_GMP,54,TRUE,TRUE
GSE289435,GSM8791441_MLL_29532,Megakaryocyte,1,FALSE,FALSE
GSE289435,GSM8791441_MLL_29532,Mono_DC,2,FALSE,FALSE
GSE289435,GSM8791441_MLL_29532,T_NK,453,TRUE,TRUE
GSE289435,GSM8791442_MLL_29538,B_Plasma,319,TRUE,TRUE
GSE289435,GSM8791442_MLL_29538,Erythroid,30,TRUE,TRUE
GSE289435,GSM8791442_MLL_29538,HSC_MPP,10,TRUE,FALSE
GSE289435,GSM8791442_MLL_29538,LMPP_GMP,238,TRUE,TRUE
GSE289435,GSM8791442_MLL_29538,Megakaryocyte,11,TRUE,FALSE
GSE289435,GSM8791442_MLL_29538,Mono_DC,3021,TRUE,TRUE
GSE289435,GSM8791442_MLL_29538,T_NK,61,TRUE,TRUE
GSE289435,GSM8791443_MLL_30862,B_Plasma,11,TRUE,FALSE
GSE289435,GSM8791443_MLL_30862,Erythroid,4,FALSE,FALSE
GSE289435,GSM8791443_MLL_30862,HSC_MPP,7,FALSE,FALSE
GSE289435,GSM8791443_MLL_30862,LMPP_GMP,34,TRUE,TRUE
GSE289435,GSM8791443_MLL_30862,Megakaryocyte,1,FALSE,FALSE
GSE289435,GSM8791443_MLL_30862,Mono_DC,2447,TRUE,TRUE
GSE289435,GSM8791443_MLL_30862,T_NK,0,FALSE,FALSE
GSE289435,GSM8791444_MLL_30886,B_Plasma,232,TRUE,TRUE
GSE289435,GSM8791444_MLL_30886,Erythroid,5640,TRUE,TRUE
GSE289435,GSM8791444_MLL_30886,HSC_MPP,463,TRUE,TRUE
GSE289435,GSM8791444_MLL_30886,LMPP_GMP,803,TRUE,TRUE
GSE289435,GSM8791444_MLL_30886,Megakaryocyte,342,TRUE,TRUE
GSE289435,GSM8791444_MLL_30886,Mono_DC,1136,TRUE,TRUE
GSE289435,GSM8791444_MLL_30886,T_NK,687,TRUE,TRUE
Petti2019,508084,B_Plasma,33,TRUE,TRUE
Petti2019,508084,Erythroid,13,TRUE,FALSE
Petti2019,508084,HSC_MPP,535,TRUE,TRUE
Petti2019,508084,LMPP_GMP,2934,TRUE,TRUE
Petti2019,508084,Megakaryocyte,0,FALSE,FALSE
Petti2019,508084,Mono_DC,3577,TRUE,TRUE
Petti2019,508084,T_NK,383,TRUE,TRUE
Petti2019,548327,B_Plasma,331,TRUE,TRUE
Petti2019,548327,Erythroid,91,TRUE,TRUE
Petti2019,548327,HSC_MPP,221,TRUE,TRUE
Petti2019,548327,LMPP_GMP,5414,TRUE,TRUE
Petti2019,548327,Megakaryocyte,0,FALSE,FALSE
Petti2019,548327,Mono_DC,296,TRUE,TRUE
Petti2019,548327,T_NK,784,TRUE,TRUE
Petti2019,721214,B_Plasma,29,TRUE,FALSE
Petti2019,721214,Erythroid,1747,TRUE,TRUE
Petti2019,721214,HSC_MPP,4569,TRUE,TRUE
Petti2019,721214,LMPP_GMP,3269,TRUE,TRUE
Petti2019,721214,Megakaryocyte,47,TRUE,TRUE
Petti2019,721214,Mono_DC,27,TRUE,FALSE
Petti2019,721214,T_NK,94,TRUE,TRUE
Petti2019,782328,B_Plasma,47,TRUE,TRUE
Petti2019,782328,Erythroid,9,FALSE,FALSE
Petti2019,782328,HSC_MPP,267,TRUE,TRUE
Petti2019,782328,LMPP_GMP,909,TRUE,TRUE
Petti2019,782328,Megakaryocyte,1,FALSE,FALSE
Petti2019,782328,Mono_DC,11111,TRUE,TRUE
Petti2019,782328,T_NK,308,TRUE,TRUE
Petti2019,809653,B_Plasma,769,TRUE,TRUE
Petti2019,809653,Erythroid,34,TRUE,TRUE
Petti2019,809653,HSC_MPP,754,TRUE,TRUE
Petti2019,809653,LMPP_GMP,883,TRUE,TRUE
Petti2019,809653,Megakaryocyte,4,FALSE,FALSE
Petti2019,809653,Mono_DC,872,TRUE,TRUE
Petti2019,809653,T_NK,8183,TRUE,TRUE
