dataset,sample,node,status,masked_by,abundance_unreliable,n_cells
GSE185381,PAUMTZ,LMPP_GMP,present,,FALSE,
GSE185381,PAUMTZ,Megakaryocyte,present,,FALSE,
GSE185381,PAUMTZ,Mono_DC,present,,FALSE,
GSE185381,PAUMTZ,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,PAUMTZ,T_NK,present,,FALSE,
GSE185381,PAWWEE,B_Plasma,present,,FALSE,
GSE185381,PAWWEE,Erythroid,present,,FALSE,
GSE185381,PAWWEE,HSC_MPP,present,,FALSE,
GSE185381,PAWWEE,LMPP_GMP,present,,FALSE,
GSE185381,PAWWEE,Megakaryocyte,present,,FALSE,
GSE185381,PAWWEE,Mono_DC,present,,FALSE,
GSE185381,PAWWEE,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,PAWWEE,T_NK,present,,FALSE,
GSE185381,PAXMIJ,B_Plasma,present,,FALSE,
GSE185381,PAXMIJ,Erythroid,present,,FALSE,
GSE185381,PAXMIJ,HSC_MPP,present,,FALSE,
GSE185381,PAXMIJ,LMPP_GMP,present,,FALSE,
GSE185381,PAXMIJ,Megakaryocyte,present,,FALSE,
GSE185381,PAXMIJ,Mono_DC,present,,FALSE,
GSE185381,PAXMIJ,Stromal,NA_technical,STROMAL_NO_EVIDENCE,FALSE,
GSE185381,PAXMIJ,T_NK,present,,FALSE,
GSE185991,GSM5628163_M03,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628163_M03,Erythroid,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628163_M03,HSC_MPP,present,,FALSE,
GSE185991,GSM5628163_M03,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628163_M03,Megakaryocyte,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628163_M03,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628163_M03,Stromal,NA_technical,PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628163_M03,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628164_M04,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628164_M04,Erythroid,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628164_M04,HSC_MPP,present,,FALSE,
GSE185991,GSM5628164_M04,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628164_M04,Megakaryocyte,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628164_M04,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628164_M04,Stromal,NA_technical,PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628164_M04,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628165_M05,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628165_M05,Erythroid,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628165_M05,HSC_MPP,present,,FALSE,
GSE185991,GSM5628165_M05,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628165_M05,Megakaryocyte,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628165_M05,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628165_M05,Stromal,NA_technical,PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628165_M05,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628166_M06,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628166_M06,Erythroid,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628166_M06,HSC_MPP,present,,FALSE,
GSE185991,GSM5628166_M06,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628166_M06,Megakaryocyte,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628166_M06,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628166_M06,Stromal,NA_technical,PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628166_M06,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628167_M07,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628167_M07,Erythroid,NA_technical,PB+PROG_GATE,FALSE,
GSE185991,GSM5628167_M07,HSC_MPP,present,,FALSE,
GSE185991,GSM5628167_M07,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628167_M07,Megakaryocyte,NA_technical,PB+PROG_GATE,FALSE,
GSE185991,GSM5628167_M07,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628167_M07,Stromal,NA_technical,PB+PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628167_M07,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628168_M08,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628168_M08,Erythroid,NA_technical,PB+PROG_GATE,FALSE,
GSE185991,GSM5628168_M08,HSC_MPP,present,,FALSE,
GSE185991,GSM5628168_M08,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628168_M08,Megakaryocyte,NA_technical,PB+PROG_GATE,FALSE,
GSE185991,GSM5628168_M08,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628168_M08,Stromal,NA_technical,PB+PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628168_M08,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628169_M09,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628169_M09,Erythroid,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628169_M09,HSC_MPP,present,,FALSE,
GSE185991,GSM5628169_M09,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628169_M09,Megakaryocyte,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628169_M09,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628169_M09,Stromal,NA_technical,PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628169_M09,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628170_M10,B_Plasma,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628170_M10,Erythroid,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628170_M10,HSC_MPP,present,,FALSE,
GSE185991,GSM5628170_M10,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628170_M10,Megakaryocyte,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628170_M10,Mono_DC,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628170_M10,Stromal,NA_technical,PROG_GATE+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628170_M10,T_NK,NA_technical,PROG_GATE,FALSE,
GSE185991,GSM5628171_M21,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628171_M21,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628171_M21,HSC_MPP,present,,FALSE,
GSE185991,GSM5628171_M21,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628171_M21,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628171_M21,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628171_M21,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628171_M21,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628172_M22,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628172_M22,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628172_M22,HSC_MPP,present,,FALSE,
GSE185991,GSM5628172_M22,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628172_M22,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628172_M22,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628172_M22,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628172_M22,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628173_M23,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628173_M23,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628173_M23,HSC_MPP,present,,FALSE,
GSE185991,GSM5628173_M23,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628173_M23,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628173_M23,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628173_M23,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628173_M23,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628174_M24,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628174_M24,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628174_M24,HSC_MPP,present,,FALSE,
GSE185991,GSM5628174_M24,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628174_M24,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628174_M24,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628174_M24,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628174_M24,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628175_M25,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628175_M25,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628175_M25,HSC_MPP,present,,FALSE,
GSE185991,GSM5628175_M25,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628175_M25,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628175_M25,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628175_M25,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628175_M25,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628176_M26,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628176_M26,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628176_M26,HSC_MPP,present,,FALSE,
GSE185991,GSM5628176_M26,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628176_M26,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628176_M26,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628176_M26,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628176_M26,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628177_M27,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628177_M27,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628177_M27,HSC_MPP,present,,FALSE,
GSE185991,GSM5628177_M27,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628177_M27,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628177_M27,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628177_M27,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628177_M27,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628178_M28,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628178_M28,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628178_M28,HSC_MPP,present,,FALSE,
GSE185991,GSM5628178_M28,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628178_M28,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628178_M28,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628178_M28,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628178_M28,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628179_M29,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628179_M29,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628179_M29,HSC_MPP,present,,FALSE,
GSE185991,GSM5628179_M29,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628179_M29,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628179_M29,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628179_M29,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628179_M29,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628180_M30,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628180_M30,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628180_M30,HSC_MPP,present,,FALSE,
GSE185991,GSM5628180_M30,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628180_M30,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628180_M30,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628180_M30,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628180_M30,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628181_M31,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628181_M31,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628181_M31,HSC_MPP,present,,FALSE,
GSE185991,GSM5628181_M31,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628181_M31,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628181_M31,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628181_M31,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628181_M31,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628182_M32,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628182_M32,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628182_M32,HSC_MPP,present,,FALSE,
GSE185991,GSM5628182_M32,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628182_M32,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628182_M32,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628182_M32,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628182_M32,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628183_M33,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628183_M33,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628183_M33,HSC_MPP,present,,FALSE,
GSE185991,GSM5628183_M33,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628183_M33,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628183_M33,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628183_M33,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628183_M33,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628184_M34,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628184_M34,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628184_M34,HSC_MPP,present,,FALSE,
GSE185991,GSM5628184_M34,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628184_M34,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628184_M34,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628184_M34,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628184_M34,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628185_M35,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628185_M35,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628185_M35,HSC_MPP,present,,FALSE,
GSE185991,GSM5628185_M35,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628185_M35,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628185_M35,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628185_M35,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628185_M35,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628186_M39,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628186_M39,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628186_M39,HSC_MPP,present,,FALSE,
GSE185991,GSM5628186_M39,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628186_M39,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628186_M39,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628186_M39,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628186_M39,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628187_M40,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628187_M40,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628187_M40,HSC_MPP,present,,FALSE,
GSE185991,GSM5628187_M40,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628187_M40,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628187_M40,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628187_M40,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628187_M40,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628188_M41,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628188_M41,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628188_M41,HSC_MPP,present,,FALSE,
GSE185991,GSM5628188_M41,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628188_M41,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628188_M41,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628188_M41,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628188_M41,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628189_M42,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628189_M42,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628189_M42,HSC_MPP,present,,FALSE,
GSE185991,GSM5628189_M42,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628189_M42,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628189_M42,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628189_M42,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628189_M42,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628190_M43,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628190_M43,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628190_M43,HSC_MPP,present,,FALSE,
GSE185991,GSM5628190_M43,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628190_M43,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628190_M43,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628190_M43,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628190_M43,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628191_M44,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628191_M44,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628191_M44,HSC_MPP,present,,FALSE,
GSE185991,GSM5628191_M44,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628191_M44,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628191_M44,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628191_M44,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628191_M44,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628192_M45,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628192_M45,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628192_M45,HSC_MPP,present,,FALSE,
GSE185991,GSM5628192_M45,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628192_M45,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628192_M45,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628192_M45,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628192_M45,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628195_M48,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628195_M48,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628195_M48,HSC_MPP,present,,FALSE,
GSE185991,GSM5628195_M48,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628195_M48,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628195_M48,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628195_M48,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628195_M48,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628196_M49,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628196_M49,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628196_M49,HSC_MPP,present,,FALSE,
GSE185991,GSM5628196_M49,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628196_M49,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628196_M49,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628196_M49,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628196_M49,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628197_M50,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628197_M50,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628197_M50,HSC_MPP,present,,FALSE,
GSE185991,GSM5628197_M50,LMPP_GMP,present,,FALSE,
GSE185991,GSM5628197_M50,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628197_M50,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM5628197_M50,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM5628197_M50,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412447_M36,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412447_M36,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412447_M36,HSC_MPP,present,,FALSE,
GSE185991,GSM6412447_M36,LMPP_GMP,present,,FALSE,
GSE185991,GSM6412447_M36,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412447_M36,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412447_M36,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM6412447_M36,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412448_M38,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412448_M38,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412448_M38,HSC_MPP,present,,FALSE,
GSE185991,GSM6412448_M38,LMPP_GMP,present,,FALSE,
GSE185991,GSM6412448_M38,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412448_M38,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412448_M38,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM6412448_M38,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412449_M84,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412449_M84,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412449_M84,HSC_MPP,present,,FALSE,
GSE185991,GSM6412449_M84,LMPP_GMP,present,,FALSE,
GSE185991,GSM6412449_M84,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412449_M84,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412449_M84,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM6412449_M84,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412450_M85,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412450_M85,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412450_M85,HSC_MPP,present,,FALSE,
GSE185991,GSM6412450_M85,LMPP_GMP,present,,FALSE,
GSE185991,GSM6412450_M85,Megakaryocyte,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412450_M85,Mono_DC,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412450_M85,Stromal,NA_technical,LIN_DEPLETED+STROMAL_NO_EVIDENCE,FALSE,
GSE185991,GSM6412450_M85,T_NK,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412451_M88,B_Plasma,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412451_M88,Erythroid,NA_technical,LIN_DEPLETED,FALSE,
GSE185991,GSM6412451_M88,HSC_MPP,present,,FALSE,
GSE185991,GSM6412451_M88,LMPP_GMP,present,,FALSE,
