dataset,sample,timepoint,hierarchy_bin,in_ccc_graph,n_cells,n_evaluable,n_malignant,malignant_frac,frac_high_error
Chen2023,AML103_Niche_Immune,,HSC_MPP,TRUE,4,4,4,1,0.75
Chen2023,AML103_Niche_Immune,,LMPP_GMP,TRUE,2,2,0,0,0
Chen2023,AML103_Niche_Immune,,Mono_DC,TRUE,6,6,3,0.5,0.1667
Chen2023,AML103_Niche_Immune,,Erythroid,TRUE,7,7,3,0.4286,0.1429
Chen2023,AML103_Niche_Immune,,Megakaryocyte,TRUE,3,3,1,0.3333,0
Chen2023,AML103_Niche_Immune,,T_NK,TRUE,233,233,15,0.0644,0.03
Chen2023,AML103_Niche_Immune,,B_Plasma,TRUE,493,493,80,0.1623,0
Chen2023,AML103_Niche_Immune,,Stromal,FALSE,438,438,415,0.9475,0.0023
Chen2023,AML103_Niche_Immune,,Unassigned,FALSE,48,48,32,0.6667,0
Chen2023,AML162_niche_immune,,HSC_MPP,TRUE,16,16,6,0.375,0.5625
Chen2023,AML162_niche_immune,,LMPP_GMP,TRUE,87,87,14,0.1609,0.1494
Chen2023,AML162_niche_immune,,Mono_DC,TRUE,85,85,6,0.0706,0.0588
Chen2023,AML162_niche_immune,,Erythroid,TRUE,2,2,0,0,0
Chen2023,AML162_niche_immune,,Megakaryocyte,TRUE,0,0,0,,
Chen2023,AML162_niche_immune,,T_NK,TRUE,966,966,22,0.0228,0.0983
Chen2023,AML162_niche_immune,,B_Plasma,TRUE,735,735,130,0.1769,0.0027
Chen2023,AML162_niche_immune,,Stromal,FALSE,374,374,350,0.9358,0.0027
Chen2023,AML162_niche_immune,,Unassigned,FALSE,93,93,42,0.4516,0
Chen2023,AML24_Niche_Immune,,HSC_MPP,TRUE,0,0,0,,
Chen2023,AML24_Niche_Immune,,LMPP_GMP,TRUE,2,2,0,0,0
Chen2023,AML24_Niche_Immune,,Mono_DC,TRUE,5,5,1,0.2,0
Chen2023,AML24_Niche_Immune,,Erythroid,TRUE,43,43,17,0.3953,0
Chen2023,AML24_Niche_Immune,,Megakaryocyte,TRUE,13,13,9,0.6923,0
Chen2023,AML24_Niche_Immune,,T_NK,TRUE,1239,1239,19,0.0153,0.1493
Chen2023,AML24_Niche_Immune,,B_Plasma,TRUE,535,535,3,0.0056,0
Chen2023,AML24_Niche_Immune,,Stromal,FALSE,203,203,202,0.9951,0
Chen2023,AML24_Niche_Immune,,Unassigned,FALSE,130,130,90,0.6923,0
Chen2023,AML304_Niche_Immune,,HSC_MPP,TRUE,111,111,85,0.7658,0.5586
Chen2023,AML304_Niche_Immune,,LMPP_GMP,TRUE,57,57,7,0.1228,0.1404
Chen2023,AML304_Niche_Immune,,Mono_DC,TRUE,236,236,24,0.1017,0.0932
Chen2023,AML304_Niche_Immune,,Erythroid,TRUE,35,35,4,0.1143,0.0571
Chen2023,AML304_Niche_Immune,,Megakaryocyte,TRUE,30,30,23,0.7667,0
Chen2023,AML304_Niche_Immune,,T_NK,TRUE,1895,1895,57,0.0301,0.0765
Chen2023,AML304_Niche_Immune,,B_Plasma,TRUE,1090,1090,296,0.2716,9e-04
Chen2023,AML304_Niche_Immune,,Stromal,FALSE,1892,1892,1357,0.7172,0.0053
Chen2023,AML304_Niche_Immune,,Unassigned,FALSE,228,228,121,0.5307,0
Chen2023,AML320_NICHE_IMMUNE,,HSC_MPP,TRUE,52,52,12,0.2308,0.3654
Chen2023,AML320_NICHE_IMMUNE,,LMPP_GMP,TRUE,292,292,46,0.1575,0.0548
Chen2023,AML320_NICHE_IMMUNE,,Mono_DC,TRUE,16,16,16,1,0.125
Chen2023,AML320_NICHE_IMMUNE,,Erythroid,TRUE,134,134,1,0.0075,0.0299
Chen2023,AML320_NICHE_IMMUNE,,Megakaryocyte,TRUE,52,52,18,0.3462,0.0385
Chen2023,AML320_NICHE_IMMUNE,,T_NK,TRUE,1766,1766,24,0.0136,0.0708
Chen2023,AML320_NICHE_IMMUNE,,B_Plasma,TRUE,2752,2752,437,0.1588,0
Chen2023,AML320_NICHE_IMMUNE,,Stromal,FALSE,1642,1642,1620,0.9866,0.0018
Chen2023,AML320_NICHE_IMMUNE,,Unassigned,FALSE,394,394,203,0.5152,0
Chen2023,NBM1_Niche_Immune,,HSC_MPP,TRUE,5,5,2,0.4,1
Chen2023,NBM1_Niche_Immune,,LMPP_GMP,TRUE,6,6,1,0.1667,0.1667
Chen2023,NBM1_Niche_Immune,,Mono_DC,TRUE,39,39,8,0.2051,0
Chen2023,NBM1_Niche_Immune,,Erythroid,TRUE,2,2,1,0.5,0
Chen2023,NBM1_Niche_Immune,,Megakaryocyte,TRUE,3,3,2,0.6667,0
Chen2023,NBM1_Niche_Immune,,T_NK,TRUE,2639,2639,81,0.0307,0.0678
Chen2023,NBM1_Niche_Immune,,B_Plasma,TRUE,1471,1471,208,0.1414,0.0027
Chen2023,NBM1_Niche_Immune,,Stromal,FALSE,803,803,679,0.8456,0.0012
Chen2023,NBM1_Niche_Immune,,Unassigned,FALSE,211,211,85,0.4028,0
Chen2023,NBM2_Niche_Immune,,HSC_MPP,TRUE,2,2,2,1,1
Chen2023,NBM2_Niche_Immune,,LMPP_GMP,TRUE,0,0,0,,
Chen2023,NBM2_Niche_Immune,,Mono_DC,TRUE,18,18,10,0.5556,0
Chen2023,NBM2_Niche_Immune,,Erythroid,TRUE,2,2,2,1,0.5
Chen2023,NBM2_Niche_Immune,,Megakaryocyte,TRUE,8,8,8,1,0
Chen2023,NBM2_Niche_Immune,,T_NK,TRUE,1297,1297,54,0.0416,0.0254
Chen2023,NBM2_Niche_Immune,,B_Plasma,TRUE,390,390,56,0.1436,0
Chen2023,NBM2_Niche_Immune,,Stromal,FALSE,433,433,429,0.9908,0
Chen2023,NBM2_Niche_Immune,,Unassigned,FALSE,121,121,61,0.5041,0
Chen2023,NBM3_Niche_immune,,HSC_MPP,TRUE,1,1,0,0,1
Chen2023,NBM3_Niche_immune,,LMPP_GMP,TRUE,4,4,0,0,0
Chen2023,NBM3_Niche_immune,,Mono_DC,TRUE,15,15,1,0.0667,0
Chen2023,NBM3_Niche_immune,,Erythroid,TRUE,3,3,1,0.3333,0
Chen2023,NBM3_Niche_immune,,Megakaryocyte,TRUE,5,5,4,0.8,0
Chen2023,NBM3_Niche_immune,,T_NK,TRUE,2221,2221,68,0.0306,0.059
Chen2023,NBM3_Niche_immune,,B_Plasma,TRUE,829,829,85,0.1025,0
Chen2023,NBM3_Niche_immune,,Stromal,FALSE,382,382,356,0.9319,0
Chen2023,NBM3_Niche_immune,,Unassigned,FALSE,179,179,84,0.4693,0
Chen2023,NBM4_Niche_Immune,,HSC_MPP,TRUE,0,0,0,,
Chen2023,NBM4_Niche_Immune,,LMPP_GMP,TRUE,1,1,0,0,0
Chen2023,NBM4_Niche_Immune,,Mono_DC,TRUE,21,21,3,0.1429,0
Chen2023,NBM4_Niche_Immune,,Erythroid,TRUE,2,2,2,1,0
Chen2023,NBM4_Niche_Immune,,Megakaryocyte,TRUE,2,2,2,1,0
Chen2023,NBM4_Niche_Immune,,T_NK,TRUE,2153,2153,74,0.0344,0.0483
Chen2023,NBM4_Niche_Immune,,B_Plasma,TRUE,749,749,41,0.0547,0.0027
Chen2023,NBM4_Niche_Immune,,Stromal,FALSE,107,107,94,0.8785,0.0093
Chen2023,NBM4_Niche_Immune,,Unassigned,FALSE,97,97,40,0.4124,0
GSE116256,AML420B-D14,,HSC_MPP,TRUE,0,0,0,,
GSE116256,AML420B-D14,,LMPP_GMP,TRUE,0,0,0,,
GSE116256,AML420B-D14,,Mono_DC,TRUE,0,0,0,,
GSE116256,AML420B-D14,,Erythroid,TRUE,0,0,0,,
GSE116256,AML420B-D14,,Megakaryocyte,TRUE,0,0,0,,
GSE116256,AML420B-D14,,T_NK,TRUE,631,631,3,0.0048,0.0983
GSE116256,AML420B-D14,,B_Plasma,TRUE,218,218,126,0.578,0
GSE116256,AML420B-D14,,Stromal,FALSE,1,1,0,0,0
GSE116256,AML420B-D14,,Unassigned,FALSE,88,88,14,0.1591,0
GSE116256,AML556-D0,,HSC_MPP,TRUE,3,3,3,1,0.3333
GSE116256,AML556-D0,,LMPP_GMP,TRUE,131,131,80,0.6107,0.0229
GSE116256,AML556-D0,,Mono_DC,TRUE,1254,1254,964,0.7687,0.0231
GSE116256,AML556-D0,,Erythroid,TRUE,1,1,1,1,1
GSE116256,AML556-D0,,Megakaryocyte,TRUE,1,1,0,0,0
GSE116256,AML556-D0,,T_NK,TRUE,28,28,25,0.8929,0.1071
GSE116256,AML556-D0,,B_Plasma,TRUE,102,102,101,0.9902,0
GSE116256,AML556-D0,,Stromal,FALSE,2,2,2,1,0
GSE116256,AML556-D0,,Unassigned,FALSE,32,32,31,0.9688,0
GSE116256,AML556-D15,,HSC_MPP,TRUE,5,5,0,0,0.2
GSE116256,AML556-D15,,LMPP_GMP,TRUE,0,0,0,,
GSE116256,AML556-D15,,Mono_DC,TRUE,0,0,0,,
GSE116256,AML556-D15,,Erythroid,TRUE,1,1,0,0,0
GSE116256,AML556-D15,,Megakaryocyte,TRUE,0,0,0,,
GSE116256,AML556-D15,,T_NK,TRUE,827,827,3,0.0036,0.0967
GSE116256,AML556-D15,,B_Plasma,TRUE,60,60,35,0.5833,0
GSE116256,AML556-D15,,Stromal,FALSE,0,0,0,,
GSE116256,AML556-D15,,Unassigned,FALSE,42,42,2,0.0476,0
GSE116256,AML556-D31,,HSC_MPP,TRUE,9,9,0,0,0.2222
GSE116256,AML556-D31,,LMPP_GMP,TRUE,77,77,4,0.0519,0.0519
GSE116256,AML556-D31,,Mono_DC,TRUE,561,561,97,0.1729,0.0125
GSE116256,AML556-D31,,Erythroid,TRUE,15,15,1,0.0667,0.0667
GSE116256,AML556-D31,,Megakaryocyte,TRUE,24,24,5,0.2083,0
GSE116256,AML556-D31,,T_NK,TRUE,77,77,1,0.013,0.1169
GSE116256,AML556-D31,,B_Plasma,TRUE,244,244,171,0.7008,0.0041
GSE116256,AML556-D31,,Stromal,FALSE,1,1,1,1,0
GSE116256,AML556-D31,,Unassigned,FALSE,96,96,19,0.1979,0
GSE116256,AML707B-D0,,HSC_MPP,TRUE,161,161,38,0.236,0.2112
GSE116256,AML707B-D0,,LMPP_GMP,TRUE,447,447,62,0.1387,0.123
GSE116256,AML707B-D0,,Mono_DC,TRUE,20,20,2,0.1,0.1
GSE116256,AML707B-D0,,Erythroid,TRUE,538,538,189,0.3513,0.0446
GSE116256,AML707B-D0,,Megakaryocyte,TRUE,2,2,2,1,0
GSE116256,AML707B-D0,,T_NK,TRUE,25,25,9,0.36,0.2
GSE116256,AML707B-D0,,B_Plasma,TRUE,21,21,9,0.4286,0.1429
GSE116256,AML707B-D0,,Stromal,FALSE,0,0,0,,
GSE116256,AML707B-D0,,Unassigned,FALSE,1,1,1,1,0
GSE116256,AML707B-D113,,HSC_MPP,TRUE,4,4,0,0,0
GSE116256,AML707B-D113,,LMPP_GMP,TRUE,14,14,0,0,0
GSE116256,AML707B-D113,,Mono_DC,TRUE,99,99,13,0.1313,0.0303
GSE116256,AML707B-D113,,Erythroid,TRUE,8,8,1,0.125,0
GSE116256,AML707B-D113,,Megakaryocyte,TRUE,0,0,0,,
GSE116256,AML707B-D113,,T_NK,TRUE,355,355,15,0.0423,0.0761
GSE116256,AML707B-D113,,B_Plasma,TRUE,51,51,8,0.1569,0
GSE116256,AML707B-D113,,Stromal,FALSE,0,0,0,,
GSE116256,AML707B-D113,,Unassigned,FALSE,45,45,3,0.0667,0
GSE116256,AML707B-D18,,HSC_MPP,TRUE,2,2,0,0,0.5
GSE116256,AML707B-D18,,LMPP_GMP,TRUE,34,34,11,0.3235,0
GSE116256,AML707B-D18,,Mono_DC,TRUE,1,1,1,1,0
GSE116256,AML707B-D18,,Erythroid,TRUE,2,2,0,0,0.5
GSE116256,AML707B-D18,,Megakaryocyte,TRUE,1,1,0,0,0
GSE116256,AML707B-D18,,T_NK,TRUE,1272,1272,16,0.0126,0.0684
GSE116256,AML707B-D18,,B_Plasma,TRUE,11,11,0,0,0
GSE116256,AML707B-D18,,Stromal,FALSE,0,0,0,,
GSE116256,AML707B-D18,,Unassigned,FALSE,90,90,15,0.1667,0
GSE116256,AML916-D0,,HSC_MPP,TRUE,99,99,98,0.9899,0.2828
GSE116256,AML916-D0,,LMPP_GMP,TRUE,119,119,114,0.958,0.1765
GSE116256,AML916-D0,,Mono_DC,TRUE,17,17,16,0.9412,0.1765
GSE116256,AML916-D0,,Erythroid,TRUE,315,315,295,0.9365,0.0571
GSE116256,AML916-D0,,Megakaryocyte,TRUE,6,6,5,0.8333,0.1667
GSE116256,AML916-D0,,T_NK,TRUE,63,63,63,1,0.2063
GSE116256,AML916-D0,,B_Plasma,TRUE,39,39,37,0.9487,0.2051
GSE116256,AML916-D0,,Stromal,FALSE,0,0,0,,
GSE116256,AML916-D0,,Unassigned,FALSE,0,0,0,,
GSE116256,AML921A-D0,,HSC_MPP,TRUE,219,219,12,0.0548,0.2603
GSE116256,AML921A-D0,,LMPP_GMP,TRUE,676,676,15,0.0222,0.1391
GSE116256,AML921A-D0,,Mono_DC,TRUE,1244,1244,76,0.0611,0.0635
GSE116256,AML921A-D0,,Erythroid,TRUE,144,144,4,0.0278,0.1111
GSE116256,AML921A-D0,,Megakaryocyte,TRUE,3,3,0,0,0.3333
GSE116256,AML921A-D0,,T_NK,TRUE,287,287,19,0.0662,0.1742
GSE116256,AML921A-D0,,B_Plasma,TRUE,141,141,12,0.0851,0.0426
GSE116256,AML921A-D0,,Stromal,FALSE,0,0,0,,
GSE116256,AML921A-D0,,Unassigned,FALSE,195,195,18,0.0923,0
GSE116256,BM4,,HSC_MPP,TRUE,238,238,6,0.0252,0.1765
GSE116256,BM4,,LMPP_GMP,TRUE,435,435,13,0.0299,0.0483
GSE116256,BM4,,Mono_DC,TRUE,932,932,153,0.1642,0.0343
GSE116256,BM4,,Erythroid,TRUE,107,107,1,0.0093,0.0093
GSE116256,BM4,,Megakaryocyte,TRUE,11,11,4,0.3636,0
GSE116256,BM4,,T_NK,TRUE,879,879,29,0.033,0.0751
GSE116256,BM4,,B_Plasma,TRUE,193,193,15,0.0777,0.0155
GSE116256,BM4,,Stromal,FALSE,0,0,0,,
GSE116256,BM4,,Unassigned,FALSE,197,197,30,0.1523,0
GSE116256,BM5-34p,,HSC_MPP,TRUE,318,318,221,0.695,0.1761
GSE116256,BM5-34p,,LMPP_GMP,TRUE,209,209,129,0.6172,0.1053
GSE116256,BM5-34p,,Mono_DC,TRUE,11,11,9,0.8182,0.1818
GSE116256,BM5-34p,,Erythroid,TRUE,269,269,148,0.5502,0.0781
GSE116256,BM5-34p,,Megakaryocyte,TRUE,1,1,1,1,0
GSE116256,BM5-34p,,T_NK,TRUE,36,36,25,0.6944,0.3056
GSE116256,BM5-34p,,B_Plasma,TRUE,57,57,50,0.8772,0.0877
GSE116256,BM5-34p,,Stromal,FALSE,2,2,2,1,0
GSE116256,BM5-34p,,Unassigned,FALSE,64,64,35,0.5469,0
GSE116256,BM5-34p38n,,HSC_MPP,TRUE,957,957,725,0.7576,0.1546
GSE116256,BM5-34p38n,,LMPP_GMP,TRUE,40,40,30,0.75,0.2
GSE116256,BM5-34p38n,,Mono_DC,TRUE,2,2,2,1,0
GSE116256,BM5-34p38n,,Erythroid,TRUE,46,46,36,0.7826,0.0217
GSE116256,BM5-34p38n,,Megakaryocyte,TRUE,0,0,0,,
GSE116256,BM5-34p38n,,T_NK,TRUE,28,28,22,0.7857,0.1786
GSE116256,BM5-34p38n,,B_Plasma,TRUE,1,1,1,1,0
GSE116256,BM5-34p38n,,Stromal,FALSE,0,0,0,,
GSE116256,BM5-34p38n,,Unassigned,FALSE,149,149,108,0.7248,0
GSE185381,GSM5613744_2019-07-01-count-1,,HSC_MPP,TRUE,1765,1765,106,0.0601,0.2521
GSE185381,GSM5613744_2019-07-01-count-1,,LMPP_GMP,TRUE,1673,1673,67,0.04,0.0789
GSE185381,GSM5613744_2019-07-01-count-1,,Mono_DC,TRUE,2039,2039,409,0.2006,0.0049
GSE185381,GSM5613744_2019-07-01-count-1,,Erythroid,TRUE,268,268,20,0.0746,0.0149
GSE185381,GSM5613744_2019-07-01-count-1,,Megakaryocyte,TRUE,20,20,5,0.25,0
GSE185381,GSM5613744_2019-07-01-count-1,,T_NK,TRUE,1321,1321,59,0.0447,0.0863
GSE185381,GSM5613744_2019-07-01-count-1,,B_Plasma,TRUE,124,124,3,0.0242,0
GSE185381,GSM5613744_2019-07-01-count-1,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613744_2019-07-01-count-1,,Unassigned,FALSE,382,382,100,0.2618,0
GSE185381,GSM5613745_2019-07-01-count-2,,HSC_MPP,TRUE,2013,2013,120,0.0596,0.2355
GSE185381,GSM5613745_2019-07-01-count-2,,LMPP_GMP,TRUE,1907,1907,116,0.0608,0.0897
GSE185381,GSM5613745_2019-07-01-count-2,,Mono_DC,TRUE,2169,2169,524,0.2416,0.0051
GSE185381,GSM5613745_2019-07-01-count-2,,Erythroid,TRUE,310,310,21,0.0677,0.0516
GSE185381,GSM5613745_2019-07-01-count-2,,Megakaryocyte,TRUE,20,20,3,0.15,0
GSE185381,GSM5613745_2019-07-01-count-2,,T_NK,TRUE,1352,1352,88,0.0651,0.0865
GSE185381,GSM5613745_2019-07-01-count-2,,B_Plasma,TRUE,120,120,3,0.025,0
GSE185381,GSM5613745_2019-07-01-count-2,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613745_2019-07-01-count-2,,Unassigned,FALSE,461,461,117,0.2538,0
GSE185381,GSM5613746_2019-07-01-count-3,,HSC_MPP,TRUE,2181,2181,100,0.0459,0.2219
GSE185381,GSM5613746_2019-07-01-count-3,,LMPP_GMP,TRUE,1928,1928,77,0.0399,0.0975
GSE185381,GSM5613746_2019-07-01-count-3,,Mono_DC,TRUE,2199,2199,428,0.1946,0.0055
GSE185381,GSM5613746_2019-07-01-count-3,,Erythroid,TRUE,325,325,11,0.0338,0.0369
GSE185381,GSM5613746_2019-07-01-count-3,,Megakaryocyte,TRUE,20,20,5,0.25,0
GSE185381,GSM5613746_2019-07-01-count-3,,T_NK,TRUE,1210,1210,80,0.0661,0.0868
GSE185381,GSM5613746_2019-07-01-count-3,,B_Plasma,TRUE,126,126,4,0.0317,0.0079
GSE185381,GSM5613746_2019-07-01-count-3,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613746_2019-07-01-count-3,,Unassigned,FALSE,508,508,84,0.1654,0
GSE185381,GSM5613748_2019-08-01-count-2,,HSC_MPP,TRUE,61,61,0,0,0.082
GSE185381,GSM5613748_2019-08-01-count-2,,LMPP_GMP,TRUE,68,68,0,0,0.0294
GSE185381,GSM5613748_2019-08-01-count-2,,Mono_DC,TRUE,2153,2153,225,0.1045,0.006
GSE185381,GSM5613748_2019-08-01-count-2,,Erythroid,TRUE,30,30,0,0,0
GSE185381,GSM5613748_2019-08-01-count-2,,Megakaryocyte,TRUE,2,2,0,0,0
GSE185381,GSM5613748_2019-08-01-count-2,,T_NK,TRUE,1625,1625,77,0.0474,0.0812
GSE185381,GSM5613748_2019-08-01-count-2,,B_Plasma,TRUE,1079,1079,75,0.0695,0.0111
GSE185381,GSM5613748_2019-08-01-count-2,,Stromal,FALSE,1,1,1,1,0
GSE185381,GSM5613748_2019-08-01-count-2,,Unassigned,FALSE,187,187,49,0.262,0
GSE185381,GSM5613749_2019-08-01-count-3,,HSC_MPP,TRUE,50,50,0,0,0.04
GSE185381,GSM5613749_2019-08-01-count-3,,LMPP_GMP,TRUE,61,61,0,0,0.0656
GSE185381,GSM5613749_2019-08-01-count-3,,Mono_DC,TRUE,1955,1955,176,0.09,0.0056
GSE185381,GSM5613749_2019-08-01-count-3,,Erythroid,TRUE,34,34,0,0,0
GSE185381,GSM5613749_2019-08-01-count-3,,Megakaryocyte,TRUE,7,7,2,0.2857,0
GSE185381,GSM5613749_2019-08-01-count-3,,T_NK,TRUE,1311,1311,75,0.0572,0.0831
GSE185381,GSM5613749_2019-08-01-count-3,,B_Plasma,TRUE,902,902,44,0.0488,0.0111
GSE185381,GSM5613749_2019-08-01-count-3,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613749_2019-08-01-count-3,,Unassigned,FALSE,135,135,22,0.163,0
GSE185381,GSM5613750_2019-08-01-count-4,,HSC_MPP,TRUE,45,45,0,0,0.0889
GSE185381,GSM5613750_2019-08-01-count-4,,LMPP_GMP,TRUE,28,28,0,0,0.0357
GSE185381,GSM5613750_2019-08-01-count-4,,Mono_DC,TRUE,2188,2188,155,0.0708,0.0055
GSE185381,GSM5613750_2019-08-01-count-4,,Erythroid,TRUE,31,31,0,0,0
GSE185381,GSM5613750_2019-08-01-count-4,,Megakaryocyte,TRUE,3,3,0,0,0
GSE185381,GSM5613750_2019-08-01-count-4,,T_NK,TRUE,1260,1260,77,0.0611,0.0683
GSE185381,GSM5613750_2019-08-01-count-4,,B_Plasma,TRUE,841,841,59,0.0702,0.0095
GSE185381,GSM5613750_2019-08-01-count-4,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613750_2019-08-01-count-4,,Unassigned,FALSE,161,161,38,0.236,0
GSE185381,GSM5613751_2019-08-29-count-1,,HSC_MPP,TRUE,228,228,3,0.0132,0.1711
GSE185381,GSM5613751_2019-08-29-count-1,,LMPP_GMP,TRUE,428,428,67,0.1565,0.0467
GSE185381,GSM5613751_2019-08-29-count-1,,Mono_DC,TRUE,3092,3092,474,0.1533,0.0103
GSE185381,GSM5613751_2019-08-29-count-1,,Erythroid,TRUE,16,16,0,0,0
GSE185381,GSM5613751_2019-08-29-count-1,,Megakaryocyte,TRUE,1,1,0,0,0
GSE185381,GSM5613751_2019-08-29-count-1,,T_NK,TRUE,588,588,29,0.0493,0.0799
GSE185381,GSM5613751_2019-08-29-count-1,,B_Plasma,TRUE,233,233,7,0.03,0
GSE185381,GSM5613751_2019-08-29-count-1,,Stromal,FALSE,1,1,1,1,0
GSE185381,GSM5613751_2019-08-29-count-1,,Unassigned,FALSE,157,157,14,0.0892,0
GSE185381,GSM5613752_2019-08-29-count-2,,HSC_MPP,TRUE,201,201,0,0,0.199
GSE185381,GSM5613752_2019-08-29-count-2,,LMPP_GMP,TRUE,423,423,60,0.1418,0.0567
GSE185381,GSM5613752_2019-08-29-count-2,,Mono_DC,TRUE,3132,3132,352,0.1124,0.0105
GSE185381,GSM5613752_2019-08-29-count-2,,Erythroid,TRUE,20,20,0,0,0.15
GSE185381,GSM5613752_2019-08-29-count-2,,Megakaryocyte,TRUE,4,4,2,0.5,0
GSE185381,GSM5613752_2019-08-29-count-2,,T_NK,TRUE,597,597,23,0.0385,0.0821
GSE185381,GSM5613752_2019-08-29-count-2,,B_Plasma,TRUE,223,223,6,0.0269,0.009
GSE185381,GSM5613752_2019-08-29-count-2,,Stromal,FALSE,1,1,1,1,0
GSE185381,GSM5613752_2019-08-29-count-2,,Unassigned,FALSE,162,162,16,0.0988,0
GSE185381,GSM5613756_2019-10-25-count-5,,HSC_MPP,TRUE,70,70,0,0,0.2429
GSE185381,GSM5613756_2019-10-25-count-5,,LMPP_GMP,TRUE,197,197,9,0.0457,0.132
GSE185381,GSM5613756_2019-10-25-count-5,,Mono_DC,TRUE,3009,3009,554,0.1841,0.0103
GSE185381,GSM5613756_2019-10-25-count-5,,Erythroid,TRUE,33,33,0,0,0.0606
GSE185381,GSM5613756_2019-10-25-count-5,,Megakaryocyte,TRUE,1,1,0,0,0
GSE185381,GSM5613756_2019-10-25-count-5,,T_NK,TRUE,1270,1270,381,0.3,0.085
GSE185381,GSM5613756_2019-10-25-count-5,,B_Plasma,TRUE,169,169,2,0.0118,0
GSE185381,GSM5613756_2019-10-25-count-5,,Stromal,FALSE,2,2,0,0,0
GSE185381,GSM5613756_2019-10-25-count-5,,Unassigned,FALSE,163,163,24,0.1472,0
GSE185381,GSM5613757_2019-11-04-count-1,,HSC_MPP,TRUE,150,150,21,0.14,0.2733
GSE185381,GSM5613757_2019-11-04-count-1,,LMPP_GMP,TRUE,883,883,46,0.0521,0.0929
GSE185381,GSM5613757_2019-11-04-count-1,,Mono_DC,TRUE,914,914,393,0.43,0.0339
GSE185381,GSM5613757_2019-11-04-count-1,,Erythroid,TRUE,26,26,3,0.1154,0.0385
GSE185381,GSM5613757_2019-11-04-count-1,,Megakaryocyte,TRUE,0,0,0,,
GSE185381,GSM5613757_2019-11-04-count-1,,T_NK,TRUE,1297,1297,128,0.0987,0.1095
GSE185381,GSM5613757_2019-11-04-count-1,,B_Plasma,TRUE,738,738,2,0.0027,0.0041
GSE185381,GSM5613757_2019-11-04-count-1,,Stromal,FALSE,1,1,0,0,0
GSE185381,GSM5613757_2019-11-04-count-1,,Unassigned,FALSE,216,216,39,0.1806,0
GSE185381,GSM5613758_2019-11-04-count-2,,HSC_MPP,TRUE,105,105,26,0.2476,0.2286
GSE185381,GSM5613758_2019-11-04-count-2,,LMPP_GMP,TRUE,723,723,72,0.0996,0.0775
GSE185381,GSM5613758_2019-11-04-count-2,,Mono_DC,TRUE,675,675,282,0.4178,0.0237
GSE185381,GSM5613758_2019-11-04-count-2,,Erythroid,TRUE,15,15,2,0.1333,0.0667
GSE185381,GSM5613758_2019-11-04-count-2,,Megakaryocyte,TRUE,1,1,1,1,0
GSE185381,GSM5613758_2019-11-04-count-2,,T_NK,TRUE,964,964,181,0.1878,0.0851
GSE185381,GSM5613758_2019-11-04-count-2,,B_Plasma,TRUE,377,377,3,0.008,0.0027
GSE185381,GSM5613758_2019-11-04-count-2,,Stromal,FALSE,0,0,0,,
GSE185381,GSM5613758_2019-11-04-count-2,,Unassigned,FALSE,135,135,50,0.3704,0
GSE185381,GSM5613759_2019-11-04-count-3,,HSC_MPP,TRUE,158,158,14,0.0886,0.3101
GSE185381,GSM5613759_2019-11-04-count-3,,LMPP_GMP,TRUE,994,994,29,0.0292,0.1026
GSE185381,GSM5613759_2019-11-04-count-3,,Mono_DC,TRUE,1109,1109,361,0.3255,0.0171
GSE185381,GSM5613759_2019-11-04-count-3,,Erythroid,TRUE,38,38,5,0.1316,0.1316
GSE185381,GSM5613759_2019-11-04-count-3,,Megakaryocyte,TRUE,0,0,0,,
GSE185381,GSM5613759_2019-11-04-count-3,,T_NK,TRUE,737,737,79,0.1072,0.1208
GSE185381,GSM5613759_2019-11-04-count-3,,B_Plasma,TRUE,381,381,3,0.0079,0.0026
GSE185381,GSM5613759_2019-11-04-count-3,,Stromal,FALSE,1,1,0,0,0
GSE185381,GSM5613759_2019-11-04-count-3,,Unassigned,FALSE,104,104,15,0.1442,0
GSE185381,GSM5613760_2019-11-19-count-1,,HSC_MPP,TRUE,75,75,0,0,0.12
GSE185381,GSM5613760_2019-11-19-count-1,,LMPP_GMP,TRUE,324,324,9,0.0278,0.0741
GSE185381,GSM5613760_2019-11-19-count-1,,Mono_DC,TRUE,5468,5468,2736,0.5004,0.0324
GSE185381,GSM5613760_2019-11-19-count-1,,Erythroid,TRUE,35,35,2,0.0571,0.0857
GSE185381,GSM5613760_2019-11-19-count-1,,Megakaryocyte,TRUE,4,4,2,0.5,0
GSE185381,GSM5613760_2019-11-19-count-1,,T_NK,TRUE,356,356,66,0.1854,0.0843
GSE185381,GSM5613760_2019-11-19-count-1,,B_Plasma,TRUE,881,881,5,0.0057,0.0034
GSE185381,GSM5613760_2019-11-19-count-1,,Stromal,FALSE,1,1,1,1,0
GSE185381,GSM5613760_2019-11-19-count-1,,Unassigned,FALSE,127,127,48,0.378,0
GSE185381,GSM5613761_2019-11-19-count-2,,HSC_MPP,TRUE,94,94,2,0.0213,0.2234
