gene,stratum,level,n_samples,median_pct_nonzero,p90_pct_nonzero,frac_samples_gt1pct,mean_lognorm,category
VIM,B_Plasma,bin,132,70.8207,93.5484,1,1.56147469873944,emt
CALR,B_Plasma,bin,132,52.74075,83.25356,1,0.876348479957474,megakaryocyte_fibrosis_axis
HIF1A,B_Plasma,bin,132,33.4098,62.24206,0.984848484848485,0.553301787091385,hypoxia
PLAC8,B_Plasma,bin,132,33.3333,54.5455,1,0.502614301481058,monocyte_marker
PGK1,B_Plasma,bin,132,31.4003,63.7148,1,0.455887408976777,hypoxia
LDHA,B_Plasma,bin,132,30.09435,65.1817,1,0.47886320598191,hypoxia
ZEB2,B_Plasma,bin,132,26.73165,57.88942,0.992424242424242,0.503869615706242,emt
TGFB1,B_Plasma,bin,132,24.88165,60.88285,0.977272727272727,0.367538840104419,profibrotic_cytokine_gf
SELL,B_Plasma,bin,132,18.05935,55.12601,0.992424242424242,0.402907162630631,monocyte_marker
TGFBR2,B_Plasma,bin,132,17.68025,35.70451,0.977272727272727,0.262662031822622,profibrotic_cytokine_gf
ZEB1,B_Plasma,bin,132,13.37005,54.6519200000001,0.984848484848485,0.255939049407148,emt
TIMP1,B_Plasma,bin,132,9.2229,40.6601,0.946969696969697,0.177867605897846,ecm_remodeling
PECAM1,B_Plasma,bin,132,8.5152,54.25788,0.977272727272727,0.185163645940671,msc_niche
S100A9,B_Plasma,bin,132,8.5132,49.94949,0.803030303030303,0.300156906301409,inflammatory_cytokine
SLC2A1,B_Plasma,bin,132,7.6597,15.7202,0.924242424242424,0.0924755256731052,hypoxia
S100A8,B_Plasma,bin,132,6.39055,31.478,0.795454545454545,0.207785309723452,inflammatory_cytokine
NDRG1,B_Plasma,bin,132,5.6431,30.10276,0.946969696969697,0.11001568670971,hypoxia
JAK2,B_Plasma,bin,132,5.46745,16.1893,0.924242424242424,0.0764794511612723,megakaryocyte_fibrosis_axis
TGFBR1,B_Plasma,bin,132,5.02335,26.52793,0.871212121212121,0.0894832989667185,profibrotic_cytokine_gf
TIMP2,B_Plasma,bin,132,4.89985,36.61114,0.848484848484848,0.110997510351689,ecm_remodeling
CD96,B_Plasma,bin,132,4.13815,14.75922,0.848484848484848,0.0854293003536811,nectin_target
BNIP3,B_Plasma,bin,132,3.9715,18.76195,0.901515151515152,0.0582910191222484,hypoxia
CXCL8,B_Plasma,bin,132,2.78365,21.11356,0.689393939393939,0.119269414758517,inflammatory_cytokine
CSF3R,B_Plasma,bin,132,2.515,9.48051,0.689393939393939,0.0488168748572705,monocyte_marker
CCL3,B_Plasma,bin,132,2.45525,9.04497,0.727272727272727,0.0664919281791535,inflammatory_cytokine
TAGLN,B_Plasma,bin,132,2.3374,8.08676,0.75,0.0347816757797304,msc_niche
SEPP1,B_Plasma,bin,28,2.1248,8.6957,0.642857142857143,0.041251789730084,macrophage_marker
RUNX2,B_Plasma,bin,132,1.9377,14.50881,0.666666666666667,0.0432962389130274,msc_niche
TNF,B_Plasma,bin,132,1.68285,10.21941,0.643939393939394,0.050058185888111,inflammatory_cytokine
VCAN,B_Plasma,bin,132,1.6808,7.70465,0.613636363636364,0.0423250657069907,monocyte_marker
MYH11,B_Plasma,bin,132,1.52125,5.76213,0.553030303030303,0.0224035585372135,msc_niche
IGF1,B_Plasma,bin,132,1.47875,29.25535,0.53030303030303,0.0780393751374141,profibrotic_cytokine_gf
IL18,B_Plasma,bin,132,1.44175,9.99364,0.590909090909091,0.0334774461553914,inflammatory_cytokine
VEGFA,B_Plasma,bin,132,1.3869,11.07842,0.568181818181818,0.0289303750922755,profibrotic_cytokine_gf
FCN1,B_Plasma,bin,132,1.32505,7.4141,0.537878787878788,0.0374156172739675,monocyte_marker
CCL4,B_Plasma,bin,132,1.18885,7.66906,0.53030303030303,0.0476319116489825,inflammatory_cytokine
IL6,B_Plasma,bin,132,0.99525,6.43802,0.5,0.0324258354264275,inflammatory_cytokine
CTGF,B_Plasma,bin,67,0.9474,7.99828,0.492537313432836,0.0234978543582494,profibrotic_cytokine_gf
ADM,B_Plasma,bin,132,0.9176,9.11313,0.477272727272727,0.0303280542989403,hypoxia
PLOD1,B_Plasma,bin,132,0.85855,7.22152,0.477272727272727,0.0155614227338428,ecm_remodeling
IL1B,B_Plasma,bin,132,0.82455,8.11107,0.477272727272727,0.039066857504236,inflammatory_cytokine
NLRP3,B_Plasma,bin,132,0.7943,4.10305,0.416666666666667,0.0145006546013997,inflammatory_cytokine
S100A12,B_Plasma,bin,132,0.77565,5.12384,0.446969696969697,0.0277561463832286,monocyte_marker
TIGIT,B_Plasma,bin,132,0.71085,3.94712,0.371212121212121,0.0143124981592086,nectin_target
HGF,B_Plasma,bin,132,0.59775,6.05006000000001,0.409090909090909,0.0221447615016658,profibrotic_cytokine_gf
CXCL2,B_Plasma,bin,132,0.55815,4.38046,0.333333333333333,0.0159300708367807,inflammatory_cytokine
ACTA2,B_Plasma,bin,132,0.51545,3.11464,0.333333333333333,0.0114561992207698,msc_niche
NECTIN1,B_Plasma,bin,113,0.5025,4.9261,0.389380530973451,0.0165754795958678,nectin_target
NECTIN2,B_Plasma,bin,113,0.4878,7.27938,0.36283185840708,0.0218026049626565,nectin_target
SPARC,B_Plasma,bin,132,0.4792,8.70831,0.401515151515151,0.0199283847108981,collagen_ecm_structural
SELENOP,B_Plasma,bin,113,0.4756,10.83958,0.353982300884956,0.0259189144639437,macrophage_marker
CD226,B_Plasma,bin,132,0.46395,4.12508,0.310606060606061,0.0106269581393655,nectin_target
COL1A1,B_Plasma,bin,132,0.4444,6.89187,0.378787878787879,0.0165587938423427,collagen_ecm_structural
OSM,B_Plasma,bin,132,0.4163,2.9412,0.325757575757576,0.0105448334583444,profibrotic_cytokine_gf
PDGFA,B_Plasma,bin,132,0.41425,7.98938,0.371212121212121,0.0288553349257694,profibrotic_cytokine_gf
MAF,B_Plasma,bin,132,0.38455,2.08276,0.295454545454545,0.00977058230198641,macrophage_marker
NFE2,B_Plasma,bin,132,0.3755,2.77399,0.340909090909091,0.0141352280715346,megakaryocyte_fibrosis_axis
CTSK,B_Plasma,bin,132,0.33465,1.79534,0.227272727272727,0.00751737463172486,ecm_remodeling
PVRL1,B_Plasma,bin,28,0.29645,2.32789,0.25,0.0057746627876009,nectin_target
ANGPT1,B_Plasma,bin,132,0.2721,3.36144,0.333333333333333,0.0160987135975653,msc_niche
STAB1,B_Plasma,bin,132,0.2232,2.96082,0.21969696969697,0.0106205682010842,macrophage_marker
TGFB3,B_Plasma,bin,132,0.2177,3.28257,0.25,0.00773692950409709,profibrotic_cytokine_gf
CCN2,B_Plasma,bin,65,0.2114,2.11304,0.230769230769231,0.0166279866167813,profibrotic_cytokine_gf
SNAI1,B_Plasma,bin,132,0.203,3.53723,0.310606060606061,0.00957105969226266,emt
BGLAP,B_Plasma,bin,132,0.17705,1.6293,0.166666666666667,0.00578319056319086,msc_niche
COL5A1,B_Plasma,bin,132,0.13655,14.4375,0.295454545454545,0.0348572194516915,collagen_ecm_structural
LTBP1,B_Plasma,bin,132,0.11965,6.11375000000001,0.295454545454545,0.0177185005799447,collagen_ecm_structural
LEPR,B_Plasma,bin,132,0.11365,4.65332,0.25,0.00889210269416115,msc_niche
FN1,B_Plasma,bin,132,0.10225,2.25605,0.196969696969697,0.00742224372822166,collagen_ecm_structural
SERPINH1,B_Plasma,bin,132,0.08775,2.06327,0.204545454545455,0.00761515360468518,ecm_remodeling
ITGA2B,B_Plasma,bin,132,0.0801,1.74141,0.196969696969697,0.0121602663409671,megakaryocyte_fibrosis_axis
COL1A2,B_Plasma,bin,132,0,2.29661,0.121212121212121,0.00633157939055168,collagen_ecm_structural
COL3A1,B_Plasma,bin,132,0,0.63408,0.0757575757575758,0.00239936367763896,collagen_ecm_structural
COL4A1,B_Plasma,bin,132,0,0.1832,0.0454545454545455,0.000546410946573223,collagen_ecm_structural
COL5A2,B_Plasma,bin,132,0,1.42509,0.106060606060606,0.00276589683422268,collagen_ecm_structural
COL6A1,B_Plasma,bin,132,0,4.43472,0.265151515151515,0.00743359436737607,collagen_ecm_structural
COL6A2,B_Plasma,bin,132,0,3.8762,0.227272727272727,0.00795609678726256,collagen_ecm_structural
COL6A3,B_Plasma,bin,132,0,5.99179000000001,0.272727272727273,0.0233916759021732,collagen_ecm_structural
COL11A1,B_Plasma,bin,132,0,0.11268,0.0151515151515152,0.000687864572470085,collagen_ecm_structural
LUM,B_Plasma,bin,132,0,0.892250000000001,0.0909090909090909,0.00295510947726004,collagen_ecm_structural
DCN,B_Plasma,bin,132,0,1.12514,0.136363636363636,0.00443371955470027,collagen_ecm_structural
POSTN,B_Plasma,bin,132,0,0,0.0151515151515152,0.000261393873067527,collagen_ecm_structural
BGN,B_Plasma,bin,132,0,0.492280000000001,0.0681818181818182,0.00119525769984577,collagen_ecm_structural
ELN,B_Plasma,bin,132,0,0.14949,0,0.000451038745832391,collagen_ecm_structural
FBN1,B_Plasma,bin,132,0,3.50541,0.242424242424242,0.00637181182789737,collagen_ecm_structural
MGP,B_Plasma,bin,132,0,2.21099,0.166666666666667,0.00854307199955572,collagen_ecm_structural
OGN,B_Plasma,bin,132,0,2.77980000000001,0.151515151515152,0.00366490273739889,collagen_ecm_structural
ASPN,B_Plasma,bin,132,0,1.58441,0.121212121212121,0.00266725789371934,collagen_ecm_structural
TNC,B_Plasma,bin,132,0,1.18832,0.113636363636364,0.00224595067209314,collagen_ecm_structural
LTBP2,B_Plasma,bin,132,0,1.44136,0.128787878787879,0.00260006155402845,collagen_ecm_structural
LOX,B_Plasma,bin,132,0,0.56877,0.0606060606060606,0.00154643228850724,ecm_remodeling
LOXL1,B_Plasma,bin,132,0,0.65679,0.0606060606060606,0.00181710575666164,ecm_remodeling
LOXL2,B_Plasma,bin,132,0,2.0053,0.166666666666667,0.00415116221977873,ecm_remodeling
PLOD2,B_Plasma,bin,132,0,1.64215,0.181818181818182,0.00314455523672309,ecm_remodeling
SERPINE1,B_Plasma,bin,132,0,2.42596,0.204545454545455,0.00924942890190434,ecm_remodeling
TIMP3,B_Plasma,bin,132,0,3.29024,0.25,0.00817436401094969,ecm_remodeling
MMP2,B_Plasma,bin,132,0,1.07404,0.106060606060606,0.00278058692626823,ecm_remodeling
MMP9,B_Plasma,bin,132,0,1.28122,0.136363636363636,0.00401560148988686,ecm_remodeling
MMP14,B_Plasma,bin,132,0,0.795560000000001,0.0757575757575758,0.00226088130628614,ecm_remodeling
ADAMTS1,B_Plasma,bin,132,0,1.30135,0.113636363636364,0.00209393986527045,ecm_remodeling
TGFB2,B_Plasma,bin,132,0,1.3158,0.181818181818182,0.00475867846472773,profibrotic_cytokine_gf
PDGFB,B_Plasma,bin,132,0,0.16034,0.0151515151515152,0.000353826567219757,profibrotic_cytokine_gf
PDGFRA,B_Plasma,bin,132,0,0.33771,0.0681818181818182,0.00116277240072557,profibrotic_cytokine_gf
PDGFRB,B_Plasma,bin,132,0,1.61251,0.143939393939394,0.00330147484478871,profibrotic_cytokine_gf
IGF2,B_Plasma,bin,132,0,1.29596,0.121212121212121,0.00742523725112853,profibrotic_cytokine_gf
FGF2,B_Plasma,bin,132,0,2.90507,0.242424242424242,0.00724983555387936,profibrotic_cytokine_gf
OSMR,B_Plasma,bin,132,0,1.05159,0.106060606060606,0.00185419578639388,profibrotic_cytokine_gf
IL11,B_Plasma,bin,132,0,0.25589,0.0757575757575758,0.00375170846990714,profibrotic_cytokine_gf
SPP1,B_Plasma,bin,132,0,2.35435,0.136363636363636,0.00523397150987307,profibrotic_cytokine_gf
IL10,B_Plasma,bin,132,0,0.80219,0.0833333333333333,0.00350048143858826,inflammatory_cytokine
IFNG,B_Plasma,bin,132,0,1.10046,0.106060606060606,0.00263591087515339,inflammatory_cytokine
CCL2,B_Plasma,bin,132,0,2.09324,0.181818181818182,0.00846072757380144,inflammatory_cytokine
CXCL1,B_Plasma,bin,132,0,0.561300000000001,0.0303030303030303,0.0018432862702983,inflammatory_cytokine
PF4,B_Plasma,bin,132,0,1.36449,0.136363636363636,0.00804694719852934,megakaryocyte_fibrosis_axis
PPBP,B_Plasma,bin,132,0,2.00919,0.204545454545455,0.0155242150046896,megakaryocyte_fibrosis_axis
VWF,B_Plasma,bin,132,0,0.9019,0.0909090909090909,0.00164198955502558,megakaryocyte_fibrosis_axis
GP9,B_Plasma,bin,132,0,1.34189,0.136363636363636,0.00296008090946426,megakaryocyte_fibrosis_axis
GATA1,B_Plasma,bin,132,0,1.08546,0.113636363636364,0.00495247991285164,megakaryocyte_fibrosis_axis
MPL,B_Plasma,bin,132,0,0.24062,0.0757575757575758,0.00433978501155914,megakaryocyte_fibrosis_axis
CXCL12,B_Plasma,bin,132,0,6.52525000000001,0.181818181818182,0.0161320923088212,msc_niche
KITLG,B_Plasma,bin,132,0,0.53216,0.053030303030303,0.00148849930990145,msc_niche
VCAM1,B_Plasma,bin,132,0,1.10162,0.121212121212121,0.00250212266182714,msc_niche
NES,B_Plasma,bin,132,0,0.47508,0.0303030303030303,0.00108914187014581,msc_niche
NGFR,B_Plasma,bin,132,0,0.772250000000001,0.0909090909090909,0.00281677551342667,msc_niche
SFRP2,B_Plasma,bin,132,0,0,0.0151515151515152,0.000224996921111653,msc_niche
SFRP4,B_Plasma,bin,132,0,0.4102,0.0833333333333333,0.00154494340912044,msc_niche
GREM1,B_Plasma,bin,132,0,1.64844,0.128787878787879,0.00674959839109543,msc_niche
FAP,B_Plasma,bin,132,0,0.577660000000001,0.0681818181818182,0.00104318912845141,msc_niche
SP7,B_Plasma,bin,132,0,0.22511,0.0227272727272727,0.00100093366990335,msc_niche
RGS5,B_Plasma,bin,132,0,2.55536,0.174242424242424,0.00537534602398578,msc_niche
CDH5,B_Plasma,bin,132,0,0.15151,0.00757575757575758,0.000283125290307972,msc_niche
EMCN,B_Plasma,bin,132,0,0.56901,0.0833333333333333,0.0018079098914548,msc_niche
EPAS1,B_Plasma,bin,132,0,7.10429,0.257575757575758,0.0130743591551111,hypoxia
CA9,B_Plasma,bin,132,0,0.11899,0.00757575757575758,0.00020396993098166,hypoxia
SNAI2,B_Plasma,bin,132,0,0.175,0.00757575757575758,0.000270312458193687,emt
TWIST1,B_Plasma,bin,132,0,0.26303,0.0227272727272727,0.000669013485702844,emt
CDH2,B_Plasma,bin,132,0,3.793,0.21969696969697,0.0114092366715651,emt
PVR,B_Plasma,bin,132,0,1.3005,0.113636363636364,0.00403022114166149,nectin_target
C1QA,B_Plasma,bin,132,0,0.81838,0.0909090909090909,0.00379393913413505,macrophage_marker
C1QB,B_Plasma,bin,132,0,0.59067,0.0606060606060606,0.0021995259466862,macrophage_marker
C1QC,B_Plasma,bin,132,0,0.2915,0.0454545454545455,0.00165923613004069,macrophage_marker
CD163,B_Plasma,bin,132,0,0.57861,0.053030303030303,0.00329336815760386,macrophage_marker
MRC1,B_Plasma,bin,132,0,1.07561,0.113636363636364,0.00288267896987807,macrophage_marker
VSIG4,B_Plasma,bin,132,0,0.15805,0.0227272727272727,0.000957692045874142,macrophage_marker
LYVE1,B_Plasma,bin,132,0,0.24047,0.0303030303030303,0.000463349275687967,macrophage_marker
CYR61,B_Plasma,bin,67,0,1.04308,0.104477611940299,0.00193897273964327,profibrotic_cytokine_gf
PVRL4,B_Plasma,bin,28,0,0,0,2.11994814306432e-05,nectin_target
PVRL2,B_Plasma,bin,28,0,1.74083,0.25,0.00711562279760695,nectin_target
PVRL3,B_Plasma,bin,28,0,0.53596,0.0714285714285714,0.00285547417565226,nectin_target
NECTIN4,B_Plasma,bin,113,0,0.07372,0.0265486725663717,0.000683951988623767,nectin_target
NECTIN3,B_Plasma,bin,113,0,2.65396,0.20353982300885,0.00535765184605168,nectin_target
CCN1,B_Plasma,bin,65,0,0,0.0615384615384615,0.00132125778831665,profibrotic_cytokine_gf
VIM,Erythroid,bin,139,90.3226,98.97908,1,2.16912464020769,emt
CALR,Erythroid,bin,139,80.814,96.77536,1,1.25574307796966,megakaryocyte_fibrosis_axis
ZEB2,Erythroid,bin,139,70.1493,91.85526,1,0.99283196560342,emt
LDHA,Erythroid,bin,139,68.0251,90.6356,1,0.87180575877147,hypoxia
PGK1,Erythroid,bin,139,64.0103,91.29814,1,0.773942485955429,hypoxia
TGFB1,Erythroid,bin,139,51.6854,80.07476,1,0.548620309660425,profibrotic_cytokine_gf
TIMP1,Erythroid,bin,139,50.9434,75.58724,0.985611510791367,0.550974384469328,ecm_remodeling
HIF1A,Erythroid,bin,139,44.0874,76.5611,1,0.512394716865614,hypoxia
PLAC8,Erythroid,bin,139,39.1304,74.51506,1,0.487889627574087,monocyte_marker
IL18,Erythroid,bin,139,35.8944,67.88568,0.964028776978417,0.343643283575057,inflammatory_cytokine
NFE2,Erythroid,bin,139,34.6154,77.50004,0.964028776978417,0.398865043604936,megakaryocyte_fibrosis_axis
ANGPT1,Erythroid,bin,139,30.4348,65.64388,0.964028776978417,0.40371292134355,msc_niche
IL1B,Erythroid,bin,139,27.2727,64.53158,0.97841726618705,0.347163730291673,inflammatory_cytokine
CXCL8,Erythroid,bin,139,23.5546,66.55992,0.956834532374101,0.646391978771109,inflammatory_cytokine
GATA1,Erythroid,bin,139,21.5517,59.87322,0.856115107913669,0.234328982519842,megakaryocyte_fibrosis_axis
SELL,Erythroid,bin,139,19.5122,45.42124,0.971223021582734,0.293286941127162,monocyte_marker
CSF3R,Erythroid,bin,139,17.9612,50,0.964028776978417,0.259811004405474,monocyte_marker
ITGA2B,Erythroid,bin,139,16.1765,60.34818,0.841726618705036,0.281923241718365,megakaryocyte_fibrosis_axis
BNIP3,Erythroid,bin,139,14.8438,37.64706,0.942446043165468,0.141584187742809,hypoxia
PECAM1,Erythroid,bin,139,13.2075,38.48274,0.949640287769784,0.161739260036219,msc_niche
NDRG1,Erythroid,bin,139,12.7273,29.4912,0.935251798561151,0.127854199299938,hypoxia
JAK2,Erythroid,bin,139,12.1739,32.7486,0.985611510791367,0.133496670853799,megakaryocyte_fibrosis_axis
NECTIN2,Erythroid,bin,121,11.8488,34.375,0.851239669421488,0.112024451311851,nectin_target
TGFBR2,Erythroid,bin,139,11.5385,30.50116,0.942446043165468,0.12165054118487,profibrotic_cytokine_gf
SLC2A1,Erythroid,bin,139,11.0714,41.51206,0.877697841726619,0.13261050534004,hypoxia
RUNX2,Erythroid,bin,139,10.8108,25.86556,0.956834532374101,0.120149249451399,msc_niche
TIMP2,Erythroid,bin,139,10.687,29.59604,0.906474820143885,0.123018681095116,ecm_remodeling
CXCL2,Erythroid,bin,139,10.6667,34.7826,0.920863309352518,0.202287588718767,inflammatory_cytokine
SEPP1,Erythroid,bin,23,10.1124,48.50792,0.869565217391304,0.254853264072935,macrophage_marker
TIMP3,Erythroid,bin,139,9.1236,40.0607,0.827338129496403,0.144996595402015,ecm_remodeling
ZEB1,Erythroid,bin,139,8.6957,34.7826,0.899280575539568,0.116974223712511,emt
PVRL2,Erythroid,bin,23,8.5714,29.3057,0.826086956521739,0.0990800597850619,nectin_target
SELENOP,Erythroid,bin,121,8.4112,40.9091,0.793388429752066,0.193958380484393,macrophage_marker
TGFBR1,Erythroid,bin,139,6.5217,26.087,0.892086330935252,0.0797749539651141,profibrotic_cytokine_gf
S100A9,Erythroid,bin,139,6.25,48.63026,0.733812949640288,0.212577982996427,inflammatory_cytokine
PVRL1,Erythroid,bin,23,5.9701,12.65702,0.782608695652174,0.0477814270408183,nectin_target
NECTIN1,Erythroid,bin,121,5.6927,25,0.785123966942149,0.0595446434514134,nectin_target
LTBP1,Erythroid,bin,139,4.4049,30.13606,0.755395683453237,0.129296133149963,collagen_ecm_structural
S100A8,Erythroid,bin,139,4.3478,34.62554,0.676258992805756,0.150765316661199,inflammatory_cytokine
SPARC,Erythroid,bin,139,4.1176,18.78502,0.726618705035971,0.0622831278921603,collagen_ecm_structural
LEPR,Erythroid,bin,139,4.0577,21.30902,0.776978417266187,0.0616745431739391,msc_niche
OSM,Erythroid,bin,139,3.8095,16.46298,0.741007194244604,0.0559579263995188,profibrotic_cytokine_gf
PLOD1,Erythroid,bin,139,3.7037,10.4187,0.784172661870504,0.0316232797250534,ecm_remodeling
NLRP3,Erythroid,bin,139,3.4294,15.51824,0.81294964028777,0.0492280014804679,inflammatory_cytokine
SERPINH1,Erythroid,bin,139,3.125,13.0435,0.726618705035971,0.0368163315501581,ecm_remodeling
ACTA2,Erythroid,bin,139,2.8986,11.80052,0.741007194244604,0.0388556522986411,msc_niche
VEGFA,Erythroid,bin,139,2.8594,24.3242,0.705035971223022,0.0616746514814522,profibrotic_cytokine_gf
FBN1,Erythroid,bin,139,2.8037,20.63722,0.683453237410072,0.056462403805711,collagen_ecm_structural
CD96,Erythroid,bin,139,2.3136,52.65754,0.633093525179856,0.165702597465427,nectin_target
HGF,Erythroid,bin,139,2.0833,9.69696000000001,0.611510791366906,0.0423516128837235,profibrotic_cytokine_gf
STAB1,Erythroid,bin,139,1.7544,8.59626,0.58273381294964,0.0362436150633218,macrophage_marker
VWF,Erythroid,bin,139,1.6129,9.35228,0.553956834532374,0.0359829854470716,megakaryocyte_fibrosis_axis
MYH11,Erythroid,bin,139,1.5957,11.56712,0.532374100719425,0.0253857390964875,msc_niche
PVR,Erythroid,bin,139,1.4493,4.95064,0.575539568345324,0.0154645037011241,nectin_target
MMP2,Erythroid,bin,139,1.4218,11.7308,0.525179856115108,0.0384892171168965,ecm_remodeling
CCL3,Erythroid,bin,139,1.1628,10.32224,0.517985611510791,0.0487183742271101,inflammatory_cytokine
PLOD2,Erythroid,bin,139,1.0638,25.24436,0.503597122302158,0.0479283601557214,ecm_remodeling
FCN1,Erythroid,bin,139,0.9524,7.61438,0.496402877697842,0.0291184817861671,monocyte_marker
GP9,Erythroid,bin,139,0.9346,7.3989,0.482014388489209,0.0190558028443833,megakaryocyte_fibrosis_axis
BGLAP,Erythroid,bin,139,0.9009,5.47472,0.467625899280576,0.0171653903433671,msc_niche
MAF,Erythroid,bin,139,0.9009,6.25,0.482014388489209,0.0222518969634253,macrophage_marker
SERPINE1,Erythroid,bin,139,0.8696,13.33556,0.474820143884892,0.0350711870999805,ecm_remodeling
TAGLN,Erythroid,bin,139,0.8547,5.8884,0.453237410071943,0.0285976698492451,msc_niche
VCAN,Erythroid,bin,139,0.8475,10.27408,0.460431654676259,0.0372683189455239,monocyte_marker
MPL,Erythroid,bin,139,0.7246,6.6152,0.460431654676259,0.0256352224805899,megakaryocyte_fibrosis_axis
CTSK,Erythroid,bin,139,0.6944,4.29812,0.438848920863309,0.0101677206290733,ecm_remodeling
COL5A1,Erythroid,bin,139,0.641,6.4697,0.438848920863309,0.0227007500771991,collagen_ecm_structural
CCL4,Erythroid,bin,139,0.5525,5.72624,0.359712230215827,0.0376012711326468,inflammatory_cytokine
SNAI1,Erythroid,bin,139,0.3731,5.41218,0.345323741007194,0.0145370010331894,emt
PDGFA,Erythroid,bin,139,0.1068,4.80242,0.309352517985612,0.0206350726863354,profibrotic_cytokine_gf
CXCL1,Erythroid,bin,139,0.1068,3.4483,0.323741007194245,0.0132038865513053,inflammatory_cytokine
EPAS1,Erythroid,bin,139,0.0746,6.3919,0.309352517985612,0.0188313223483923,hypoxia
CCN1,Erythroid,bin,71,0.0318,5.1282,0.253521126760563,0.0114517807834689,profibrotic_cytokine_gf
COL1A1,Erythroid,bin,139,0,0.5614,0.079136690647482,0.0100712100401248,collagen_ecm_structural
COL1A2,Erythroid,bin,139,0,0.12862,0.0719424460431655,0.0122334587296498,collagen_ecm_structural
COL3A1,Erythroid,bin,139,0,0.00884000000000013,0.0575539568345324,0.00480526843750279,collagen_ecm_structural
COL4A1,Erythroid,bin,139,0,0,0.0503597122302158,0.00130727285310499,collagen_ecm_structural
COL5A2,Erythroid,bin,139,0,1.1221,0.115107913669065,0.00401485310814845,collagen_ecm_structural
COL6A1,Erythroid,bin,139,0,5.82226,0.330935251798561,0.0188549094903336,collagen_ecm_structural
COL6A2,Erythroid,bin,139,0,5.806,0.287769784172662,0.0138443571520212,collagen_ecm_structural
COL6A3,Erythroid,bin,139,0,3.71564,0.18705035971223,0.0144043892807877,collagen_ecm_structural
COL11A1,Erythroid,bin,127,0,0,0.031496062992126,0.00804829280245193,collagen_ecm_structural
FN1,Erythroid,bin,139,0,2.42032,0.20863309352518,0.00837086820530327,collagen_ecm_structural
LUM,Erythroid,bin,139,0,1.21596,0.107913669064748,0.00915329270658527,collagen_ecm_structural
DCN,Erythroid,bin,139,0,0.0788800000000001,0.0647482014388489,0.0148366642172844,collagen_ecm_structural
POSTN,Erythroid,bin,139,0,0,0.0143884892086331,0.000982823345319859,collagen_ecm_structural
BGN,Erythroid,bin,139,0,0.02996,0.0719424460431655,0.00713873873497695,collagen_ecm_structural
ELN,Erythroid,bin,139,0,1.8801,0.172661870503597,0.00597840598450403,collagen_ecm_structural
MGP,Erythroid,bin,139,0,2.31988,0.151079136690647,0.0230174111178439,collagen_ecm_structural
OGN,Erythroid,bin,139,0,2.44854,0.194244604316547,0.00504386359644976,collagen_ecm_structural
ASPN,Erythroid,bin,139,0,1.38812,0.129496402877698,0.00413996980876253,collagen_ecm_structural
TNC,Erythroid,bin,139,0,0.25828,0.0431654676258993,0.00327441517800018,collagen_ecm_structural
LTBP2,Erythroid,bin,139,0,1.76388,0.129496402877698,0.00250919318315108,collagen_ecm_structural
LOX,Erythroid,bin,139,0,4.44994,0.330935251798561,0.0111794216276304,ecm_remodeling
LOXL1,Erythroid,bin,139,0,1.08448,0.107913669064748,0.00192202204875315,ecm_remodeling
LOXL2,Erythroid,bin,139,0,1.54394,0.115107913669065,0.00225285147148125,ecm_remodeling
MMP9,Erythroid,bin,139,0,0.40008,0.0215827338129496,0.00109746185393579,ecm_remodeling
MMP14,Erythroid,bin,139,0,2.09922,0.201438848920863,0.00543657329306187,ecm_remodeling
ADAMTS1,Erythroid,bin,139,0,5.5801,0.258992805755396,0.0208356064145488,ecm_remodeling
TGFB2,Erythroid,bin,139,0,0.55206,0.0503597122302158,0.00152930907724589,profibrotic_cytokine_gf
TGFB3,Erythroid,bin,139,0,2.15518,0.20863309352518,0.00425671589943109,profibrotic_cytokine_gf
PDGFB,Erythroid,bin,139,0,0.36674,0.0503597122302158,0.00135225906989558,profibrotic_cytokine_gf
PDGFRA,Erythroid,bin,139,0,0.38624,0.0431654676258993,0.00176333295215674,profibrotic_cytokine_gf
PDGFRB,Erythroid,bin,139,0,0.66548,0.079136690647482,0.00244123145256805,profibrotic_cytokine_gf
IGF1,Erythroid,bin,139,0,0.20362,0.0503597122302158,0.00305773751981047,profibrotic_cytokine_gf
IGF2,Erythroid,bin,139,0,0,0.0287769784172662,0.000749135944588055,profibrotic_cytokine_gf
FGF2,Erythroid,bin,139,0,0.60418,0.079136690647482,0.007194168060659,profibrotic_cytokine_gf
OSMR,Erythroid,bin,139,0,0.5032,0.0863309352517986,0.00165996594499978,profibrotic_cytokine_gf
IL11,Erythroid,bin,139,0,1.99106,0.179856115107914,0.00677396418257206,profibrotic_cytokine_gf
SPP1,Erythroid,bin,139,0,4.61654,0.237410071942446,0.0205886178691997,profibrotic_cytokine_gf
IL6,Erythroid,bin,139,0,0.72412,0.0719424460431655,0.00217875075224277,inflammatory_cytokine
TNF,Erythroid,bin,139,0,7.73278,0.287769784172662,0.0255209199447743,inflammatory_cytokine
IL10,Erythroid,bin,139,0,0.2532,0.0431654676258993,0.00185868479850941,inflammatory_cytokine
IFNG,Erythroid,bin,139,0,0.23736,0.0287769784172662,0.00204573907206583,inflammatory_cytokine
CCL2,Erythroid,bin,139,0,2.47622,0.136690647482014,0.00970281142019052,inflammatory_cytokine
PF4,Erythroid,bin,139,0,3.57784,0.223021582733813,0.0126403837759281,megakaryocyte_fibrosis_axis
