gene,stratum,level,n_samples,median_pct_nonzero,p90_pct_nonzero,frac_samples_gt1pct,mean_lognorm,category
PLOD1,Mono_DC,bin,175,6.3694,17.9738,0.937142857142857,0.0749693565154839,ecm_remodeling
OSM,Mono_DC,bin,175,5.9459,23.28694,0.817142857142857,0.102070627355935,profibrotic_cytokine_gf
SLC2A1,Mono_DC,bin,175,5.1163,22.74014,0.834285714285714,0.0741867890080826,hypoxia
HGF,Mono_DC,bin,175,4.918,14.40814,0.897142857142857,0.071401973836548,profibrotic_cytokine_gf
BNIP3,Mono_DC,bin,175,4.3103,15.87648,0.891428571428572,0.061215834082523,hypoxia
PVRL2,Mono_DC,bin,30,4.00935,22.4318,0.833333333333333,0.0913048910635503,nectin_target
TAGLN,Mono_DC,bin,175,3.861,10.34422,0.862857142857143,0.0520389604441661,msc_niche
TNF,Mono_DC,bin,175,3.7915,33.6368,0.817142857142857,0.15059671997672,inflammatory_cytokine
SPARC,Mono_DC,bin,175,2.9915,14.80064,0.731428571428571,0.0633987852678414,collagen_ecm_structural
ZEB1,Mono_DC,bin,175,2.5948,30.33336,0.737142857142857,0.102073909589755,emt
NECTIN1,Mono_DC,bin,154,2.4931,9.12942000000001,0.75974025974026,0.0333300517923872,nectin_target
CCL4,Mono_DC,bin,175,2.4,30.4218,0.691428571428571,0.228576991124539,inflammatory_cytokine
SNAI1,Mono_DC,bin,175,2.1186,15.41914,0.68,0.0455452747143696,emt
ACTA2,Mono_DC,bin,175,1.9737,6.84984,0.725714285714286,0.0299137547188003,msc_niche
C1QA,Mono_DC,bin,175,1.8789,14.87156,0.64,0.0960660426170108,macrophage_marker
PVR,Mono_DC,bin,175,1.8563,6.85032,0.657142857142857,0.0237974425650378,nectin_target
PVRL1,Mono_DC,bin,30,1.6148,6.06209000000001,0.666666666666667,0.0275011175679337,nectin_target
MAF,Mono_DC,bin,175,1.4085,6.66664,0.6,0.0341762078101812,macrophage_marker
LEPR,Mono_DC,bin,175,1.4032,5.86164,0.622857142857143,0.0233123349533395,msc_niche
CTSK,Mono_DC,bin,175,1.2087,3.3672,0.588571428571429,0.0151668468824134,ecm_remodeling
SERPINH1,Mono_DC,bin,175,1.0526,5.80588,0.514285714285714,0.0166787948131373,ecm_remodeling
MRC1,Mono_DC,bin,175,1.0142,10.30258,0.514285714285714,0.0545038658753512,macrophage_marker
CD96,Mono_DC,bin,175,1.0135,11.83898,0.502857142857143,0.0413571817880153,nectin_target
ANGPT1,Mono_DC,bin,175,0.9101,9.94368,0.474285714285714,0.0407436985648475,msc_niche
SELENOP,Mono_DC,bin,154,0.902,9.92458,0.474025974025974,0.0557795263654338,macrophage_marker
SEPP1,Mono_DC,bin,30,0.86965,9.58837,0.466666666666667,0.0415806315112402,macrophage_marker
IL10,Mono_DC,bin,175,0.8363,8.13242,0.468571428571429,0.0307386106175455,inflammatory_cytokine
CXCL1,Mono_DC,bin,175,0.823,8.55068,0.48,0.0484569298367581,inflammatory_cytokine
MYH11,Mono_DC,bin,175,0.7954,4.28898,0.451428571428571,0.0136720954735949,msc_niche
SERPINE1,Mono_DC,bin,175,0.7326,10.72188,0.434285714285714,0.0316386911088262,ecm_remodeling
BGLAP,Mono_DC,bin,175,0.6993,4.7619,0.394285714285714,0.0188311988299118,msc_niche
VSIG4,Mono_DC,bin,175,0.641,8.67986,0.405714285714286,0.0461415983965737,macrophage_marker
PPBP,Mono_DC,bin,175,0.5573,5.09748,0.354285714285714,0.0333389891566982,megakaryocyte_fibrosis_axis
CD226,Mono_DC,bin,175,0.5428,3.65998,0.382857142857143,0.0131419959039582,nectin_target
CCL2,Mono_DC,bin,175,0.4728,4.61374,0.377142857142857,0.0483684896892574,inflammatory_cytokine
MMP14,Mono_DC,bin,175,0.4651,4.6293,0.342857142857143,0.0150279876616007,ecm_remodeling
FN1,Mono_DC,bin,175,0.4545,4.20126,0.325714285714286,0.0237054027290088,collagen_ecm_structural
EPAS1,Mono_DC,bin,175,0.4509,4.21112,0.32,0.017234373290115,hypoxia
ITGA2B,Mono_DC,bin,175,0.4378,3.16982,0.302857142857143,0.0146834931891334,megakaryocyte_fibrosis_axis
C1QB,Mono_DC,bin,175,0.4263,5.83124,0.314285714285714,0.0467642415988708,macrophage_marker
PDGFA,Mono_DC,bin,175,0.3519,5.5372,0.354285714285714,0.0241223555719342,profibrotic_cytokine_gf
FBN1,Mono_DC,bin,175,0.2717,4.24458,0.257142857142857,0.0147039515492457,collagen_ecm_structural
MMP9,Mono_DC,bin,175,0.2556,5.08386,0.291428571428571,0.0728919046043254,ecm_remodeling
MMP2,Mono_DC,bin,175,0.2377,4.50888,0.274285714285714,0.0199736613736046,ecm_remodeling
NECTIN4,Mono_DC,bin,154,0.19875,1.74285,0.194805194805195,0.00606190524931545,nectin_target
PF4,Mono_DC,bin,175,0.1962,3.07116,0.222857142857143,0.0153164795478525,megakaryocyte_fibrosis_axis
IL6,Mono_DC,bin,175,0.1828,8.66868,0.285714285714286,0.0441340384797375,inflammatory_cytokine
C1QC,Mono_DC,bin,175,0.1827,3.79674,0.24,0.0281201775675336,macrophage_marker
PDGFRB,Mono_DC,bin,175,0.1446,1.33894,0.12,0.00471731300198155,profibrotic_cytokine_gf
COL6A3,Mono_DC,bin,175,0.1272,2.51338,0.177142857142857,0.0228538900750595,collagen_ecm_structural
VWF,Mono_DC,bin,175,0.1138,0.9396,0.0914285714285714,0.00375827585052749,megakaryocyte_fibrosis_axis
TGFB3,Mono_DC,bin,175,0.111,0.74258,0.0685714285714286,0.00254532668925727,profibrotic_cytokine_gf
NGFR,Mono_DC,bin,175,0.097,2.40226,0.188571428571429,0.0080773363262855,msc_niche
LTBP1,Mono_DC,bin,175,0.091,2.57192,0.165714285714286,0.0144837359112771,collagen_ecm_structural
LOXL2,Mono_DC,bin,175,0.091,0.81942,0.08,0.00235870064756941,ecm_remodeling
GREM1,Mono_DC,bin,175,0.0796,1.7081,0.154285714285714,0.006374314770791,msc_niche
GATA1,Mono_DC,bin,175,0.0768,1.3333,0.137142857142857,0.00503997975651447,megakaryocyte_fibrosis_axis
PVRL4,Mono_DC,bin,30,0.07385,1.7607,0.133333333333333,0.00429165937882295,nectin_target
SPP1,Mono_DC,bin,175,0.0665,2.68464,0.2,0.0147073040504009,profibrotic_cytokine_gf
RGS5,Mono_DC,bin,175,0.0332,0.82938,0.0914285714285714,0.0039070552262243,msc_niche
MGP,Mono_DC,bin,175,0.0297,1.15606,0.114285714285714,0.0122295693520172,collagen_ecm_structural
COL6A1,Mono_DC,bin,175,0.0255,1.55558,0.137142857142857,0.00759629676164093,collagen_ecm_structural
TGFB2,Mono_DC,bin,175,0.0255,0.7318,0.0457142857142857,0.00219019943501636,profibrotic_cytokine_gf
KITLG,Mono_DC,bin,175,0.0183,1.16428,0.102857142857143,0.00376934760712494,msc_niche
COL1A1,Mono_DC,bin,175,0,0.994439999999999,0.102857142857143,0.0096273164462933,collagen_ecm_structural
COL1A2,Mono_DC,bin,175,0,0.2549,0.0742857142857143,0.00951266014666074,collagen_ecm_structural
COL3A1,Mono_DC,bin,175,0,0.13868,0.0514285714285714,0.00451035900313488,collagen_ecm_structural
COL4A1,Mono_DC,bin,175,0,0.24064,0.0285714285714286,0.00173542685590576,collagen_ecm_structural
COL5A1,Mono_DC,bin,175,0,0.489,0.0571428571428571,0.00228382415998423,collagen_ecm_structural
COL5A2,Mono_DC,bin,175,0,0.496679999999999,0.0685714285714286,0.00226689606523927,collagen_ecm_structural
COL6A2,Mono_DC,bin,175,0,1.23986,0.114285714285714,0.00646549420534741,collagen_ecm_structural
COL11A1,Mono_DC,bin,167,0,0.13106,0.0419161676646707,0.00212600098825973,collagen_ecm_structural
LUM,Mono_DC,bin,175,0,0.0805,0.0628571428571429,0.00473075389497013,collagen_ecm_structural
DCN,Mono_DC,bin,175,0,0.58568,0.0914285714285714,0.00691495169756478,collagen_ecm_structural
POSTN,Mono_DC,bin,175,0,0,0,0.000127232890395655,collagen_ecm_structural
BGN,Mono_DC,bin,175,0,0.07856,0.0342857142857143,0.00164348414316472,collagen_ecm_structural
ELN,Mono_DC,bin,175,0,0.24568,0.04,0.00148359047108106,collagen_ecm_structural
OGN,Mono_DC,bin,175,0,0.60038,0.08,0.00262271437235057,collagen_ecm_structural
ASPN,Mono_DC,bin,175,0,0.24052,0.0628571428571429,0.00140986663196604,collagen_ecm_structural
TNC,Mono_DC,bin,175,0,0.29814,0.0342857142857143,0.00183708189549111,collagen_ecm_structural
LTBP2,Mono_DC,bin,175,0,0.550419999999999,0.0685714285714286,0.00206621418324856,collagen_ecm_structural
LOX,Mono_DC,bin,175,0,0.24038,0.0342857142857143,0.00133630779628572,ecm_remodeling
LOXL1,Mono_DC,bin,175,0,0.65224,0.0571428571428571,0.00194122892888151,ecm_remodeling
PLOD2,Mono_DC,bin,175,0,1.1113,0.108571428571429,0.00295300806200478,ecm_remodeling
TIMP3,Mono_DC,bin,175,0,1.48054,0.131428571428571,0.00638723196961768,ecm_remodeling
ADAMTS1,Mono_DC,bin,175,0,1.05194,0.108571428571429,0.0060935721366406,ecm_remodeling
PDGFB,Mono_DC,bin,175,0,2.3018,0.165714285714286,0.00950497072419168,profibrotic_cytokine_gf
PDGFRA,Mono_DC,bin,175,0,0.332,0.04,0.00138434027454226,profibrotic_cytokine_gf
IGF1,Mono_DC,bin,175,0,0.41318,0.04,0.00202452834973194,profibrotic_cytokine_gf
IGF2,Mono_DC,bin,175,0,0.0700199999999999,0.0171428571428571,0.00114688746294734,profibrotic_cytokine_gf
FGF2,Mono_DC,bin,175,0,0.21974,0.0114285714285714,0.000848949457471852,profibrotic_cytokine_gf
OSMR,Mono_DC,bin,175,0,0.34054,0.04,0.00172630174863991,profibrotic_cytokine_gf
IL11,Mono_DC,bin,175,0,0.93548,0.0857142857142857,0.00199516316563523,profibrotic_cytokine_gf
IFNG,Mono_DC,bin,175,0,0.50288,0.0742857142857143,0.00209169496354699,inflammatory_cytokine
GP9,Mono_DC,bin,175,0,0.73994,0.08,0.00330956566171257,megakaryocyte_fibrosis_axis
MPL,Mono_DC,bin,175,0,0.33004,0.0742857142857143,0.00274455595236007,megakaryocyte_fibrosis_axis
CXCL12,Mono_DC,bin,175,0,1.50058,0.114285714285714,0.0151200839568567,msc_niche
VCAM1,Mono_DC,bin,175,0,0.248579999999999,0.0628571428571429,0.00258234813081631,msc_niche
NES,Mono_DC,bin,175,0,0.09268,0,0.00051212861152806,msc_niche
SFRP2,Mono_DC,bin,175,0,0.0111599999999999,0.00571428571428571,0.000306626808673689,msc_niche
SFRP4,Mono_DC,bin,175,0,0.72522,0.0857142857142857,0.00478009102137991,msc_niche
FAP,Mono_DC,bin,175,0,0.13962,0.0285714285714286,0.000746004611149929,msc_niche
SP7,Mono_DC,bin,175,0,0.1148,0.0171428571428571,0.00077012353810282,msc_niche
CDH5,Mono_DC,bin,175,0,0.3632,0.0457142857142857,0.00160510168856172,msc_niche
EMCN,Mono_DC,bin,175,0,0.15152,0.0285714285714286,0.00135025364109409,msc_niche
CA9,Mono_DC,bin,175,0,0.18878,0.0228571428571429,0.00042544907260263,hypoxia
SNAI2,Mono_DC,bin,175,0,0,0.00571428571428571,0.000316995314338238,emt
TWIST1,Mono_DC,bin,175,0,0.86974,0.08,0.00359296078588265,emt
CDH2,Mono_DC,bin,175,0,0.4112,0.0685714285714286,0.00209538034110503,emt
TIGIT,Mono_DC,bin,175,0,0.3318,0.0342857142857143,0.00153573530335838,nectin_target
LYVE1,Mono_DC,bin,175,0,0.57224,0.0742857142857143,0.00629358013512579,macrophage_marker
CTGF,Mono_DC,bin,91,0,1.5532,0.120879120879121,0.00678655945120329,profibrotic_cytokine_gf
CYR61,Mono_DC,bin,91,0,0.5342,0.043956043956044,0.00229085510644156,profibrotic_cytokine_gf
PVRL3,Mono_DC,bin,30,0,0.14274,0.0333333333333333,0.000511988084942222,nectin_target
NECTIN3,Mono_DC,bin,154,0,0.286050000000001,0.025974025974026,0.00152537072707968,nectin_target
CCN2,Mono_DC,bin,84,0,0.966560000000001,0.107142857142857,0.0051769456903501,profibrotic_cytokine_gf
CCN1,Mono_DC,bin,84,0,0.3444,0.0357142857142857,0.00159245892297613,profibrotic_cytokine_gf
VIM,Stromal,bin,34,99.81455,100,1,3.8567506566545,emt
SEPP1,Stromal,bin,9,97.4886,100,1,2.93121027957957,macrophage_marker
SELENOP,Stromal,bin,25,78.9883,89.58624,1,1.0825848793942,macrophage_marker
CALR,Stromal,bin,34,77.0979,93.87047,1,1.30452523472851,megakaryocyte_fibrosis_axis
ZEB2,Stromal,bin,34,72.98545,90.31122,1,1.23748379745473,emt
TIMP1,Stromal,bin,34,72.3284,93.05102,1,1.11107067395835,ecm_remodeling
MGP,Stromal,bin,34,69.74475,89.28824,0.911764705882353,1.34011853159578,collagen_ecm_structural
EPAS1,Stromal,bin,34,68.4921,88.53114,1,0.968705817293817,hypoxia
LDHA,Stromal,bin,34,68.04115,86.06379,1,0.988716088052672,hypoxia
COL6A2,Stromal,bin,34,66.63355,90.18585,0.970588235294118,1.08800959105247,collagen_ecm_structural
DCN,Stromal,bin,34,65.00895,96.63722,0.735294117647059,1.38073392020447,collagen_ecm_structural
SPARC,Stromal,bin,34,62.99815,83.2678,0.941176470588235,0.783823107614803,collagen_ecm_structural
CXCL12,Stromal,bin,34,61.22165,99.94519,0.764705882352941,2.1598995098382,msc_niche
COL6A1,Stromal,bin,34,60.39125,89.7946,0.970588235294118,0.965469202523171,collagen_ecm_structural
TIMP2,Stromal,bin,34,58.61675,70.67436,1,0.677376405010506,ecm_remodeling
FBN1,Stromal,bin,34,58.2224,89.39183,0.852941176470588,0.995385394567865,collagen_ecm_structural
COL1A2,Stromal,bin,34,57.66515,92.4889,0.735294117647059,1.09379032650677,collagen_ecm_structural
TAGLN,Stromal,bin,34,57.311,79.87435,1,1.03693147051499,msc_niche
HIF1A,Stromal,bin,34,55.71365,83.32066,1,0.799965001280089,hypoxia
CTGF,Stromal,bin,23,54.7665,79.36714,0.91304347826087,1.21718461103914,profibrotic_cytokine_gf
LUM,Stromal,bin,34,54.35585,90.53012,0.735294117647059,1.03064037239929,collagen_ecm_structural
TGFBR2,Stromal,bin,34,53.20945,75.71531,1,0.725264671000846,profibrotic_cytokine_gf
FN1,Stromal,bin,34,51.8227,78.75996,0.852941176470588,0.860855791900569,collagen_ecm_structural
VCAN,Stromal,bin,34,49.97795,97.12053,0.852941176470588,1.5065924676375,monocyte_marker
COL3A1,Stromal,bin,34,49.5587,81.04992,0.735294117647059,0.834925124005727,collagen_ecm_structural
LEPR,Stromal,bin,34,49.07805,98.27565,1,1.44365297914428,msc_niche
PDGFRB,Stromal,bin,34,49.04425,69.05379,0.852941176470588,0.572659849592712,profibrotic_cytokine_gf
BGN,Stromal,bin,34,47.63865,60.95987,0.735294117647059,0.52188386089054,collagen_ecm_structural
PGK1,Stromal,bin,34,45.2681,82.98357,1,0.558096635854452,hypoxia
VCAM1,Stromal,bin,34,44.9058,96.69813,0.705882352941177,1.13234714885511,msc_niche
NDRG1,Stromal,bin,34,44.60965,67.58881,1,0.595838135537082,hypoxia
MMP2,Stromal,bin,34,44.2179,57.8472,0.941176470588235,0.497860865267653,ecm_remodeling
ANGPT1,Stromal,bin,34,43.3082,81.8606,0.941176470588235,0.77970115502417,msc_niche
PDGFRA,Stromal,bin,34,42.9967,69.46395,0.882352941176471,0.549929811415072,profibrotic_cytokine_gf
TGFB1,Stromal,bin,34,42.4763,90.86075,1,0.61478140316129,profibrotic_cytokine_gf
TIMP3,Stromal,bin,34,42.40305,71.52448,0.823529411764706,0.697371420893034,ecm_remodeling
OSMR,Stromal,bin,34,42.3287,73.27939,0.764705882352941,0.589019129269695,profibrotic_cytokine_gf
LTBP2,Stromal,bin,34,40.96485,72.75452,0.735294117647059,0.584578360276054,collagen_ecm_structural
ZEB1,Stromal,bin,34,40.4692,70.74792,1,0.504171717775578,emt
COL1A1,Stromal,bin,34,39.89975,80.61925,0.852941176470588,0.686665889741111,collagen_ecm_structural
KITLG,Stromal,bin,34,39.77705,74.8812,0.882352941176471,0.579011345276662,msc_niche
CYR61,Stromal,bin,23,39.5288,55.40024,0.91304347826087,0.632518509449463,profibrotic_cytokine_gf
NECTIN2,Stromal,bin,25,38.7089,54.55404,0.96,0.348252816659481,nectin_target
TNC,Stromal,bin,34,38.23245,80.7816,0.764705882352941,0.821215239305569,collagen_ecm_structural
PVRL2,Stromal,bin,9,37.4384,47.71486,1,0.526598051621341,nectin_target
SERPINH1,Stromal,bin,34,32.44045,58.41553,0.911764705882353,0.396023417411878,ecm_remodeling
ADAMTS1,Stromal,bin,34,30.9558,53.77703,0.794117647058824,0.495934377356181,ecm_remodeling
COL6A3,Stromal,bin,34,29.95325,72.28886,0.852941176470588,0.547478477632181,collagen_ecm_structural
CCL2,Stromal,bin,34,29.51565,53.54627,0.823529411764706,0.559105634058091,inflammatory_cytokine
MAF,Stromal,bin,34,29.47125,43.41333,0.941176470588235,0.277684231974042,macrophage_marker
TGFBR1,Stromal,bin,34,28.0394,48.50451,1,0.270969709549576,profibrotic_cytokine_gf
PLOD2,Stromal,bin,34,27.1965,55.01937,0.676470588235294,0.373315121709828,ecm_remodeling
VEGFA,Stromal,bin,34,26.4659,44.81917,0.970588235294118,0.361238773060689,profibrotic_cytokine_gf
JAK2,Stromal,bin,34,26.4056,53.98246,0.941176470588235,0.320365855929613,megakaryocyte_fibrosis_axis
COL5A1,Stromal,bin,34,25.31755,50.1794,0.764705882352941,0.285709147603611,collagen_ecm_structural
CXCL2,Stromal,bin,34,25.1713,70.58884,1,0.689079303820341,inflammatory_cytokine
BNIP3,Stromal,bin,34,25.0242,34.9307,0.970588235294118,0.228327000587594,hypoxia
RUNX2,Stromal,bin,34,24.0654,61.91312,1,0.483237531542687,msc_niche
CXCL8,Stromal,bin,34,23.7007,96.22343,1,1.05147950687257,inflammatory_cytokine
COL5A2,Stromal,bin,34,22.78065,60.95641,0.735294117647059,0.402395586013612,collagen_ecm_structural
COL4A1,Stromal,bin,34,22.093,47.84344,0.764705882352941,0.312884221430403,collagen_ecm_structural
TWIST1,Stromal,bin,34,20.1164,39.68617,0.823529411764706,0.24215295318803,emt
MMP14,Stromal,bin,34,19.9662,33.21306,0.911764705882353,0.20352933475078,ecm_remodeling
SNAI2,Stromal,bin,34,19.93765,40.59196,0.676470588235294,0.252754614289858,emt
CTSK,Stromal,bin,34,17.7396,42.17563,0.882352941176471,0.23343334445564,ecm_remodeling
LOX,Stromal,bin,34,17.0301,35.28937,0.823529411764706,0.189626678868998,ecm_remodeling
NGFR,Stromal,bin,34,16.27955,29.95911,0.764705882352941,0.183218129779093,msc_niche
SNAI1,Stromal,bin,34,14.43075,25,0.970588235294118,0.143966726551091,emt
ADM,Stromal,bin,34,14.1233,38.8955,0.882352941176471,0.260116032354791,hypoxia
HGF,Stromal,bin,34,14.03505,28.53148,0.882352941176471,0.16129750263038,profibrotic_cytokine_gf
PDGFA,Stromal,bin,34,11.3975,51.12903,0.941176470588235,0.249500354985048,profibrotic_cytokine_gf
PECAM1,Stromal,bin,34,11.2039,29.31695,0.794117647058824,0.159720892666632,msc_niche
LOXL2,Stromal,bin,34,10.63795,30.98095,0.794117647058824,0.150482904278835,ecm_remodeling
ACTA2,Stromal,bin,34,10.56605,36.52037,0.882352941176471,0.272488636960984,msc_niche
LTBP1,Stromal,bin,34,10.2146,58.26161,0.823529411764706,0.329809785029424,collagen_ecm_structural
SERPINE1,Stromal,bin,34,9.9958,37.38574,0.970588235294118,0.201864201069533,ecm_remodeling
COL11A1,Stromal,bin,34,9.53745,27.35608,0.647058823529412,0.160282955183963,collagen_ecm_structural
PLOD1,Stromal,bin,34,9.0307,17.7843,0.823529411764706,0.0778868876645783,ecm_remodeling
LOXL1,Stromal,bin,34,8.79615,19.7148,0.823529411764706,0.102128024659639,ecm_remodeling
NECTIN3,Stromal,bin,25,8.3333,25.94242,0.72,0.112038883121261,nectin_target
SFRP4,Stromal,bin,34,7.9799,26.02413,0.764705882352941,0.194616954945469,msc_niche
NECTIN1,Stromal,bin,25,7.6923,13.07392,0.92,0.0622725288863864,nectin_target
PVRL3,Stromal,bin,9,6.5445,9.48386,1,0.090734921090646,nectin_target
SLC2A1,Stromal,bin,34,6.3466,12.92588,0.882352941176471,0.0561764765539622,hypoxia
S100A9,Stromal,bin,34,6.2183,22.13877,0.823529411764706,0.141508750801926,inflammatory_cytokine
CDH5,Stromal,bin,34,6.03385,16.45396,0.676470588235294,0.0808409889281236,msc_niche
EMCN,Stromal,bin,34,5.87575,20.87244,0.647058823529412,0.131971310709768,msc_niche
IGF1,Stromal,bin,34,4.65365,26.33117,0.705882352941177,0.134849722681885,profibrotic_cytokine_gf
PLAC8,Stromal,bin,34,4.3295,53.92048,1,0.156975799724405,monocyte_marker
CSF3R,Stromal,bin,34,4.21985,39.54785,0.705882352941177,0.145574462036404,monocyte_marker
PVR,Stromal,bin,34,4.05075,10.70789,0.764705882352941,0.0376849676796726,nectin_target
IL6,Stromal,bin,34,3.65485,16.64188,0.647058823529412,0.100610905037121,inflammatory_cytokine
IL18,Stromal,bin,34,3.6041,65.62602,0.911764705882353,0.155285672139207,inflammatory_cytokine
CCL3,Stromal,bin,34,3.48255,26.58098,0.882352941176471,0.147957556002656,inflammatory_cytokine
STAB1,Stromal,bin,34,3.20545,40.65606,0.676470588235294,0.0748388302368961,macrophage_marker
MYH11,Stromal,bin,34,3.1746,20.02491,0.588235294117647,0.139818188927003,msc_niche
BGLAP,Stromal,bin,34,3.12135,23.14032,0.617647058823529,0.124087158240975,msc_niche
VWF,Stromal,bin,34,2.8629,17.92415,0.558823529411765,0.0991818969979289,megakaryocyte_fibrosis_axis
TGFB3,Stromal,bin,34,2.80135,14.76493,0.705882352941177,0.047140323442266,profibrotic_cytokine_gf
S100A8,Stromal,bin,34,2.5838,19.78143,0.647058823529412,0.111277496915978,inflammatory_cytokine
SELL,Stromal,bin,34,2.47565,38.64517,0.647058823529412,0.10328606711299,monocyte_marker
ELN,Stromal,bin,34,2.4673,12.54691,0.617647058823529,0.0497413417420555,collagen_ecm_structural
IL1B,Stromal,bin,34,2.42425,35.86177,0.647058823529412,0.180408847181033,inflammatory_cytokine
CD96,Stromal,bin,34,2.21735,34.00853,0.647058823529412,0.0596142145275593,nectin_target
CXCL1,Stromal,bin,34,2.1846,10.31251,0.764705882352941,0.0749764711548416,inflammatory_cytokine
CCN1,Stromal,bin,11,2.0833,12.5,0.545454545454545,0.132853456439388,profibrotic_cytokine_gf
SPP1,Stromal,bin,34,2.07095,18.66682,0.558823529411765,0.156504010235594,profibrotic_cytokine_gf
FAP,Stromal,bin,34,2.03535,11.93141,0.588235294117647,0.0442783626259634,msc_niche
PVRL1,Stromal,bin,9,1.8692,4.17456,1,0.0319773376448438,nectin_target
MRC1,Stromal,bin,34,1.2966,14.85675,0.5,0.0809644800722156,macrophage_marker
PDGFB,Stromal,bin,34,1.29215,8.52834,0.5,0.0307955660472635,profibrotic_cytokine_gf
NLRP3,Stromal,bin,34,1.10075,25,0.558823529411765,0.112697855350584,inflammatory_cytokine
CCL4,Stromal,bin,34,1.06975,26.46168,0.529411764705882,0.118043083719724,inflammatory_cytokine
CDH2,Stromal,bin,34,1.00205,12.67687,0.5,0.0502454782444979,emt
OSM,Stromal,bin,34,0.94225,14.25,0.441176470588235,0.0293441756371231,profibrotic_cytokine_gf
TGFB2,Stromal,bin,34,0.9074,13.44198,0.5,0.0540740788561199,profibrotic_cytokine_gf
NES,Stromal,bin,34,0.80435,16.68333,0.470588235294118,0.0515766335146867,msc_niche
ITGA2B,Stromal,bin,34,0.76445,6.04933,0.5,0.0129525198355674,megakaryocyte_fibrosis_axis
CD226,Stromal,bin,34,0.72125,2.8899,0.441176470588235,0.00977854461529065,nectin_target
FCN1,Stromal,bin,34,0.63375,4.38558,0.382352941176471,0.0196872066268711,monocyte_marker
NFE2,Stromal,bin,34,0.54635,33.10605,0.441176470588235,0.0737643979732584,megakaryocyte_fibrosis_axis
TNF,Stromal,bin,34,0.43555,38.29544,0.323529411764706,0.146438836475785,inflammatory_cytokine
RGS5,Stromal,bin,34,0.4177,18.21512,0.411764705882353,0.155448710381048,msc_niche
PF4,Stromal,bin,34,0.33935,2.64863,0.294117647058824,0.00815553701687214,megakaryocyte_fibrosis_axis
GREM1,Stromal,bin,34,0.3387,1.90165,0.235294117647059,0.0135681991567369,msc_niche
POSTN,Stromal,bin,34,0.33595,3.68148,0.264705882352941,0.0164900028728386,collagen_ecm_structural
ASPN,Stromal,bin,34,0.25545,8.07568,0.382352941176471,0.0350213810338166,collagen_ecm_structural
FGF2,Stromal,bin,34,0.25545,8.74183,0.411764705882353,0.0286943266084464,profibrotic_cytokine_gf
S100A12,Stromal,bin,34,0.19315,4.08779,0.352941176470588,0.0188540248400543,monocyte_marker
OGN,Stromal,bin,34,0.1868,9.9495,0.441176470588235,0.0370653277883975,collagen_ecm_structural
PPBP,Stromal,bin,34,0.18055,2.07845,0.235294117647059,0.00803708484531444,megakaryocyte_fibrosis_axis
MMP9,Stromal,bin,34,0.167,3.03942,0.235294117647059,0.0113115309552547,ecm_remodeling
C1QA,Stromal,bin,34,0.15695,0.69513,0.0882352941176471,0.00341273340202804,macrophage_marker
IL11,Stromal,bin,34,0.12335,10.57558,0.323529411764706,0.0270098881696355,profibrotic_cytokine_gf
NECTIN4,Stromal,bin,25,0.0288,0.849520000000001,0.12,0.00168411289897005,nectin_target
C1QB,Stromal,bin,34,0.02645,0.45908,0.0294117647058824,0.00186917079436288,macrophage_marker
IGF2,Stromal,bin,34,0,80.98215,0.382352941176471,0.392795897899835,profibrotic_cytokine_gf
IL10,Stromal,bin,34,0,1.91135,0.147058823529412,0.0037004016108968,inflammatory_cytokine
IFNG,Stromal,bin,34,0,0.08862,0.0294117647058824,0.00165151984087222,inflammatory_cytokine
GP9,Stromal,bin,34,0,0.86657,0.0882352941176471,0.00233993519143929,megakaryocyte_fibrosis_axis
GATA1,Stromal,bin,34,0,0.67721,0.0588235294117647,0.00194446074667394,megakaryocyte_fibrosis_axis
MPL,Stromal,bin,34,0,0.79357,0.0882352941176471,0.00162569183254468,megakaryocyte_fibrosis_axis
SFRP2,Stromal,bin,34,0,6.76282,0.176470588235294,0.0269349243341366,msc_niche
SP7,Stromal,bin,34,0,5.66815,0.352941176470588,0.0149245988617021,msc_niche
CA9,Stromal,bin,34,0,0.82118,0.0882352941176471,0.00184441524074144,hypoxia
TIGIT,Stromal,bin,34,0,0.62487,0.0294117647058824,0.00135435880568909,nectin_target
C1QC,Stromal,bin,34,0,0.27467,0,0.00084678412017028,macrophage_marker
CD163,Stromal,bin,34,0,0.2005,0.0294117647058824,0.00290271843637565,macrophage_marker
VSIG4,Stromal,bin,34,0,0.14252,0.0294117647058824,0.00208793861825517,macrophage_marker
LYVE1,Stromal,bin,34,0,5.98587,0.352941176470588,0.0161569068288583,macrophage_marker
PVRL4,Stromal,bin,9,0,0.209139999999999,0,0.000962882435650834,nectin_target
CCN2,Stromal,bin,11,0,10,0.272727272727273,0.102138124920547,profibrotic_cytokine_gf
VIM,T_NK,bin,188,82.8956,96.11697,1,1.95661490326371,emt
LDHA,T_NK,bin,188,55.4964,86.62149,1,1.0064215623632,hypoxia
CALR,T_NK,bin,188,53.20295,78.72649,1,0.946660511518433,megakaryocyte_fibrosis_axis
TGFB1,T_NK,bin,188,50.2672,84.49398,1,0.896270391565748,profibrotic_cytokine_gf
PGK1,T_NK,bin,188,43.32695,76.63792,1,0.690050815785589,hypoxia
PLAC8,T_NK,bin,188,40.7872,67.8571,1,0.691859510996288,monocyte_marker
