arm_frac_min,arm_event_min,subclone_mal_min,n_Dg,n_Healthy,ck_Dg,ck_Healthy,ck_healthy_fpr,p17_Dg,p17_Healthy,p17_healthy_fpr,ck_auc_Dg_vs_H
0.8,2,0,73,26,63,21,0.807692307692308,5,0,0,0.455216016859852
0.8,2,0.5,73,26,41,16,0.615384615384615,4,0,0,0.473129610115912
0.8,2,0.8,73,26,26,10,0.384615384615385,3,0,0,0.473919915700738
0.8,3,0,73,26,50,20,0.769230769230769,5,0,0,0.455216016859852
0.8,3,0.5,73,26,39,15,0.576923076923077,4,0,0,0.473129610115912
0.8,3,0.8,73,26,22,10,0.384615384615385,3,0,0,0.473919915700738
0.8,4,0,73,26,43,19,0.730769230769231,5,0,0,0.455216016859852
0.8,4,0.5,73,26,34,13,0.5,4,0,0,0.473129610115912
0.8,4,0.8,73,26,21,10,0.384615384615385,3,0,0,0.473919915700738
0.8,5,0,73,26,35,17,0.653846153846154,5,0,0,0.455216016859852
0.8,5,0.5,73,26,27,12,0.461538461538462,4,0,0,0.473129610115912
0.8,5,0.8,73,26,20,10,0.384615384615385,3,0,0,0.473919915700738
0.9,2,0,73,26,59,21,0.807692307692308,5,0,0,0.435194942044257
0.9,2,0.5,73,26,38,16,0.615384615384615,3,0,0,0.454689146469968
0.9,2,0.8,73,26,23,10,0.384615384615385,2,0,0,0.460748155953635
0.9,3,0,73,26,46,19,0.730769230769231,5,0,0,0.435194942044257
0.9,3,0.5,73,26,36,14,0.538461538461538,3,0,0,0.454689146469968
0.9,3,0.8,73,26,22,10,0.384615384615385,2,0,0,0.460748155953635
0.9,4,0,73,26,39,17,0.653846153846154,5,0,0,0.435194942044257
0.9,4,0.5,73,26,29,13,0.5,3,0,0,0.454689146469968
0.9,4,0.8,73,26,21,10,0.384615384615385,2,0,0,0.460748155953635
0.9,5,0,73,26,30,16,0.615384615384615,5,0,0,0.435194942044257
0.9,5,0.5,73,26,24,12,0.461538461538462,3,0,0,0.454689146469968
0.9,5,0.8,73,26,18,10,0.384615384615385,2,0,0,0.460748155953635
0.95,2,0,73,26,59,21,0.807692307692308,5,0,0,0.431243414120126
0.95,2,0.5,73,26,38,16,0.615384615384615,3,0,0,0.443097997892518
0.95,2,0.8,73,26,22,10,0.384615384615385,2,0,0,0.449157007376185
0.95,3,0,73,26,44,19,0.730769230769231,5,0,0,0.431243414120126
0.95,3,0.5,73,26,35,14,0.538461538461538,3,0,0,0.443097997892518
0.95,3,0.8,73,26,22,10,0.384615384615385,2,0,0,0.449157007376185
0.95,4,0,73,26,38,17,0.653846153846154,5,0,0,0.431243414120126
0.95,4,0.5,73,26,28,13,0.5,3,0,0,0.443097997892518
0.95,4,0.8,73,26,20,10,0.384615384615385,2,0,0,0.449157007376185
0.95,5,0,73,26,29,15,0.576923076923077,5,0,0,0.431243414120126
0.95,5,0.5,73,26,23,12,0.461538461538462,3,0,0,0.443097997892518
0.95,5,0.8,73,26,17,10,0.384615384615385,2,0,0,0.449157007376185
