tier,hierarchy_bin,gene,logFC_discovery,q_discovery,sign_discovery
primary,Mono_DC,DKK2,2.82966847871167,0.038169686535939,1
primary,Mono_DC,PRDX2,-1.06969287696288,0.0422625981784504,-1
primary,Mono_DC,ACOX2,-1.20014325605129,0.0428863687720451,-1
primary,Mono_DC,LBH,1.1391256125262,0.0464522267566224,1
primary,T_NK,AC007952.4,-1.90979528944165,0.000112399459287549,-1
primary,B_Plasma,MME,-3.82185961675541,1.46909869771502e-06,-1
primary,B_Plasma,VPREB1,-4.49242307550167,0.000179563940670855,-1
primary,B_Plasma,ADAM23,-3.11354668213865,0.000510360154022293,-1
primary,B_Plasma,LEF1,-2.27765038578213,0.000717481138633628,-1
primary,B_Plasma,IGLL1,-2.88911170562294,0.00229483808394286,-1
primary,B_Plasma,DNTT,-3.92806727806565,0.00252579885144425,-1
primary,B_Plasma,WASF1,-2.11181607593444,0.00449840024480201,-1
primary,B_Plasma,CCDC191,-1.77690842800355,0.00759206778824168,-1
primary,B_Plasma,AC007952.4,-1.22603770065389,0.00759206778824168,-1
primary,B_Plasma,ZNF441,-1.0553597362293,0.00759206778824168,-1
primary,B_Plasma,HRK,-1.77934363125357,0.00783083176221807,-1
primary,B_Plasma,AKAP12,-2.47679981554245,0.010307559524875,-1
primary,B_Plasma,ADGRE5,1.21148708052541,0.0108809415478782,1
primary,B_Plasma,APBB2,-1.87193184669904,0.0113304509925119,-1
primary,B_Plasma,BMP3,-2.61259140627944,0.0118528776767981,-1
primary,B_Plasma,HCK,-1.36612841896961,0.0118528776767981,-1
primary,B_Plasma,HYPK,1.06702347962201,0.0118528776767981,1
primary,B_Plasma,REXO2,-1.03845723374062,0.0118528776767981,-1
primary,B_Plasma,PCDH9,-1.77567862656767,0.0147854990845197,-1
primary,B_Plasma,IGLV7-43,-2.50524455936402,0.0176841679921661,-1
primary,B_Plasma,ACSM3,-1.52618329926628,0.0206483121728008,-1
primary,B_Plasma,CMTM7,-1.18178705278968,0.0206483121728008,-1
primary,B_Plasma,KLHL14,-1.04992237766154,0.0228382119074002,-1
primary,B_Plasma,ARPP21,-2.91655573042139,0.0236451517727146,-1
primary,B_Plasma,SMAD1,-2.27586508640776,0.0236451517727146,-1
primary,B_Plasma,GBP2,1.21013263908222,0.0251798329904682,1
primary,B_Plasma,CFAP73,-2.37143163230279,0.0265254935613664,-1
primary,B_Plasma,SDHAF3,-1.08762306769265,0.0265254935613664,-1
secondary,LMPP_GMP,HOXB3,4.17083220612034,2.58714003426046e-05,1
secondary,LMPP_GMP,HOXB-AS3,5.36936636998594,0.000188126289967536,1
secondary,LMPP_GMP,TMIGD2,-4.3543810308301,0.000218340754571259,-1
secondary,LMPP_GMP,HOXA3,2.95792521284478,0.000389257725052664,1
secondary,LMPP_GMP,TRH,-4.4322569377393,0.000678385245571214,-1
secondary,LMPP_GMP,CD48,-4.07123558957399,0.000678385245571214,-1
secondary,LMPP_GMP,HOXB6,3.47953649732047,0.000678385245571214,1
secondary,LMPP_GMP,PBX3,2.64032050197749,0.000678385245571214,1
secondary,LMPP_GMP,MEIS1,2.45112674560643,0.000678385245571214,1
secondary,LMPP_GMP,TUSC1,-4.39695671351279,0.000753716045511849,-1
secondary,LMPP_GMP,GNG2,-3.46604496279275,0.000777513451921976,-1
secondary,LMPP_GMP,APP,-6.21239124484106,0.000946856233439164,-1
secondary,LMPP_GMP,DSG2,-4.76620204585749,0.000946856233439164,-1
secondary,LMPP_GMP,CLDN10,-4.13223643483727,0.00105045267501381,-1
secondary,LMPP_GMP,BAHCC1,1.86044372117038,0.00146033885683158,1
secondary,LMPP_GMP,CCDC152,-4.96669088539627,0.00184627644861378,-1
secondary,LMPP_GMP,TRBC2,-4.55100886134351,0.00184627644861378,-1
secondary,LMPP_GMP,UGT3A2,-4.32098061239685,0.00184627644861378,-1
secondary,LMPP_GMP,BEND4,-4.11828534223473,0.00184627644861378,-1
secondary,LMPP_GMP,ANKRD18A,-3.53860857514874,0.00184627644861378,-1
secondary,LMPP_GMP,KIAA1211,-3.52335567050396,0.00184627644861378,-1
secondary,LMPP_GMP,HIST1H2BD,3.2072524601315,0.00184627644861378,1
secondary,LMPP_GMP,HPGDS,-2.99771023913122,0.00184627644861378,-1
secondary,LMPP_GMP,NFIA,-2.55088919239196,0.00184627644861378,-1
secondary,LMPP_GMP,HOXB4,2.48282378865153,0.00184627644861378,1
secondary,LMPP_GMP,HOTAIRM1,2.3741806945104,0.00184627644861378,1
secondary,LMPP_GMP,HOXA9,2.31148196953831,0.00184627644861378,1
secondary,LMPP_GMP,CD320,-2.12423917334014,0.00184627644861378,-1
secondary,LMPP_GMP,CD109,-4.44545916655274,0.00194976282400649,-1
secondary,LMPP_GMP,STMN1,-1.27112772164431,0.00227342383047253,-1
secondary,LMPP_GMP,PRTFDC1,-3.07786189307456,0.00228795769475578,-1
secondary,LMPP_GMP,DPYSL2,-4.84382434011044,0.00251032758005137,-1
secondary,LMPP_GMP,PROK2,3.92365288656391,0.00251032758005137,1
secondary,LMPP_GMP,MS4A2,-5.76800502210001,0.00267298364217621,-1
secondary,LMPP_GMP,SERPINE2,-3.91419296651654,0.00267298364217621,-1
secondary,LMPP_GMP,KIF21A,-3.84979420483467,0.00275999326315368,-1
secondary,LMPP_GMP,RAMP1,-7.95258482962511,0.00285954819583067,-1
secondary,LMPP_GMP,BAG2,-2.62357126251409,0.00285954819583067,-1
secondary,LMPP_GMP,C1QTNF4,-2.56722975943893,0.00285954819583067,-1
secondary,LMPP_GMP,ADAM8,2.51702699982117,0.00285954819583067,1
secondary,LMPP_GMP,ZNF185,2.06674978722807,0.00285954819583067,1
secondary,LMPP_GMP,REEP5,-1.88874517121958,0.00285954819583067,-1
secondary,LMPP_GMP,CDCA7,-1.83085053273468,0.00285954819583067,-1
secondary,LMPP_GMP,PAWR,-5.36461104143825,0.00288106780821142,-1
secondary,LMPP_GMP,SMC4,1.35984712806111,0.00288106780821142,1
secondary,LMPP_GMP,PKP2,-4.57794656027537,0.00297607895655719,-1
secondary,LMPP_GMP,SDK2,-4.87733501166487,0.0029909778063528,-1
secondary,LMPP_GMP,HACD1,-1.42308150203093,0.00343945383108836,-1
secondary,LMPP_GMP,HOXA5,2.37722462953157,0.00354939264578337,1
secondary,LMPP_GMP,TYROBP,1.92473752095522,0.00387687680603209,1
secondary,LMPP_GMP,TUBG1,-1.59747118534122,0.00387687680603209,-1
secondary,LMPP_GMP,TXNIP,2.10951039124896,0.00422178219809077,1
secondary,LMPP_GMP,CCL5,3.69554078038456,0.00423909520436364,1
secondary,LMPP_GMP,PKIA,-3.43870580506145,0.00423909520436364,-1
secondary,LMPP_GMP,VPREB1,-3.91112218261812,0.00432673458268788,-1
secondary,LMPP_GMP,MCM3,-1.59595751609521,0.00432673458268788,-1
secondary,LMPP_GMP,ZNF704,-3.58865290877312,0.00434677773199647,-1
secondary,LMPP_GMP,AKT3,-4.01528317203508,0.00451154093432523,-1
secondary,LMPP_GMP,ITGAX,2.52352458446839,0.00467416439756613,1
secondary,LMPP_GMP,FCGRT,-2.76543490945501,0.00478956831288008,-1
secondary,LMPP_GMP,MLLT3,-5.2757189031676,0.00487888788750107,-1
secondary,LMPP_GMP,CCL28,-3.46809781002885,0.00504732407514847,-1
secondary,LMPP_GMP,HOXB5,4.28724537238601,0.00546387061317102,1
secondary,LMPP_GMP,DPPA4,-2.60499304678786,0.0055521998261013,-1
secondary,LMPP_GMP,SPAG16,-2.23792645331232,0.0055521998261013,-1
secondary,LMPP_GMP,NPDC1,-3.4190916065817,0.00558561940112878,-1
secondary,LMPP_GMP,CSTA,1.52663061437994,0.00558561940112878,1
secondary,LMPP_GMP,PAQR4,-1.46880733929879,0.00558561940112878,-1
secondary,LMPP_GMP,TSEN54,-1.39979946131842,0.00558561940112878,-1
secondary,LMPP_GMP,MS4A3,-3.40986279449211,0.00563282601414024,-1
secondary,LMPP_GMP,ASB9,-2.81986331968807,0.00628829595997927,-1
secondary,LMPP_GMP,HGF,-5.30444379392693,0.00660883368046773,-1
secondary,LMPP_GMP,HMGA2,-4.46119443006866,0.00669392954210526,-1
secondary,LMPP_GMP,JAKMIP2,-3.4506893646184,0.00669392954210526,-1
secondary,LMPP_GMP,LIN7A,-2.79028670817986,0.00669392954210526,-1
secondary,LMPP_GMP,FAM111B,-2.69310780083088,0.00669392954210526,-1
secondary,LMPP_GMP,NRG4,1.86527733045442,0.00669392954210526,1
secondary,LMPP_GMP,TGFB1,1.07493533055161,0.00669392954210526,1
secondary,LMPP_GMP,RPL39L,-1.77623014779221,0.0068085107449279,-1
secondary,LMPP_GMP,CACNA1C-AS2,-1.57694367810216,0.0068085107449279,-1
secondary,LMPP_GMP,C1orf21,-4.84523246705171,0.00685140603482319,-1
secondary,LMPP_GMP,HIST3H2A,-5.33034672324418,0.00692349091369717,-1
secondary,LMPP_GMP,PBX1,-4.38524283002294,0.00692349091369717,-1
secondary,LMPP_GMP,LRP10,1.77429672954372,0.00692349091369717,1
secondary,LMPP_GMP,PRDM16,3.55357209944359,0.0070448577105927,1
secondary,LMPP_GMP,GCAT,-1.40519885182231,0.0070448577105927,-1
secondary,LMPP_GMP,RETN,-2.34325243204127,0.00710581127577763,-1
secondary,LMPP_GMP,SPARC,-3.81285756170577,0.00711705778697121,-1
secondary,LMPP_GMP,UHRF1,-1.70945923620662,0.0073436195971829,-1
secondary,LMPP_GMP,PCK2,-2.27632367026849,0.00745769072030527,-1
secondary,LMPP_GMP,ZNF626,-3.98740446787042,0.0075340897045775,-1
secondary,LMPP_GMP,CFD,1.53547978524151,0.0075340897045775,1
secondary,LMPP_GMP,NUDT8,-1.28553423442629,0.0075340897045775,-1
secondary,LMPP_GMP,ZNF521,-6.02349256949047,0.00760438396157116,-1
secondary,LMPP_GMP,UCHL1,-4.85019512117707,0.00760438396157116,-1
secondary,LMPP_GMP,SLAIN1,-4.56672809912633,0.00760438396157116,-1
secondary,LMPP_GMP,GSTO2,-2.6772192835457,0.00760438396157116,-1
secondary,LMPP_GMP,CBX2,-2.07477660363447,0.00760438396157116,-1
secondary,LMPP_GMP,NT5DC2,-1.50615028935803,0.00760438396157116,-1
secondary,LMPP_GMP,CDC42BPA,-5.37562298929553,0.00783051944080467,-1
secondary,LMPP_GMP,MYEF2,-5.30698189279408,0.00783051944080467,-1
secondary,LMPP_GMP,C8orf88,-4.72480312659379,0.00783051944080467,-1
secondary,LMPP_GMP,EPSTI1,-3.92815252695061,0.00783051944080467,-1
secondary,LMPP_GMP,OSCAR,2.19001814788069,0.00783051944080467,1
secondary,LMPP_GMP,TMEM106C,-1.23169849870149,0.00783051944080467,-1
secondary,LMPP_GMP,WWC2,-3.351748841913,0.00784920251441403,-1
secondary,LMPP_GMP,GBP1,-5.01847077188015,0.007983213448575,-1
secondary,LMPP_GMP,PRTN3,-3.96394177078646,0.00809335644196634,-1
secondary,LMPP_GMP,NDN,-2.93964790218566,0.00809335644196634,-1
secondary,LMPP_GMP,ADGRL1,-2.57471385080645,0.00809335644196634,-1
secondary,LMPP_GMP,LITAF,1.37634043138416,0.00809335644196634,1
secondary,LMPP_GMP,SLITRK4,2.0161402633855,0.00811081108993049,1
secondary,LMPP_GMP,GPR27,2.02358310260137,0.00844325495567267,1
secondary,LMPP_GMP,UNG,-1.26616363369308,0.00852521678260722,-1
secondary,LMPP_GMP,TMTC2,2.40929371656451,0.00872489306449831,1
secondary,LMPP_GMP,MND1,-1.85988748554827,0.00874713584235265,-1
secondary,LMPP_GMP,NAP1L3,-4.52570037144405,0.00885032026324763,-1
secondary,LMPP_GMP,SLFN11,-1.35202575194624,0.0089178921252605,-1
secondary,LMPP_GMP,CCDC50,-6.1631469931322,0.00896766671858457,-1
secondary,LMPP_GMP,NBL1,-3.59378896953338,0.00916017757192103,-1
secondary,LMPP_GMP,LINC01268,2.74111751606998,0.00916017757192103,1
secondary,LMPP_GMP,NAALADL1,-1.21321293780719,0.00916017757192103,-1
secondary,LMPP_GMP,MED12L,-2.51745531223442,0.00947657395209411,-1
secondary,LMPP_GMP,GCNT2,-3.83104128862009,0.00953391601369945,-1
secondary,LMPP_GMP,CDH2,-5.6398349842638,0.00977225627500399,-1
secondary,LMPP_GMP,HOMER2,-1.90794349414916,0.00977225627500399,-1
secondary,LMPP_GMP,AMT,-1.52354930876679,0.00977225627500399,-1
secondary,LMPP_GMP,ARMCX1,-1.47997048626747,0.00977225627500399,-1
secondary,LMPP_GMP,CENPK,-1.2955442747972,0.00977225627500399,-1
secondary,LMPP_GMP,LINC01122,-2.60234164054688,0.0098215082257493,-1
secondary,LMPP_GMP,PLOD2,-5.27248815243491,0.00984906482895367,-1
secondary,LMPP_GMP,SCD,-2.99885973274717,0.00984906482895367,-1
secondary,LMPP_GMP,TSPAN5,-2.41795352549627,0.00987669937782584,-1
secondary,LMPP_GMP,STK33,-4.91041709744452,0.00996146377586779,-1
secondary,LMPP_GMP,NUDT11,-4.15996381562263,0.00996146377586779,-1
secondary,LMPP_GMP,BEX5,-3.6876262897409,0.0103925572653539,-1
secondary,LMPP_GMP,TNIK,-3.63568240420436,0.0103925572653539,-1
secondary,LMPP_GMP,FAM169A,-2.59711889492977,0.0103925572653539,-1
secondary,LMPP_GMP,CDT1,-1.34174518553892,0.0103925572653539,-1
secondary,LMPP_GMP,FNBP1L,-4.11749021468103,0.0108298143906691,-1
secondary,LMPP_GMP,TMCO3,1.45506317885372,0.0108298143906691,1
secondary,LMPP_GMP,CA2,2.09458116866577,0.0110331323799522,1
secondary,LMPP_GMP,SNRPN,-4.30288477839532,0.0110826403709923,-1
secondary,LMPP_GMP,CTDSPL,-2.08691083160468,0.0110826403709923,-1
secondary,LMPP_GMP,HCST,1.1869605662943,0.0111184126648446,1
secondary,LMPP_GMP,ME3,-2.21521228095374,0.0112737820014333,-1
secondary,LMPP_GMP,MYO5C,-2.83524871593163,0.0118745251645749,-1
secondary,LMPP_GMP,PFKM,-2.68924443514935,0.0118745251645749,-1
secondary,LMPP_GMP,MARCH9,-2.56225979018264,0.0118745251645749,-1
secondary,LMPP_GMP,ST6GAL1,-1.46014572160168,0.0118745251645749,-1
secondary,LMPP_GMP,SMAGP,-2.8632375516156,0.0121279467069787,-1
secondary,LMPP_GMP,SERTAD2,1.11339094218631,0.0122363534456622,1
secondary,LMPP_GMP,FAM171B,-3.52067002555923,0.0122489544618684,-1
secondary,LMPP_GMP,HOXA4,2.83140691382223,0.0122489544618684,1
secondary,LMPP_GMP,RBPMS,-4.8129449644086,0.0126281971356869,-1
secondary,LMPP_GMP,FHL1,-3.17987715885598,0.0127019781767156,-1
secondary,LMPP_GMP,KCNG2,-2.77097139192159,0.0134718777356398,-1
secondary,LMPP_GMP,TSPYL5,-2.23072676186427,0.013554334894259,-1
secondary,LMPP_GMP,PMM1,-1.63040884943727,0.013554334894259,-1
secondary,LMPP_GMP,IL3RA,1.45791000713581,0.013554334894259,1
secondary,LMPP_GMP,GNG7,-1.30570412233036,0.013554334894259,-1
secondary,LMPP_GMP,ABHD2,1.12385271693771,0.0136376219450781,1
secondary,LMPP_GMP,MCM6,-1.18361165314347,0.0137590150895003,-1
secondary,LMPP_GMP,PXMP2,-1.28154488079757,0.0137874137096136,-1
secondary,LMPP_GMP,L3MBTL4,-3.93268909946586,0.0141190277601878,-1
secondary,LMPP_GMP,MYCT1,-1.86454136160027,0.0141190277601878,-1
secondary,LMPP_GMP,ECHDC2,1.50975885952906,0.0141190277601878,1
secondary,LMPP_GMP,DPEP3,-5.02964768910348,0.0146305365308338,-1
secondary,LMPP_GMP,AMOTL1,-5.22599870020039,0.0147457587429202,-1
secondary,LMPP_GMP,PCDH9,-2.11411102598749,0.0147457587429202,-1
secondary,LMPP_GMP,SKIDA1,2.53656332324938,0.0148358759118534,1
secondary,LMPP_GMP,MYO1G,1.34386803637023,0.0148398963556633,1
secondary,LMPP_GMP,SPIRE1,-2.96215867297739,0.0155189523385365,-1
secondary,LMPP_GMP,HOXA6,2.42085048580055,0.0155189523385365,1
secondary,LMPP_GMP,MATK,-1.44612821196073,0.0158138890424767,-1
secondary,LMPP_GMP,CYYR1,-5.42493136521669,0.0158205377740325,-1
secondary,LMPP_GMP,C3orf14,-4.36372422323578,0.0158205377740325,-1
secondary,LMPP_GMP,HIST1H2AC,1.94074422909077,0.0158205377740325,1
secondary,LMPP_GMP,NXF1,1.34096247377119,0.0158205377740325,1
secondary,LMPP_GMP,IMPA2,-1.14318562753843,0.0158205377740325,-1
secondary,LMPP_GMP,RNASEH2A,-1.05316833997862,0.0158205377740325,-1
secondary,LMPP_GMP,FLT3,1.25326809670539,0.0160591270938495,1
secondary,LMPP_GMP,PRG2,-4.22453189567035,0.0164840647951404,-1
secondary,LMPP_GMP,CCDC92,-1.82445279433073,0.0166195509762951,-1
secondary,LMPP_GMP,NPR3,-6.93352594245813,0.016694466654415,-1
secondary,LMPP_GMP,ZNF385D,-3.62712753923302,0.0167631928985612,-1
secondary,LMPP_GMP,SPATS2L,-3.21794453698469,0.0168547231754334,-1
secondary,LMPP_GMP,MAP1LC3A,3.12696323701872,0.0168547231754334,1
secondary,LMPP_GMP,CEACAM4,-2.70804800569106,0.0168547231754334,-1
secondary,LMPP_GMP,SDF2L1,-1.03793996064718,0.0169278541237079,-1
secondary,LMPP_GMP,NAV1,-2.10767159559788,0.0169596523886806,-1
secondary,LMPP_GMP,GCSAML,2.62382260844276,0.0171035257782717,1
secondary,LMPP_GMP,FGF14-AS2,-2.07775958325897,0.0171035257782717,-1
secondary,LMPP_GMP,LAPTM4B,-1.58647887722062,0.0171035257782717,-1
secondary,LMPP_GMP,TSPAN13,-1.20324792953739,0.0173177397867683,-1
secondary,LMPP_GMP,DACH1,-2.92720383278592,0.0175429058614143,-1
secondary,LMPP_GMP,CLIP2,1.47426091736838,0.0175429058614143,1
secondary,LMPP_GMP,C20orf27,-1.29107230554706,0.0175429058614143,-1
secondary,LMPP_GMP,CRELD2,-1.22519540333291,0.0175429058614143,-1
secondary,LMPP_GMP,ZBTB7A,1.18504921669096,0.0175429058614143,1
secondary,LMPP_GMP,HDC,-5.52680225582632,0.0176822016325977,-1
secondary,LMPP_GMP,SERPINA1,2.90705396772765,0.0176822016325977,1
secondary,LMPP_GMP,PRDX2,-2.31381836132321,0.0176822016325977,-1
secondary,LMPP_GMP,ATP6V0E2,-1.72472727333862,0.0176822016325977,-1
secondary,LMPP_GMP,CHRM3,-3.93795624988918,0.0177956785263725,-1
secondary,LMPP_GMP,GNAI1,-2.43335080362661,0.0179335436831414,-1
secondary,LMPP_GMP,VAMP5,-2.30540794365231,0.0183954176379816,-1
secondary,LMPP_GMP,TCTEX1D2,-1.53223753198083,0.0183954176379816,-1
secondary,LMPP_GMP,MS4A4A,-3.55532600236878,0.0187257588041785,-1
secondary,LMPP_GMP,SESN3,-3.52541786782402,0.0187257588041785,-1
secondary,LMPP_GMP,CRHBP,-3.51513875668209,0.0187257588041785,-1
secondary,LMPP_GMP,SCRN1,-3.3218616460306,0.0187257588041785,-1
secondary,LMPP_GMP,RASGRP3,2.20682425767694,0.0187257588041785,1
secondary,LMPP_GMP,HSPA4L,-1.70057829681941,0.0187257588041785,-1
secondary,LMPP_GMP,KLF11,1.52117211809328,0.0187257588041785,1
secondary,LMPP_GMP,HOXA10-AS,1.45159451851074,0.0187257588041785,1
secondary,LMPP_GMP,ADPRHL2,-1.4199265266883,0.0187257588041785,-1
secondary,LMPP_GMP,ZCCHC2,1.21229726552975,0.0187257588041785,1
secondary,LMPP_GMP,NKAIN2,-4.64294289203144,0.0188995924755957,-1
secondary,LMPP_GMP,HIRIP3,-1.18425471399689,0.0193394550111802,-1
secondary,LMPP_GMP,ADGRG3,1.70085569011174,0.0196031172391485,1
secondary,LMPP_GMP,CTSA,1.13250319270322,0.0196272300853593,1
secondary,LMPP_GMP,PLEKHA1,-1.98629746138525,0.0196368326925449,-1
secondary,LMPP_GMP,PHGDH,-1.8018190187446,0.0196368326925449,-1
secondary,LMPP_GMP,HIST2H2BE,3.40177443530367,0.0197040962975334,1
secondary,LMPP_GMP,FEN1,-1.11134772077687,0.0197040962975334,-1
secondary,LMPP_GMP,EMILIN1,-3.86346495473821,0.0199734930824983,-1
secondary,LMPP_GMP,PTMS,-1.97146306168576,0.0199734930824983,-1
secondary,LMPP_GMP,ABHD4,2.42837124270492,0.0201064485397801,1
secondary,LMPP_GMP,ILDR2,2.09370290360392,0.0201064485397801,1
secondary,LMPP_GMP,ITM2A,-1.71100817184688,0.0201064485397801,-1
secondary,LMPP_GMP,POLD3,-1.16902699653209,0.0201064485397801,-1
secondary,LMPP_GMP,TPP1,1.07634830144779,0.0202769612257198,1
secondary,LMPP_GMP,CASC15,-1.87030932346849,0.0205571657348985,-1
secondary,LMPP_GMP,PLCL2,-1.17894017749246,0.0205608084418065,-1
secondary,LMPP_GMP,ZNF516,1.29579652363394,0.0207565731442153,1
secondary,LMPP_GMP,IRF2BP2,1.26648340180519,0.0207565731442153,1
secondary,LMPP_GMP,PRDX4,-1.23505716265199,0.0207565731442153,-1
secondary,LMPP_GMP,BCAT1,-4.23642226133443,0.020831548495134,-1
secondary,LMPP_GMP,CD96,4.20665869140403,0.020831548495134,1
secondary,LMPP_GMP,EFHC2,-1.77549415804713,0.020831548495134,-1
secondary,LMPP_GMP,TPD52,-1.68827575852372,0.020831548495134,-1
secondary,LMPP_GMP,PAFAH1B3,-1.24267146933397,0.0211056729902688,-1
secondary,LMPP_GMP,MPO,-2.90533735166663,0.021156594463458,-1
secondary,LMPP_GMP,C19orf38,-1.95988062515668,0.021156594463458,-1
secondary,LMPP_GMP,ADGRE5,1.89744223531105,0.021156594463458,1
secondary,LMPP_GMP,SLC8A1,-5.66746721969616,0.0212821557133273,-1
secondary,LMPP_GMP,HPGD,-5.08428981009655,0.0212821557133273,-1
secondary,LMPP_GMP,RNF217,-2.07448033571473,0.0212821557133273,-1
secondary,LMPP_GMP,MCM2,-1.0579045736742,0.0212821557133273,-1
secondary,LMPP_GMP,CHP1,1.06210712335508,0.0215280117493901,1
secondary,LMPP_GMP,LPAR2,1.81029493519971,0.0217934444672563,1
secondary,LMPP_GMP,MYLK-AS1,-1.25727992036339,0.0220413663512834,-1
secondary,LMPP_GMP,PLD1,1.40685939931005,0.0224968824632854,1
secondary,LMPP_GMP,KHDC1,-1.39190883794138,0.0226020604730533,-1
secondary,LMPP_GMP,ELANE,-3.79887167197793,0.022644859280516,-1
secondary,LMPP_GMP,BAALC,-4.86917713049799,0.0228026686652563,-1
secondary,LMPP_GMP,CDC42SE1,1.59681839950729,0.0228026686652563,1
secondary,LMPP_GMP,TRIM8,1.31505777402318,0.0228026686652563,1
secondary,LMPP_GMP,PRR15,-4.50001006606264,0.0228321858837801,-1
secondary,LMPP_GMP,CLGN,-1.36820376483105,0.0229918103447709,-1
secondary,LMPP_GMP,ZC2HC1A,-1.99109454337645,0.0230095177467547,-1
secondary,LMPP_GMP,ASGR1,-2.61559103518773,0.0230674650045436,-1
secondary,LMPP_GMP,ULK1,1.49569776459718,0.0234434938252095,1
secondary,LMPP_GMP,POLE2,-1.6595862909113,0.0234550315488259,-1
secondary,LMPP_GMP,AC245100.1,1.06472940853462,0.0234550315488259,1
secondary,LMPP_GMP,IKZF2,-2.54347695180295,0.0237144583550714,-1
secondary,LMPP_GMP,ALDH7A1,-1.32941769852765,0.0237144583550714,-1
secondary,LMPP_GMP,GSTZ1,-1.18164127299495,0.0237144583550714,-1
secondary,LMPP_GMP,EPB41L3,-4.31513795570571,0.0239790763234894,-1
secondary,LMPP_GMP,MDFI,4.1751283721994,0.0241362598906534,1
secondary,LMPP_GMP,FURIN,1.12875108466282,0.0242254680033918,1
secondary,LMPP_GMP,IL12A-AS1,2.56561396770777,0.024779438076049,1
secondary,LMPP_GMP,HIST1H2BJ,1.60960024886118,0.0248555604464678,1
secondary,LMPP_GMP,MTHFD1,-1.06094180923793,0.0248555604464678,-1
secondary,LMPP_GMP,NEDD4,-1.05219108136003,0.0248555604464678,-1
secondary,LMPP_GMP,GFI1,1.01650266058693,0.025165346809411,1
secondary,LMPP_GMP,AC009506.1,1.26509348133623,0.0253195076308981,1
secondary,LMPP_GMP,FAM89A,-2.97256551999323,0.0253921649364432,-1
secondary,LMPP_GMP,GINS2,-1.65606871349551,0.0262425665730877,-1
secondary,LMPP_GMP,DLEU2,1.02773022905591,0.0262558963645558,1
secondary,LMPP_GMP,PHF1,1.29058360667455,0.0264158862208424,1
secondary,LMPP_GMP,PRKG2,-3.50006782195373,0.0281013340747592,-1
secondary,LMPP_GMP,PRKCD,1.57438235105164,0.0281013340747592,1
secondary,LMPP_GMP,COL9A2,1.61465224633361,0.0283346357178601,1
secondary,LMPP_GMP,ECHDC3,-2.40953350855062,0.0283512288027361,-1
secondary,LMPP_GMP,PITPNM1,1.5820901839948,0.0283512288027361,1
secondary,LMPP_GMP,SQSTM1,1.56045683050936,0.0283512288027361,1
secondary,LMPP_GMP,ATP6V0A1,1.41488796119313,0.0296506126962483,1
secondary,LMPP_GMP,HOXB2,2.40441770483639,0.0299965339039819,1
secondary,LMPP_GMP,GYPC,-2.24616161173962,0.0304276881909111,-1
secondary,LMPP_GMP,FAM50B,-1.68350710062516,0.0304276881909111,-1
secondary,LMPP_GMP,LRRCC1,-1.03805535360998,0.0308265866676646,-1
secondary,LMPP_GMP,CD200,-4.89695937826068,0.0312215774302856,-1
secondary,LMPP_GMP,RAD51,-1.3029465491547,0.0318462765182235,-1
secondary,LMPP_GMP,KIF17,-2.65980985816112,0.0319509923791031,-1
secondary,LMPP_GMP,CRYGD,-2.94505050343517,0.0320394623944906,-1
secondary,LMPP_GMP,MPPED2,-3.80103641800584,0.0349360464643865,-1
secondary,LMPP_GMP,NKX2-3,2.83330679426196,0.0357955543735208,1
secondary,LMPP_GMP,THAP7,-1.02004052639421,0.0366406939509601,-1
secondary,LMPP_GMP,ZBED3,-1.05031292644526,0.0382731614784707,-1
secondary,LMPP_GMP,LDLRAD4,-1.96621934002573,0.0383331252766114,-1
secondary,LMPP_GMP,ELF1,1.13928989729543,0.041915902108886,1
secondary,LMPP_GMP,SFXN3,1.26424155678795,0.045883157585367,1
